flight_id,order_id,drone_id,drone_model,fulfillment_site,merchant_id,merchant_name,merchant_category,delivery_zone,launch_at,delivered_at,distance_one_way_km,payload_weight_kg,service_level,promised_minutes,actual_minutes,battery_consumption_pct,wind_speed_kph,visibility_km,status,anomaly_flag,operator_note
FL-US-36394,ORD-US-36394,ZIP-US-022,standardized_commercial_delivery_platform,Eastside_Fulfillment,M-010,Burger District,prepared_food,Meadowview,2025-05-23T14:50:00,2025-05-23T15:09:48,5.0,0.94,standard,55,19.8,38.8,14.1,13.2,delivered_late,merchant_handoff_mismatch,
FL-US-36395,ORD-US-36395,ZIP-US-020,standardized_commercial_delivery_platform,Eastside_Fulfillment,M-012,Tech Stop,retail,Meadowview,2025-05-23T10:57:00,2025-05-23T11:08:48,5.0,1.0,standard,55,11.8,32.8,9.5,15.9,delivered,none,
FL-US-36396,ORD-US-36396,ZIP-US-022,standardized_commercial_delivery_platform,Eastside_Fulfillment,M-012,Tech Stop,retail,Harbor Point,2025-05-23T12:29:00,2025-05-23T12:40:48,9.5,1.62,time_sensitive,25,11.8,54.8,14.1,16.5,delivered,none,
FL-US-36397,ORD-US-36397,ZIP-US-020,standardized_commercial_delivery_platform,Eastside_Fulfillment,M-010,Burger District,prepared_food,East Ridge,2025-05-23T13:19:00,2025-05-23T13:29:00,7.1,0.88,priority,35,10.0,40.4,13.3,16.1,delivered,none,
FL-US-36398,ORD-US-36398,ZIP-US-021,standardized_commercial_delivery_platform,Eastside_Fulfillment,M-010,Burger District,prepared_food,Harbor Point,2025-05-23T17:11:00,2025-05-23T17:24:06,9.5,1.09,standard,55,13.1,51.4,13.8,15.5,delivered,none,
FL-US-36399,ORD-US-36399,ZIP-US-021,standardized_commercial_delivery_platform,Eastside_Fulfillment,M-012,Tech Stop,retail,Harbor Point,2025-05-23T20:46:00,2025-05-23T20:59:24,9.5,1.09,priority,35,13.4,49.5,12.7,17.6,delivered,none,
FL-US-36400,ORD-US-36400,ZIP-US-019,standardized_commercial_delivery_platform,Eastside_Fulfillment,M-010,Burger District,prepared_food,Meadowview,2025-05-23T09:02:00,2025-05-23T09:11:48,5.0,1.09,standard,55,9.8,39.2,8.4,14.3,delivered,none,
FL-US-36401,ORD-US-36401,ZIP-US-020,standardized_commercial_delivery_platform,Eastside_Fulfillment,M-009,Daily Mart,grocery,East Ridge,2025-05-23T20:06:00,2025-05-23T20:16:00,7.1,1.36,standard,55,10.0,40.7,12.7,17.6,delivered,none,
FL-US-36402,ORD-US-36402,ZIP-US-024,standardized_commercial_delivery_platform,Eastside_Fulfillment,M-012,Tech Stop,retail,East Ridge,2025-05-23T18:14:00,2025-05-23T18:26:18,7.1,0.18,standard,55,12.3,38.9,12.3,15.5,delivered,none,
FL-US-36403,ORD-US-36403,ZIP-US-022,standardized_commercial_delivery_platform,Eastside_Fulfillment,M-009,Daily Mart,grocery,East Ridge,2025-05-23T10:33:00,2025-05-23T10:45:48,7.1,0.2,priority,35,12.8,40.9,9.5,15.9,delivered,none,
FL-US-36404,ORD-US-36404,ZIP-US-024,standardized_commercial_delivery_platform,Eastside_Fulfillment,M-010,Burger District,prepared_food,Lakeside,2025-05-23T14:42:00,2025-05-23T14:51:24,2.9,0.53,priority,35,9.4,30.4,14.1,13.2,delivered,none,
FL-US-36405,ORD-US-36405,ZIP-US-024,standardized_commercial_delivery_platform,Eastside_Fulfillment,M-012,Tech Stop,retail,Meadowview,2025-05-23T20:28:00,2025-05-23T20:38:30,5.0,1.57,priority,35,10.5,37.7,12.7,17.6,delivered,none,
FL-US-36406,ORD-US-36406,ZIP-US-023,standardized_commercial_delivery_platform,Eastside_Fulfillment,M-012,Tech Stop,retail,East Ridge,2025-05-23T17:35:00,2025-05-23T17:47:36,7.1,1.49,standard,55,12.6,47.1,13.8,15.5,delivered,none,
FL-US-36407,ORD-US-36407,ZIP-US-023,standardized_commercial_delivery_platform,Eastside_Fulfillment,M-009,Daily Mart,grocery,Lakeside,2025-05-23T14:51:00,2025-05-23T14:59:36,2.9,0.88,standard,55,8.6,29.1,14.1,13.2,delivered,none,
FL-US-36408,ORD-US-36408,ZIP-US-019,standardized_commercial_delivery_platform,Eastside_Fulfillment,M-010,Burger District,prepared_food,Harbor Point,2025-05-23T08:44:00,2025-05-23T08:56:24,9.5,0.92,standard,55,12.4,50.6,8.0,17.0,delivered,none,
FL-US-36409,ORD-US-36409,ZIP-US-021,standardized_commercial_delivery_platform,Eastside_Fulfillment,M-009,Daily Mart,grocery,East Ridge,2025-05-23T21:00:00,2025-05-23T21:10:12,7.1,0.53,standard,55,10.2,45.5,12.5,15.1,delivered,none,
FL-US-36410,ORD-US-36410,ZIP-US-019,standardized_commercial_delivery_platform,Eastside_Fulfillment,M-012,Tech Stop,retail,Harbor Point,2025-05-23T09:09:00,2025-05-23T09:20:36,9.5,0.67,standard,55,11.6,48.4,8.4,14.3,delivered,none,
FL-US-36411,ORD-US-36411,ZIP-US-017,standardized_commercial_delivery_platform,Eastside_Fulfillment,M-011,Wellness Pharmacy,pharmacy,Lakeside,2025-05-23T10:08:00,2025-05-23T10:16:54,2.9,1.51,standard,55,8.9,32.7,9.5,15.9,delivered,none,
FL-US-36412,ORD-US-36412,ZIP-US-019,standardized_commercial_delivery_platform,Eastside_Fulfillment,M-010,Burger District,prepared_food,Lakeside,2025-05-23T09:34:00,2025-05-23T09:43:30,2.9,1.23,priority,35,9.5,29.5,8.4,14.3,delivered,none,
FL-US-36413,ORD-US-36413,ZIP-US-017,standardized_commercial_delivery_platform,Eastside_Fulfillment,M-010,Burger District,prepared_food,Harbor Point,2025-05-23T09:45:00,2025-05-23T09:58:24,9.5,1.19,standard,55,13.4,52.8,8.4,14.3,delivered,none,
FL-US-36414,ORD-US-36414,ZIP-US-021,standardized_commercial_delivery_platform,Eastside_Fulfillment,M-010,Burger District,prepared_food,Lakeside,2025-05-23T18:47:00,2025-05-23T19:02:54,2.9,1.05,standard,55,15.9,30.5,12.3,15.5,delivered_late,customer_drop_zone_unavailable,
FL-US-36415,ORD-US-36415,ZIP-US-019,standardized_commercial_delivery_platform,Eastside_Fulfillment,M-010,Burger District,prepared_food,East Ridge,2025-05-23T16:21:00,2025-05-23T16:32:54,7.1,0.48,priority,35,11.9,42.8,14.3,17.4,delivered,none,
FL-US-36416,ORD-US-36416,ZIP-US-021,standardized_commercial_delivery_platform,Eastside_Fulfillment,M-011,Wellness Pharmacy,pharmacy,Meadowview,2025-05-23T10:01:00,2025-05-23T10:12:24,5.0,1.39,priority,35,11.4,38.8,9.5,15.9,delivered,none,
FL-US-36417,ORD-US-36417,ZIP-US-022,standardized_commercial_delivery_platform,Eastside_Fulfillment,M-009,Daily Mart,grocery,Lakeside,2025-05-23T17:04:00,2025-05-23T17:11:48,2.9,1.37,standard,55,7.8,33.3,13.8,15.5,delivered,none,
FL-US-36418,ORD-US-36418,ZIP-US-018,standardized_commercial_delivery_platform,Eastside_Fulfillment,M-011,Wellness Pharmacy,pharmacy,Lakeside,2025-05-23T14:26:00,2025-05-23T14:34:18,2.9,0.9,standard,55,8.3,30.9,14.1,13.2,delivered,none,
FL-US-36419,ORD-US-36419,ZIP-US-017,standardized_commercial_delivery_platform,Eastside_Fulfillment,M-010,Burger District,prepared_food,East Ridge,2025-05-23T09:51:00,2025-05-23T10:02:30,7.1,0.43,standard,55,11.5,42.2,8.4,14.3,delivered,none,
FL-US-36420,ORD-US-36420,ZIP-US-019,standardized_commercial_delivery_platform,Eastside_Fulfillment,M-009,Daily Mart,grocery,Harbor Point,2025-05-23T17:33:00,2025-05-23T17:44:48,9.5,0.83,priority,35,11.8,49.0,13.8,15.5,delivered,none,
FL-US-36421,ORD-US-36421,ZIP-US-022,standardized_commercial_delivery_platform,Eastside_Fulfillment,M-010,Burger District,prepared_food,East Ridge,2025-05-23T20:08:00,2025-05-23T20:19:18,7.1,0.32,priority,35,11.3,42.0,12.7,17.6,delivered,none,
FL-US-36422,ORD-US-36422,ZIP-US-019,standardized_commercial_delivery_platform,Eastside_Fulfillment,M-010,Burger District,prepared_food,Lakeside,2025-05-23T10:59:00,2025-05-23T11:19:54,2.9,1.33,priority,35,20.9,33.1,9.5,15.9,delivered_late,airspace_hold,
FL-US-36423,ORD-US-36423,ZIP-US-017,standardized_commercial_delivery_platform,Eastside_Fulfillment,M-009,Daily Mart,grocery,Meadowview,2025-05-23T14:22:00,2025-05-23T14:32:36,5.0,1.49,priority,35,10.6,37.7,14.1,13.2,delivered,none,
FL-US-36424,ORD-US-36424,ZIP-US-024,standardized_commercial_delivery_platform,Eastside_Fulfillment,M-010,Burger District,prepared_food,Meadowview,2025-05-23T09:55:00,2025-05-23T10:04:48,5.0,0.39,standard,55,9.8,36.1,8.4,14.3,delivered,none,
FL-US-36425,ORD-US-36425,ZIP-US-019,standardized_commercial_delivery_platform,Eastside_Fulfillment,M-012,Tech Stop,retail,Meadowview,2025-05-23T20:47:00,2025-05-23T20:57:54,5.0,1.04,standard,55,10.9,35.5,12.7,17.6,delivered,none,
FL-US-36426,ORD-US-36426,ZIP-US-021,standardized_commercial_delivery_platform,Eastside_Fulfillment,M-010,Burger District,prepared_food,East Ridge,2025-05-23T13:17:00,2025-05-23T13:28:30,7.1,0.29,time_sensitive,25,11.5,42.4,13.3,16.1,delivered,none,
FL-US-36427,ORD-US-36427,ZIP-US-007,standardized_commercial_delivery_platform,Northside_Fulfillment,M-003,Pasta Garden,prepared_food,Cedar Park,2025-05-24T16:09:00,2025-05-24T16:20:12,4.4,1.53,priority,35,11.2,36.2,15.5,14.2,delivered,none,
FL-US-36428,ORD-US-36428,ZIP-US-007,standardized_commercial_delivery_platform,Northside_Fulfillment,M-002,Crisp & Co.,prepared_food,North Hills,2025-05-24T11:24:00,2025-05-24T11:35:24,6.8,0.85,standard,55,11.4,41.3,13.0,15.1,delivered,none,
FL-US-36429,ORD-US-36429,ZIP-US-004,standardized_commercial_delivery_platform,Northside_Fulfillment,M-003,Pasta Garden,prepared_food,North Hills,2025-05-24T14:54:00,2025-05-24T15:20:06,6.8,0.35,standard,55,26.1,41.2,18.3,16.5,delivered_late,customer_drop_zone_unavailable,
FL-US-36430,ORD-US-36430,ZIP-US-007,standardized_commercial_delivery_platform,Northside_Fulfillment,M-004,QuickCare Pharmacy,pharmacy,North Hills,2025-05-24T13:10:00,2025-05-24T13:20:00,6.8,1.5,standard,55,10.0,44.9,14.4,15.5,delivered,none,
FL-US-36431,ORD-US-36431,ZIP-US-007,standardized_commercial_delivery_platform,Northside_Fulfillment,M-001,Green Basket Market,grocery,Brookfield,2025-05-24T15:09:00,2025-05-24T15:20:36,8.9,1.23,standard,55,11.6,52.0,15.4,14.8,delivered,none,
FL-US-36432,ORD-US-36432,ZIP-US-003,standardized_commercial_delivery_platform,Northside_Fulfillment,M-001,Green Basket Market,grocery,Maplewood,2025-05-24T16:27:00,2025-05-24T16:34:30,2.7,1.64,priority,35,7.5,34.4,15.5,14.2,delivered,none,
FL-US-36433,ORD-US-36433,ZIP-US-004,standardized_commercial_delivery_platform,Northside_Fulfillment,M-001,Green Basket Market,grocery,Cedar Park,2025-05-24T11:26:00,2025-05-24T11:34:36,4.4,0.68,priority,35,8.6,32.3,13.0,15.1,delivered,none,
FL-US-36434,ORD-US-36434,ZIP-US-006,standardized_commercial_delivery_platform,Northside_Fulfillment,M-004,QuickCare Pharmacy,pharmacy,Brookfield,2025-05-24T19:23:00,2025-05-24T19:33:54,8.9,0.23,standard,55,10.9,47.2,13.5,15.3,delivered,none,
FL-US-36435,ORD-US-36435,ZIP-US-005,standardized_commercial_delivery_platform,Northside_Fulfillment,M-001,Green Basket Market,grocery,North Hills,2025-05-24T11:28:00,2025-05-24T11:38:18,6.8,1.03,priority,35,10.3,42.0,13.0,15.1,delivered,none,
FL-US-36436,ORD-US-36436,ZIP-US-005,standardized_commercial_delivery_platform,Northside_Fulfillment,M-004,QuickCare Pharmacy,pharmacy,Brookfield,2025-05-24T18:10:00,2025-05-24T18:22:06,8.9,1.05,standard,55,12.1,47.1,15.6,15.6,delivered,none,
FL-US-36437,ORD-US-36437,ZIP-US-005,standardized_commercial_delivery_platform,Northside_Fulfillment,M-002,Crisp & Co.,prepared_food,Brookfield,2025-05-24T20:49:00,2025-05-24T21:00:48,8.9,0.29,time_sensitive,25,11.8,43.3,13.8,18,delivered,none,
FL-US-36438,ORD-US-36438,ZIP-US-001,standardized_commercial_delivery_platform,Northside_Fulfillment,M-002,Crisp & Co.,prepared_food,Maplewood,2025-05-24T19:40:00,2025-05-24T19:48:06,2.7,1.31,standard,55,8.1,31.6,13.5,15.3,delivered,none,
FL-US-36439,ORD-US-36439,ZIP-US-004,standardized_commercial_delivery_platform,Northside_Fulfillment,M-003,Pasta Garden,prepared_food,Maplewood,2025-05-24T20:55:00,2025-05-24T21:04:36,2.7,0.57,standard,55,9.6,27.8,13.8,18,delivered,none,
FL-US-36440,ORD-US-36440,ZIP-US-005,standardized_commercial_delivery_platform,Northside_Fulfillment,M-004,QuickCare Pharmacy,pharmacy,Brookfield,2025-05-24T10:42:00,2025-05-24T10:53:30,8.9,0.44,priority,35,11.5,44.9,10.1,16.3,delivered,none,
FL-US-36441,ORD-US-36441,ZIP-US-002,standardized_commercial_delivery_platform,Northside_Fulfillment,M-004,QuickCare Pharmacy,pharmacy,Brookfield,2025-05-24T13:51:00,2025-05-24T14:03:06,8.9,0.63,time_sensitive,25,12.1,50.8,14.4,15.5,delivered,none,
FL-US-36442,ORD-US-36442,ZIP-US-002,standardized_commercial_delivery_platform,Northside_Fulfillment,M-001,Green Basket Market,grocery,Maplewood,2025-05-24T19:22:00,2025-05-24T19:32:06,2.7,0.99,standard,55,10.1,30.0,13.5,15.3,delivered,none,
FL-US-36443,ORD-US-36443,ZIP-US-006,standardized_commercial_delivery_platform,Northside_Fulfillment,M-003,Pasta Garden,prepared_food,Brookfield,2025-05-24T10:32:00,2025-05-24T10:43:36,8.9,0.4,standard,55,11.6,45.7,10.1,16.3,delivered,none,
FL-US-36444,ORD-US-36444,ZIP-US-002,standardized_commercial_delivery_platform,Northside_Fulfillment,M-004,QuickCare Pharmacy,pharmacy,North Hills,2025-05-24T11:56:00,2025-05-24T12:07:24,6.8,1.13,standard,55,11.4,47.1,13.0,15.1,delivered,none,
FL-US-36445,ORD-US-36445,ZIP-US-005,standardized_commercial_delivery_platform,Northside_Fulfillment,M-001,Green Basket Market,grocery,North Hills,2025-05-24T19:45:00,2025-05-24T19:56:00,6.8,0.88,standard,55,11.0,41.6,13.5,15.3,delivered,none,
FL-US-36446,ORD-US-36446,ZIP-US-003,standardized_commercial_delivery_platform,Northside_Fulfillment,M-001,Green Basket Market,grocery,North Hills,2025-05-24T12:14:00,2025-05-24T12:24:36,6.8,0.22,priority,35,10.6,40.0,7.7,16.2,delivered,none,
FL-US-36447,ORD-US-36447,ZIP-US-005,standardized_commercial_delivery_platform,Northside_Fulfillment,M-004,QuickCare Pharmacy,pharmacy,Brookfield,2025-05-24T14:42:00,2025-05-24T14:54:36,8.9,0.45,priority,35,12.6,44.0,18.3,16.5,delivered,none,
FL-US-36448,ORD-US-36448,ZIP-US-008,standardized_commercial_delivery_platform,Northside_Fulfillment,M-001,Green Basket Market,grocery,Brookfield,2025-05-24T20:14:00,2025-05-24T20:25:30,8.9,1.12,priority,35,11.5,51.6,13.8,18,delivered,none,
FL-US-36449,ORD-US-36449,ZIP-US-005,standardized_commercial_delivery_platform,Northside_Fulfillment,M-004,QuickCare Pharmacy,pharmacy,Cedar Park,2025-05-24T17:04:00,2025-05-24T17:15:42,4.4,0.31,standard,55,11.7,37.5,18.4,16.3,delivered,none,
FL-US-36450,ORD-US-36450,ZIP-US-005,standardized_commercial_delivery_platform,Northside_Fulfillment,M-004,QuickCare Pharmacy,pharmacy,North Hills,2025-05-24T21:04:00,2025-05-24T21:14:48,6.8,1.47,priority,35,10.8,45.0,11.5,16.0,delivered,none,
FL-US-36451,ORD-US-36451,ZIP-US-005,standardized_commercial_delivery_platform,Northside_Fulfillment,M-003,Pasta Garden,prepared_food,Maplewood,2025-05-24T19:21:00,2025-05-24T19:29:54,2.7,1.34,standard,55,8.9,33.1,13.5,15.3,delivered,none,
FL-US-36452,ORD-US-36452,ZIP-US-008,standardized_commercial_delivery_platform,Northside_Fulfillment,M-004,QuickCare Pharmacy,pharmacy,Maplewood,2025-05-24T21:10:00,2025-05-24T21:16:48,2.7,0.66,standard,55,6.8,28.5,11.5,16.0,delivered,none,
FL-US-36453,ORD-US-36453,ZIP-US-001,standardized_commercial_delivery_platform,Northside_Fulfillment,M-003,Pasta Garden,prepared_food,Cedar Park,2025-05-24T13:06:00,2025-05-24T13:14:54,4.4,1.54,standard,55,8.9,37.0,14.4,15.5,delivered,none,
FL-US-36454,ORD-US-36454,ZIP-US-002,standardized_commercial_delivery_platform,Northside_Fulfillment,M-003,Pasta Garden,prepared_food,North Hills,2025-05-24T15:04:00,2025-05-24T15:15:30,6.8,0.95,priority,35,11.5,44.3,15.4,14.8,delivered,none,
FL-US-36455,ORD-US-36455,ZIP-US-003,standardized_commercial_delivery_platform,Northside_Fulfillment,M-002,Crisp & Co.,prepared_food,Brookfield,2025-05-24T12:59:00,2025-05-24T13:09:36,8.9,0.53,priority,35,10.6,46.4,7.7,16.2,delivered,none,
FL-US-36456,ORD-US-36456,ZIP-US-007,standardized_commercial_delivery_platform,Northside_Fulfillment,M-002,Crisp & Co.,prepared_food,Cedar Park,2025-05-24T11:53:00,2025-05-24T12:05:36,4.4,1.13,standard,55,12.6,36.7,13.0,15.1,delivered,none,
FL-US-36457,ORD-US-36457,ZIP-US-004,standardized_commercial_delivery_platform,Northside_Fulfillment,M-004,QuickCare Pharmacy,pharmacy,Cedar Park,2025-05-24T11:50:00,2025-05-24T12:00:18,4.4,0.19,standard,55,10.3,34.1,13.0,15.1,delivered,none,
FL-US-36458,ORD-US-36458,ZIP-US-001,standardized_commercial_delivery_platform,Northside_Fulfillment,M-004,QuickCare Pharmacy,pharmacy,Brookfield,2025-05-24T16:35:00,2025-05-24T16:47:48,8.9,0.9,priority,35,12.8,46.2,15.5,14.2,delivered,none,
FL-US-36459,ORD-US-36459,ZIP-US-004,standardized_commercial_delivery_platform,Northside_Fulfillment,M-004,QuickCare Pharmacy,pharmacy,North Hills,2025-05-24T18:33:00,2025-05-24T18:44:18,6.8,0.96,priority,35,11.3,40.4,15.6,15.6,delivered,none,
FL-US-36460,ORD-US-36460,ZIP-US-006,standardized_commercial_delivery_platform,Northside_Fulfillment,M-003,Pasta Garden,prepared_food,Maplewood,2025-05-24T18:52:00,2025-05-24T19:02:06,2.7,0.35,time_sensitive,25,10.1,29.9,15.6,15.6,delivered,none,
FL-US-36461,ORD-US-36461,ZIP-US-003,standardized_commercial_delivery_platform,Northside_Fulfillment,M-002,Crisp & Co.,prepared_food,Maplewood,2025-05-24T08:22:00,2025-05-24T08:30:06,2.7,1.57,standard,55,8.1,31.3,8.8,14.7,delivered,none,
FL-US-36462,ORD-US-36462,ZIP-US-002,standardized_commercial_delivery_platform,Northside_Fulfillment,M-001,Green Basket Market,grocery,Brookfield,2025-05-24T20:41:00,2025-05-24T20:52:42,8.9,0.93,priority,35,11.7,46.3,13.8,18,delivered,none,
FL-US-36463,ORD-US-36463,ZIP-US-007,standardized_commercial_delivery_platform,Northside_Fulfillment,M-001,Green Basket Market,grocery,Cedar Park,2025-05-24T08:30:00,2025-05-24T08:39:48,4.4,0.37,priority,35,9.8,33.3,8.8,14.7,delivered,none,
FL-US-36464,ORD-US-36464,ZIP-US-008,standardized_commercial_delivery_platform,Northside_Fulfillment,M-002,Crisp & Co.,prepared_food,North Hills,2025-05-24T11:22:00,2025-05-24T11:34:18,6.8,0.89,standard,55,12.3,42.3,13.0,15.1,delivered,none,
FL-US-36465,ORD-US-36465,ZIP-US-002,standardized_commercial_delivery_platform,Northside_Fulfillment,M-003,Pasta Garden,prepared_food,Maplewood,2025-05-24T10:12:00,2025-05-24T10:35:00,2.7,0.89,standard,55,23.0,28.9,10.1,16.3,delivered_late,customer_drop_zone_unavailable,
FL-US-36466,ORD-US-36466,ZIP-US-008,standardized_commercial_delivery_platform,Northside_Fulfillment,M-004,QuickCare Pharmacy,pharmacy,North Hills,2025-05-24T11:16:00,2025-05-24T11:26:48,6.8,0.26,priority,35,10.8,42.9,13.0,15.1,delivered,none,
FL-US-36467,ORD-US-36467,ZIP-US-001,standardized_commercial_delivery_platform,Northside_Fulfillment,M-002,Crisp & Co.,prepared_food,North Hills,2025-05-24T11:07:00,2025-05-24T11:18:18,6.8,0.33,priority,35,11.3,40.7,13.0,15.1,delivered,none,
FL-US-36468,ORD-US-36468,ZIP-US-010,standardized_commercial_delivery_platform,Central_Fulfillment,M-007,Home & Handy,retail,Downtown,2025-05-24T18:18:00,2025-05-24T18:25:00,2.2,1.53,standard,55,7.0,27.7,17.7,17.0,delivered,none,
FL-US-36469,ORD-US-36469,ZIP-US-013,standardized_commercial_delivery_platform,Central_Fulfillment,M-008,Noodle House,prepared_food,Westgate,2025-05-24T08:44:00,2025-05-24T08:54:18,6.3,1.15,priority,35,10.3,40.1,7.9,16.7,delivered,none,
FL-US-36470,ORD-US-36470,ZIP-US-016,standardized_commercial_delivery_platform,Central_Fulfillment,M-006,Fresh Roots Grocery,grocery,Westgate,2025-05-24T10:23:00,2025-05-24T10:33:18,6.3,1.56,standard,55,10.3,47.1,9.3,15.4,delivered,none,
FL-US-36471,ORD-US-36471,ZIP-US-016,standardized_commercial_delivery_platform,Central_Fulfillment,M-007,Home & Handy,retail,Westgate,2025-05-24T08:59:00,2025-05-24T09:11:30,6.3,1.27,standard,55,12.5,40.7,7.9,16.7,delivered,none,
FL-US-36472,ORD-US-36472,ZIP-US-011,standardized_commercial_delivery_platform,Central_Fulfillment,M-007,Home & Handy,retail,Downtown,2025-05-24T09:33:00,2025-05-24T09:41:12,2.2,1.28,standard,55,8.2,29.1,7.5,16.0,delivered,none,
FL-US-36473,ORD-US-36473,ZIP-US-012,standardized_commercial_delivery_platform,Central_Fulfillment,M-007,Home & Handy,retail,Downtown,2025-05-24T14:28:00,2025-05-24T14:36:48,2.2,1.56,standard,55,8.8,30.0,14.3,17.1,delivered,none,
FL-US-36474,ORD-US-36474,ZIP-US-012,standardized_commercial_delivery_platform,Central_Fulfillment,M-008,Noodle House,prepared_food,Downtown,2025-05-24T20:53:00,2025-05-24T21:01:00,2.2,0.43,standard,55,8.0,26.6,14.2,17.4,delivered,none,
FL-US-36475,ORD-US-36475,ZIP-US-014,standardized_commercial_delivery_platform,Central_Fulfillment,M-005,Corner Table,prepared_food,Riverside,2025-05-24T08:36:00,2025-05-24T08:44:48,4.1,0.51,standard,55,8.8,30.2,7.9,16.7,delivered,none,
FL-US-36476,ORD-US-36476,ZIP-US-009,standardized_commercial_delivery_platform,Central_Fulfillment,M-008,Noodle House,prepared_food,Riverside,2025-05-24T10:32:00,2025-05-24T10:40:06,4.1,1.3,standard,55,8.1,35.1,9.3,15.4,delivered,none,
FL-US-36477,ORD-US-36477,ZIP-US-015,standardized_commercial_delivery_platform,Central_Fulfillment,M-006,Fresh Roots Grocery,grocery,Riverside,2025-05-24T19:32:00,2025-05-24T19:40:48,4.1,0.88,standard,55,8.8,33.9,15.0,16.1,delivered,none,
FL-US-36478,ORD-US-36478,ZIP-US-009,standardized_commercial_delivery_platform,Central_Fulfillment,M-008,Noodle House,prepared_food,South Park,2025-05-24T08:18:00,2025-05-24T08:29:00,9.2,1.2,standard,55,11.0,47.2,7.9,16.7,delivered,none,
FL-US-36479,ORD-US-36479,ZIP-US-016,standardized_commercial_delivery_platform,Central_Fulfillment,M-008,Noodle House,prepared_food,Westgate,2025-05-24T13:10:00,2025-05-24T13:20:06,6.3,1.38,time_sensitive,25,10.1,39.9,12.1,15.3,delivered,none,
FL-US-36480,ORD-US-36480,ZIP-US-009,standardized_commercial_delivery_platform,Central_Fulfillment,M-005,Corner Table,prepared_food,Riverside,2025-05-24T18:07:00,2025-05-24T18:16:00,4.1,1.06,priority,35,9.0,33.4,17.7,17.0,delivered,none,
FL-US-36481,ORD-US-36481,ZIP-US-012,standardized_commercial_delivery_platform,Central_Fulfillment,M-006,Fresh Roots Grocery,grocery,Downtown,2025-05-24T10:09:00,2025-05-24T10:17:24,2.2,0.78,standard,55,8.4,27.7,9.3,15.4,delivered,none,
FL-US-36482,ORD-US-36482,ZIP-US-013,standardized_commercial_delivery_platform,Central_Fulfillment,M-007,Home & Handy,retail,Westgate,2025-05-24T16:22:00,2025-05-24T16:33:24,6.3,0.7,priority,35,11.4,43.1,12.5,14.3,delivered,none,
FL-US-36483,ORD-US-36483,ZIP-US-016,standardized_commercial_delivery_platform,Central_Fulfillment,M-008,Noodle House,prepared_food,Westgate,2025-05-24T11:24:00,2025-05-24T11:36:48,6.3,1.56,standard,55,12.8,42.9,10.7,16.2,delivered,none,
FL-US-36484,ORD-US-36484,ZIP-US-011,standardized_commercial_delivery_platform,Central_Fulfillment,M-006,Fresh Roots Grocery,grocery,Westgate,2025-05-24T16:58:00,2025-05-24T17:07:54,6.3,0.35,priority,35,9.9,42.4,12.5,14.3,delivered,none,
FL-US-36485,ORD-US-36485,ZIP-US-014,standardized_commercial_delivery_platform,Central_Fulfillment,M-006,Fresh Roots Grocery,grocery,South Park,2025-05-24T16:33:00,2025-05-24T16:46:42,9.2,1.02,standard,55,13.7,46.1,12.5,14.3,delivered,none,
FL-US-36486,ORD-US-36486,ZIP-US-014,standardized_commercial_delivery_platform,Central_Fulfillment,M-005,Corner Table,prepared_food,Downtown,2025-05-24T16:53:00,2025-05-24T16:59:54,2.2,1.36,standard,55,6.9,31.6,12.5,14.3,delivered,none,
FL-US-36487,ORD-US-36487,ZIP-US-014,standardized_commercial_delivery_platform,Central_Fulfillment,M-008,Noodle House,prepared_food,Westgate,2025-05-24T10:23:00,2025-05-24T10:35:48,6.3,1.57,standard,55,12.8,41.7,9.3,15.4,delivered,none,
FL-US-36488,ORD-US-36488,ZIP-US-016,standardized_commercial_delivery_platform,Central_Fulfillment,M-008,Noodle House,prepared_food,Westgate,2025-05-24T13:48:00,2025-05-24T13:57:24,6.3,1.11,priority,35,9.4,42.4,12.1,15.3,delivered,none,
FL-US-36489,ORD-US-36489,ZIP-US-009,standardized_commercial_delivery_platform,Central_Fulfillment,M-008,Noodle House,prepared_food,Riverside,2025-05-24T17:21:00,2025-05-24T17:29:42,4.1,0.27,time_sensitive,25,8.7,33.3,14.8,16.0,delivered,none,
FL-US-36490,ORD-US-36490,ZIP-US-016,standardized_commercial_delivery_platform,Central_Fulfillment,M-005,Corner Table,prepared_food,Downtown,2025-05-24T13:14:00,2025-05-24T13:23:12,2.2,0.29,standard,55,9.2,26.6,12.1,15.3,delivered,none,
FL-US-36491,ORD-US-36491,ZIP-US-013,standardized_commercial_delivery_platform,Central_Fulfillment,M-006,Fresh Roots Grocery,grocery,Riverside,2025-05-24T13:35:00,2025-05-24T13:44:12,4.1,0.98,standard,55,9.2,32.5,12.1,15.3,delivered,none,
FL-US-36492,ORD-US-36492,ZIP-US-015,standardized_commercial_delivery_platform,Central_Fulfillment,M-005,Corner Table,prepared_food,South Park,2025-05-24T16:18:00,2025-05-24T16:30:24,9.2,0.84,priority,35,12.4,51.1,12.5,14.3,delivered,none,
FL-US-36493,ORD-US-36493,ZIP-US-010,standardized_commercial_delivery_platform,Central_Fulfillment,M-008,Noodle House,prepared_food,Riverside,2025-05-24T14:04:00,2025-05-24T14:13:06,4.1,0.85,priority,35,9.1,36.3,14.3,17.1,delivered,none,
