telemetry_id,flight_id,drone_id,recorded_at,phase,battery_pct,battery_temp_c,cell_voltage_spread_mv,motor_vibration_mm_s,gps_hdop,tether_descent_sec,sensor_status
TEL-36300-outbound,FL-US-36299,ZIP-US-019,2025-05-22T19:14:48,outbound,74.7,32.2,21.1,0.88,0.78,38.0,nominal
TEL-36300-recovery,FL-US-36299,ZIP-US-019,2025-05-22T19:20:01,recovery,52.0,31.8,27.3,1.06,1.06,36.4,nominal
TEL-36301-pickup,FL-US-36300,ZIP-US-022,2025-05-22T16:42:00,pickup,100,30.0,22.1,1.02,0.77,37.0,nominal
TEL-36301-outbound,FL-US-36300,ZIP-US-022,2025-05-22T16:46:27,outbound,85.3,30.9,20.5,0.87,0.95,36.5,nominal
TEL-36301-recovery,FL-US-36300,ZIP-US-022,2025-05-22T16:50:27,recovery,72.0,29.1,11.2,0.8,0.77,37.8,nominal
TEL-36302-pickup,FL-US-36301,ZIP-US-023,2025-05-22T18:29:00,pickup,100,31.4,16.0,1.05,0.9,36.2,nominal
TEL-36302-outbound,FL-US-36301,ZIP-US-023,2025-05-22T18:35:45,outbound,72.9,32.8,22.9,0.91,0.76,37.4,nominal
TEL-36302-recovery,FL-US-36301,ZIP-US-023,2025-05-22T18:41:49,recovery,48.5,34.0,23.4,0.86,1.06,38.2,nominal
TEL-36303-pickup,FL-US-36302,ZIP-US-023,2025-05-22T11:03:00,pickup,100,29.9,17.9,0.85,0.92,36.6,nominal
TEL-36303-outbound,FL-US-36302,ZIP-US-023,2025-05-22T11:08:48,outbound,81.3,31.2,16.2,0.89,0.89,37.8,nominal
TEL-36303-recovery,FL-US-36302,ZIP-US-023,2025-05-22T11:14:01,recovery,64.5,31.3,19.9,0.99,1.06,36.5,nominal
TEL-36304-pickup,FL-US-36303,ZIP-US-023,2025-05-22T13:32:00,pickup,100,32.1,20.0,0.87,0.86,35.4,nominal
TEL-36304-outbound,FL-US-36303,ZIP-US-023,2025-05-22T13:38:33,outbound,78.7,29.2,19.6,1.21,0.74,36.7,nominal
TEL-36304-recovery,FL-US-36303,ZIP-US-023,2025-05-22T13:44:26,recovery,59.5,31.5,17.9,1.07,0.82,39.4,nominal
TEL-36305-pickup,FL-US-36304,ZIP-US-021,2025-05-22T15:40:00,pickup,100,29.6,17.7,0.91,0.91,36.5,nominal
TEL-36305-outbound,FL-US-36304,ZIP-US-021,2025-05-22T15:43:57,outbound,86.0,29.5,17.2,0.83,1.32,39.1,nominal
TEL-36305-recovery,FL-US-36304,ZIP-US-021,2025-05-22T15:47:30,recovery,73.4,30.1,19.4,0.58,0.89,36.3,nominal
TEL-36306-pickup,FL-US-36305,ZIP-US-023,2025-05-22T10:07:00,pickup,100,29.7,17.8,0.9,0.5,35.6,nominal
TEL-36306-outbound,FL-US-36305,ZIP-US-023,2025-05-22T10:13:00,outbound,80.1,30.0,20.9,1.01,0.5,37.5,nominal
TEL-36306-recovery,FL-US-36305,ZIP-US-023,2025-05-22T10:18:24,recovery,62.2,30.1,18.1,0.77,1.18,37.9,nominal
TEL-36307-pickup,FL-US-36306,ZIP-US-021,2025-05-22T13:08:00,pickup,100,30.2,18.8,0.89,0.89,36.4,nominal
TEL-36307-outbound,FL-US-36306,ZIP-US-021,2025-05-22T13:14:00,outbound,82.1,33.1,18.5,1.06,0.67,37.8,nominal
TEL-36307-recovery,FL-US-36306,ZIP-US-021,2025-05-22T13:19:24,recovery,66.0,30.8,21.6,0.84,0.8,38.9,nominal
TEL-36308-pickup,FL-US-36307,ZIP-US-023,2025-05-22T10:23:00,pickup,100,30.9,15.8,0.94,0.87,35.9,nominal
TEL-36308-outbound,FL-US-36307,ZIP-US-023,2025-05-22T10:27:57,outbound,81.6,31.6,24.1,0.98,0.75,37.6,nominal
TEL-36308-recovery,FL-US-36307,ZIP-US-023,2025-05-22T10:32:24,recovery,65.0,29.7,16.5,1.04,0.75,37.7,nominal
TEL-36309-pickup,FL-US-36308,ZIP-US-020,2025-05-22T20:35:00,pickup,100,32.0,16.9,1.23,0.86,37.6,nominal
TEL-36309-outbound,FL-US-36308,ZIP-US-020,2025-05-22T20:40:06,outbound,79.8,30.2,20.7,1.06,0.59,37.8,nominal
TEL-36309-recovery,FL-US-36308,ZIP-US-020,2025-05-22T20:44:41,recovery,61.6,31.5,18.9,1.04,1.03,36.5,nominal
TEL-36310-pickup,FL-US-36309,ZIP-US-018,2025-05-22T17:34:00,pickup,100,30.8,13.2,0.85,0.7,40.1,nominal
TEL-36310-outbound,FL-US-36309,ZIP-US-018,2025-05-22T17:38:57,outbound,85.7,28.6,20.4,1.02,1.08,37.5,nominal
TEL-36310-recovery,FL-US-36309,ZIP-US-018,2025-05-22T17:43:24,recovery,72.8,29.8,18.3,0.74,1.04,38.4,nominal
TEL-36311-pickup,FL-US-36310,ZIP-US-021,2025-05-22T10:22:00,pickup,100,28.5,25.4,1.2,1.02,36.3,nominal
TEL-36311-outbound,FL-US-36310,ZIP-US-021,2025-05-22T10:26:09,outbound,85.9,29.4,15.1,1.31,0.8,36.0,nominal
TEL-36311-recovery,FL-US-36310,ZIP-US-021,2025-05-22T10:29:53,recovery,73.2,29.2,13.2,1.18,0.87,36.9,nominal
TEL-36312-pickup,FL-US-36311,ZIP-US-020,2025-05-22T14:35:00,pickup,100,31.8,21.9,1.12,0.95,37.3,nominal
TEL-36312-outbound,FL-US-36311,ZIP-US-020,2025-05-22T14:40:57,outbound,79.0,31.8,21.5,0.94,0.7,35.6,nominal
TEL-36312-recovery,FL-US-36311,ZIP-US-020,2025-05-22T14:46:18,recovery,60.1,30.7,17.0,1.29,0.74,36.3,nominal
TEL-36313-pickup,FL-US-36312,ZIP-US-004,2025-05-23T19:13:00,pickup,100,31.9,13.8,1.1,0.91,36.6,nominal
TEL-36313-outbound,FL-US-36312,ZIP-US-004,2025-05-23T19:17:54,outbound,87.3,29.2,24.2,0.96,0.64,37.6,nominal
TEL-36313-recovery,FL-US-36312,ZIP-US-004,2025-05-23T19:22:18,recovery,76.0,29.8,20.7,0.87,0.52,37.2,nominal
TEL-36314-pickup,FL-US-36313,ZIP-US-008,2025-05-23T17:28:00,pickup,100,30.9,21.3,1.1,0.88,37.2,nominal
TEL-36314-outbound,FL-US-36313,ZIP-US-008,2025-05-23T17:32:39,outbound,82.7,29.7,20.7,1.0,0.52,37.8,nominal
TEL-36314-recovery,FL-US-36313,ZIP-US-008,2025-05-23T17:36:50,recovery,67.1,31.6,19.8,0.92,1.16,35.4,nominal
TEL-36315-pickup,FL-US-36314,ZIP-US-007,2025-05-23T09:07:00,pickup,100,30.1,19.5,0.92,1.01,37.0,nominal
TEL-36315-outbound,FL-US-36314,ZIP-US-007,2025-05-23T09:12:33,outbound,79.0,32.1,22.5,1.01,0.6,37.8,nominal
TEL-36315-recovery,FL-US-36314,ZIP-US-007,2025-05-23T09:17:32,recovery,60.0,31.7,17.5,1.02,0.55,36.9,nominal
TEL-36316-pickup,FL-US-36315,ZIP-US-008,2025-05-23T20:06:00,pickup,100,30.2,13.0,0.85,0.95,36.0,nominal
TEL-36316-outbound,FL-US-36315,ZIP-US-008,2025-05-23T20:10:57,outbound,83.3,30.6,23.8,0.9,0.83,36.4,nominal
TEL-36316-recovery,FL-US-36315,ZIP-US-008,2025-05-23T20:15:24,recovery,68.3,31.2,16.2,0.77,1.07,37.1,nominal
TEL-36317-pickup,FL-US-36316,ZIP-US-001,2025-05-23T15:57:00,pickup,100,28.7,18.7,1.08,0.6,35.6,flagged
TEL-36317-outbound,FL-US-36316,ZIP-US-001,2025-05-23T16:06:48,outbound,86.1,30.1,16.3,1.0,0.7,37.1,flagged
TEL-36317-recovery,FL-US-36316,ZIP-US-001,2025-05-23T16:15:37,recovery,73.6,29.7,19.7,0.66,0.87,36.7,flagged
TEL-36318-pickup,FL-US-36317,ZIP-US-003,2025-05-23T11:37:00,pickup,100,30.6,23.4,1.05,1.11,38.8,nominal
TEL-36318-outbound,FL-US-36317,ZIP-US-003,2025-05-23T11:42:36,outbound,75.2,33.4,15.9,1.07,0.5,37.7,nominal
TEL-36318-recovery,FL-US-36317,ZIP-US-003,2025-05-23T11:47:38,recovery,52.9,32.3,20.9,0.75,0.96,37.3,nominal
TEL-36319-pickup,FL-US-36318,ZIP-US-003,2025-05-23T10:04:00,pickup,100,31.4,12.8,1.15,0.85,37.4,nominal
TEL-36319-outbound,FL-US-36318,ZIP-US-003,2025-05-23T10:08:54,outbound,83.8,31.0,29.7,0.84,0.96,35.7,nominal
TEL-36319-recovery,FL-US-36318,ZIP-US-003,2025-05-23T10:13:18,recovery,69.3,30.3,18.7,1.07,0.68,36.1,nominal
TEL-36320-pickup,FL-US-36319,ZIP-US-003,2025-05-23T13:37:00,pickup,100,29.6,23.2,0.98,0.5,38.3,nominal
TEL-36320-outbound,FL-US-36319,ZIP-US-003,2025-05-23T13:42:00,outbound,84.4,30.8,17.2,1.09,0.9,38.5,nominal
TEL-36320-recovery,FL-US-36319,ZIP-US-003,2025-05-23T13:46:30,recovery,70.3,29.6,16.7,1.12,0.5,39.3,nominal
TEL-36321-pickup,FL-US-36320,ZIP-US-005,2025-05-23T14:29:00,pickup,100,32.5,16.6,1.09,0.57,38.1,nominal
TEL-36321-outbound,FL-US-36320,ZIP-US-005,2025-05-23T14:34:27,outbound,79.3,31.1,22.5,1.22,1.11,37.3,nominal
TEL-36321-recovery,FL-US-36320,ZIP-US-005,2025-05-23T14:39:21,recovery,60.6,29.8,17.1,1.0,0.57,36.4,nominal
TEL-36322-pickup,FL-US-36321,ZIP-US-001,2025-05-23T12:01:00,pickup,100,30.9,16.1,0.89,0.66,37.6,nominal
TEL-36322-outbound,FL-US-36321,ZIP-US-001,2025-05-23T12:06:42,outbound,80.6,32.1,21.0,0.97,0.94,38.3,nominal
TEL-36322-recovery,FL-US-36321,ZIP-US-001,2025-05-23T12:11:49,recovery,63.1,30.8,26.1,0.97,0.89,38.1,nominal
TEL-36323-pickup,FL-US-36322,ZIP-US-003,2025-05-23T14:12:00,pickup,100,31.4,20.1,1.19,0.81,38.6,nominal
TEL-36323-outbound,FL-US-36322,ZIP-US-003,2025-05-23T14:16:21,outbound,84.3,29.6,26.2,0.9,0.82,36.2,nominal
TEL-36323-recovery,FL-US-36322,ZIP-US-003,2025-05-23T14:20:15,recovery,70.1,30.0,18.1,1.09,0.75,36.1,nominal
TEL-36324-pickup,FL-US-36323,ZIP-US-006,2025-05-23T17:26:00,pickup,100,30.3,17.8,1.05,0.52,37.2,nominal
TEL-36324-outbound,FL-US-36323,ZIP-US-006,2025-05-23T17:30:39,outbound,85.6,30.3,25.0,0.74,0.99,36.3,nominal
TEL-36324-recovery,FL-US-36323,ZIP-US-006,2025-05-23T17:34:50,recovery,72.6,29.8,28.2,1.07,0.95,37.0,nominal
TEL-36325-pickup,FL-US-36324,ZIP-US-007,2025-05-23T19:48:00,pickup,100,31.1,25.0,1.21,0.51,35.9,nominal
TEL-36325-outbound,FL-US-36324,ZIP-US-007,2025-05-23T19:52:57,outbound,79.0,29.3,23.8,1.14,0.94,36.9,nominal
TEL-36325-recovery,FL-US-36324,ZIP-US-007,2025-05-23T19:57:24,recovery,60.0,30.9,15.1,0.85,0.5,37.6,nominal
TEL-36326-pickup,FL-US-36325,ZIP-US-005,2025-05-23T17:27:00,pickup,100,33.6,23.7,1.03,0.98,37.5,nominal
TEL-36326-outbound,FL-US-36325,ZIP-US-005,2025-05-23T17:33:03,outbound,75.4,31.8,22.8,1.09,0.71,36.5,nominal
TEL-36326-recovery,FL-US-36325,ZIP-US-005,2025-05-23T17:38:29,recovery,53.3,32.2,14.4,1.02,0.58,37.1,nominal
TEL-36327-pickup,FL-US-36326,ZIP-US-007,2025-05-23T20:31:00,pickup,100,32.6,18.8,1.22,0.5,38.2,nominal
TEL-36327-outbound,FL-US-36326,ZIP-US-007,2025-05-23T20:35:57,outbound,78.0,30.8,22.4,1.15,0.94,36.0,nominal
TEL-36327-recovery,FL-US-36326,ZIP-US-007,2025-05-23T20:40:24,recovery,58.1,32.1,21.7,1.18,0.87,37.7,nominal
TEL-36328-pickup,FL-US-36327,ZIP-US-003,2025-05-23T16:16:00,pickup,100,31.5,24.9,0.9,0.92,38.1,nominal
TEL-36328-outbound,FL-US-36327,ZIP-US-003,2025-05-23T16:22:15,outbound,75.5,32.4,14.6,0.98,0.77,36.9,nominal
TEL-36328-recovery,FL-US-36327,ZIP-US-003,2025-05-23T16:27:52,recovery,53.5,32.4,24.6,0.88,0.5,37.9,nominal
TEL-36329-pickup,FL-US-36328,ZIP-US-007,2025-05-23T09:22:00,pickup,100,30.7,18.8,1.03,0.77,37.4,nominal
TEL-36329-outbound,FL-US-36328,ZIP-US-007,2025-05-23T09:27:51,outbound,76.2,31.6,16.4,1.23,1.09,36.9,nominal
TEL-36329-recovery,FL-US-36328,ZIP-US-007,2025-05-23T09:33:06,recovery,54.8,34.0,13.2,0.93,0.93,37.0,nominal
TEL-36330-pickup,FL-US-36329,ZIP-US-004,2025-05-23T20:49:00,pickup,100,30.9,23.3,0.97,0.89,36.8,nominal
TEL-36330-outbound,FL-US-36329,ZIP-US-004,2025-05-23T20:53:21,outbound,86.1,30.2,20.3,1.2,0.93,36.6,nominal
TEL-36330-recovery,FL-US-36329,ZIP-US-004,2025-05-23T20:57:15,recovery,73.5,29.4,26.0,0.81,1.0,36.8,nominal
TEL-36331-pickup,FL-US-36330,ZIP-US-002,2025-05-23T15:32:00,pickup,100,31.4,14.8,1.24,0.91,38.6,nominal
TEL-36331-outbound,FL-US-36330,ZIP-US-002,2025-05-23T15:37:48,outbound,75.4,32.4,18.3,0.91,0.68,36.3,nominal
TEL-36331-recovery,FL-US-36330,ZIP-US-002,2025-05-23T15:43:01,recovery,53.4,30.3,20.8,0.95,0.58,37.5,nominal
TEL-36332-pickup,FL-US-36331,ZIP-US-005,2025-05-23T19:10:00,pickup,100,31.4,20.3,0.84,0.91,37.5,nominal
TEL-36332-outbound,FL-US-36331,ZIP-US-005,2025-05-23T19:16:06,outbound,74.6,33.0,18.9,1.05,0.92,38.2,nominal
TEL-36332-recovery,FL-US-36331,ZIP-US-005,2025-05-23T19:21:35,recovery,51.8,31.8,18.4,0.98,0.52,37.1,nominal
TEL-36333-pickup,FL-US-36332,ZIP-US-006,2025-05-23T11:48:00,pickup,100,29.6,21.7,1.12,0.73,36.1,nominal
TEL-36333-outbound,FL-US-36332,ZIP-US-006,2025-05-23T11:52:45,outbound,86.6,29.1,18.3,0.88,1.02,36.2,nominal
TEL-36333-recovery,FL-US-36332,ZIP-US-006,2025-05-23T11:57:01,recovery,74.6,29.5,18.3,0.84,0.83,37.0,nominal
TEL-36334-pickup,FL-US-36333,ZIP-US-006,2025-05-23T18:48:00,pickup,100,30.4,15.2,1.16,1.06,36.5,nominal
TEL-36334-outbound,FL-US-36333,ZIP-US-006,2025-05-23T18:53:45,outbound,78.5,31.4,20.6,1.18,1.15,37.3,nominal
TEL-36334-recovery,FL-US-36333,ZIP-US-006,2025-05-23T18:58:55,recovery,59.2,32.0,19.2,0.82,0.7,37.7,nominal
TEL-36335-pickup,FL-US-36334,ZIP-US-004,2025-05-23T18:03:00,pickup,100,30.2,16.4,1.01,0.82,38.4,nominal
TEL-36335-outbound,FL-US-36334,ZIP-US-004,2025-05-23T18:07:00,outbound,82.4,32.2,24.1,0.98,0.62,35.0,nominal
TEL-36335-recovery,FL-US-36334,ZIP-US-004,2025-05-23T18:10:36,recovery,66.5,30.6,15.5,0.64,0.53,36.8,nominal
TEL-36336-pickup,FL-US-36335,ZIP-US-004,2025-05-23T18:55:00,pickup,100,32.1,15.1,1.03,0.88,38.0,nominal
TEL-36336-outbound,FL-US-36335,ZIP-US-004,2025-05-23T18:59:45,outbound,81.8,30.2,22.9,0.75,0.83,35.7,nominal
TEL-36336-recovery,FL-US-36335,ZIP-US-004,2025-05-23T19:04:01,recovery,65.3,31.0,16.3,1.16,0.87,37.1,nominal
TEL-36337-pickup,FL-US-36336,ZIP-US-004,2025-05-23T13:05:00,pickup,100,31.4,26.1,1.08,0.5,37.3,nominal
TEL-36337-outbound,FL-US-36336,ZIP-US-004,2025-05-23T13:11:00,outbound,77.5,31.5,18.6,1.07,0.9,38.3,nominal
TEL-36337-recovery,FL-US-36336,ZIP-US-004,2025-05-23T13:16:24,recovery,57.2,32.0,21.7,0.94,0.67,36.1,nominal
TEL-36338-pickup,FL-US-36337,ZIP-US-008,2025-05-23T15:01:00,pickup,100,30.1,15.4,1.21,0.89,37.9,nominal
TEL-36338-outbound,FL-US-36337,ZIP-US-008,2025-05-23T15:06:51,outbound,79.2,30.6,19.5,1.07,0.74,37.6,nominal
TEL-36338-recovery,FL-US-36337,ZIP-US-008,2025-05-23T15:12:06,recovery,60.5,30.2,19.0,0.9,1.0,39.1,nominal
TEL-36339-pickup,FL-US-36338,ZIP-US-006,2025-05-23T18:10:00,pickup,100,29.7,17.8,1.25,0.81,37.1,nominal
TEL-36339-outbound,FL-US-36338,ZIP-US-006,2025-05-23T18:14:45,outbound,81.8,29.8,19.2,0.83,0.97,35.9,nominal
TEL-36339-recovery,FL-US-36338,ZIP-US-006,2025-05-23T18:19:01,recovery,65.4,31.6,21.6,1.25,1.16,35.7,nominal
TEL-36340-pickup,FL-US-36339,ZIP-US-001,2025-05-23T16:56:00,pickup,100,31.5,20.8,1.23,0.77,37.5,nominal
TEL-36340-outbound,FL-US-36339,ZIP-US-001,2025-05-23T17:01:39,outbound,75.1,30.1,19.5,1.02,0.5,38.1,nominal
TEL-36340-recovery,FL-US-36339,ZIP-US-001,2025-05-23T17:06:44,recovery,52.7,32.3,20.4,0.91,0.54,37.9,nominal
TEL-36341-pickup,FL-US-36340,ZIP-US-002,2025-05-23T15:42:00,pickup,100,29.5,25.4,1.31,0.89,36.8,nominal
TEL-36341-outbound,FL-US-36340,ZIP-US-002,2025-05-23T15:46:09,outbound,85.7,30.3,18.6,0.98,0.68,37.1,nominal
TEL-36341-recovery,FL-US-36340,ZIP-US-002,2025-05-23T15:49:53,recovery,72.8,30.7,17.6,0.86,0.72,35.9,nominal
TEL-36342-pickup,FL-US-36341,ZIP-US-002,2025-05-23T09:04:00,pickup,100,30.5,13.9,0.85,0.52,35.5,nominal
TEL-36342-outbound,FL-US-36341,ZIP-US-002,2025-05-23T09:07:45,outbound,87.4,28.9,15.0,0.76,1.3,37.4,nominal
TEL-36342-recovery,FL-US-36341,ZIP-US-002,2025-05-23T09:11:07,recovery,76.0,27.8,19.8,0.82,1.18,38.4,nominal
TEL-36343-pickup,FL-US-36342,ZIP-US-001,2025-05-23T13:44:00,pickup,100,28.3,13.3,0.79,0.93,37.2,flagged
TEL-36343-outbound,FL-US-36342,ZIP-US-001,2025-05-23T13:53:48,outbound,83.3,30.2,23.6,1.08,0.8,37.1,flagged
TEL-36343-recovery,FL-US-36342,ZIP-US-001,2025-05-23T14:02:37,recovery,68.2,30.9,13.0,1.07,1.03,36.4,flagged
TEL-36344-pickup,FL-US-36343,ZIP-US-005,2025-05-23T19:37:00,pickup,100,32.6,17.7,1.02,1.22,37.2,nominal
TEL-36344-outbound,FL-US-36343,ZIP-US-005,2025-05-23T19:42:12,outbound,80.2,30.0,20.0,1.03,0.98,37.3,nominal
TEL-36344-recovery,FL-US-36343,ZIP-US-005,2025-05-23T19:46:52,recovery,62.4,30.2,18.5,1.19,0.77,36.4,nominal
TEL-36345-pickup,FL-US-36344,ZIP-US-008,2025-05-23T11:27:00,pickup,100,30.2,19.0,0.98,0.53,35.6,nominal
TEL-36345-outbound,FL-US-36344,ZIP-US-008,2025-05-23T11:31:54,outbound,84.9,30.6,18.6,0.78,0.64,37.5,nominal
TEL-36345-recovery,FL-US-36344,ZIP-US-008,2025-05-23T11:36:18,recovery,71.3,28.8,19.8,1.27,1.01,37.9,nominal
TEL-36346-pickup,FL-US-36345,ZIP-US-005,2025-05-23T19:02:00,pickup,100,32.2,12.7,1.26,0.88,37.6,nominal
TEL-36346-outbound,FL-US-36345,ZIP-US-005,2025-05-23T19:07:00,outbound,83.4,30.6,16.9,0.91,1.29,34.4,nominal
TEL-36346-recovery,FL-US-36345,ZIP-US-005,2025-05-23T19:11:30,recovery,68.4,30.6,20.0,0.92,0.67,36.9,nominal
TEL-36347-pickup,FL-US-36346,ZIP-US-005,2025-05-23T10:17:00,pickup,100,28.7,17.1,0.84,1.0,38.8,nominal
TEL-36347-outbound,FL-US-36346,ZIP-US-005,2025-05-23T10:21:36,outbound,86.2,31.0,20.5,1.22,0.94,37.1,nominal
TEL-36347-recovery,FL-US-36346,ZIP-US-005,2025-05-23T10:25:44,recovery,73.8,32.0,13.0,0.89,0.85,37.3,nominal
TEL-36348-pickup,FL-US-36347,ZIP-US-004,2025-05-23T13:46:00,pickup,100,31.7,23.9,1.16,0.84,37.5,nominal
TEL-36348-outbound,FL-US-36347,ZIP-US-004,2025-05-23T13:51:30,outbound,77.6,31.1,22.3,1.11,0.77,36.5,nominal
TEL-36348-recovery,FL-US-36347,ZIP-US-004,2025-05-23T13:56:27,recovery,57.4,30.7,15.3,1.07,1.02,38.6,nominal
TEL-36349-pickup,FL-US-36348,ZIP-US-006,2025-05-23T21:06:00,pickup,100,31.2,22.9,0.89,0.77,37.4,nominal
TEL-36349-outbound,FL-US-36348,ZIP-US-006,2025-05-23T21:11:48,outbound,78.9,32.5,16.0,0.97,0.68,37.5,nominal
TEL-36349-recovery,FL-US-36348,ZIP-US-006,2025-05-23T21:17:01,recovery,60.0,30.4,18.8,1.04,0.73,36.6,nominal
TEL-36350-pickup,FL-US-36349,ZIP-US-004,2025-05-23T20:07:00,pickup,100,32.7,18.6,0.81,0.69,36.9,nominal
TEL-36350-outbound,FL-US-36349,ZIP-US-004,2025-05-23T20:12:18,outbound,79.5,31.1,18.5,1.17,0.65,37.7,nominal
TEL-36350-recovery,FL-US-36349,ZIP-US-004,2025-05-23T20:17:04,recovery,61.0,30.4,25.8,0.98,1.0,37.0,nominal
TEL-36351-pickup,FL-US-36350,ZIP-US-007,2025-05-23T14:36:00,pickup,100,30.7,24.7,1.0,0.52,35.4,nominal
TEL-36351-outbound,FL-US-36350,ZIP-US-007,2025-05-23T14:42:21,outbound,79.7,30.2,30.3,0.8,0.74,37.1,nominal
TEL-36351-recovery,FL-US-36350,ZIP-US-007,2025-05-23T14:48:03,recovery,61.3,30.8,13.3,0.75,0.5,36.2,nominal
TEL-36352-pickup,FL-US-36351,ZIP-US-016,2025-05-23T12:12:00,pickup,100,30.1,13.9,0.84,0.79,36.8,nominal
TEL-36352-outbound,FL-US-36351,ZIP-US-016,2025-05-23T12:16:57,outbound,81.5,29.5,16.9,0.98,0.6,37.4,nominal
TEL-36352-recovery,FL-US-36351,ZIP-US-016,2025-05-23T12:21:24,recovery,64.9,29.9,19.6,1.03,0.69,37.6,nominal
TEL-36353-pickup,FL-US-36352,ZIP-US-016,2025-05-23T16:34:00,pickup,100,28.2,18.2,1.29,1.03,36.3,nominal
TEL-36353-outbound,FL-US-36352,ZIP-US-016,2025-05-23T16:39:06,outbound,82.9,30.3,21.1,0.95,0.94,38.5,nominal
TEL-36353-recovery,FL-US-36352,ZIP-US-016,2025-05-23T16:43:41,recovery,67.5,29.0,18.4,0.78,0.85,36.8,nominal
TEL-36354-pickup,FL-US-36353,ZIP-US-010,2025-05-23T20:01:00,pickup,100,29.4,20.7,1.02,0.8,38.0,nominal
TEL-36354-outbound,FL-US-36353,ZIP-US-010,2025-05-23T20:05:30,outbound,81.6,29.2,14.9,0.94,0.91,37.3,nominal
TEL-36354-recovery,FL-US-36353,ZIP-US-010,2025-05-23T20:09:33,recovery,65.1,33.4,17.9,0.72,0.77,36.5,nominal
TEL-36355-pickup,FL-US-36354,ZIP-US-011,2025-05-23T09:44:00,pickup,100,29.8,25.4,0.85,0.69,36.4,nominal
TEL-36355-outbound,FL-US-36354,ZIP-US-011,2025-05-23T09:49:54,outbound,85.3,30.3,23.4,1.19,0.78,36.7,nominal
TEL-36355-recovery,FL-US-36354,ZIP-US-011,2025-05-23T09:55:12,recovery,72.0,29.7,23.8,1.1,1.04,38.2,nominal
TEL-36356-pickup,FL-US-36355,ZIP-US-010,2025-05-23T12:19:00,pickup,100,30.6,22.2,0.84,0.63,36.2,nominal
TEL-36356-outbound,FL-US-36355,ZIP-US-010,2025-05-23T12:24:03,outbound,83.3,28.8,22.9,1.17,1.1,36.7,nominal
TEL-36356-recovery,FL-US-36355,ZIP-US-010,2025-05-23T12:28:35,recovery,68.2,28.9,17.3,1.15,0.83,37.8,nominal
TEL-36357-pickup,FL-US-36356,ZIP-US-016,2025-05-23T19:41:00,pickup,100,30.4,24.3,1.03,0.94,36.7,nominal
TEL-36357-outbound,FL-US-36356,ZIP-US-016,2025-05-23T19:45:51,outbound,84.6,29.6,21.5,0.97,0.64,36.1,nominal
TEL-36357-recovery,FL-US-36356,ZIP-US-016,2025-05-23T19:50:12,recovery,70.7,29.0,19.7,0.94,1.06,37.1,nominal
TEL-36358-pickup,FL-US-36357,ZIP-US-015,2025-05-23T18:41:00,pickup,100,29.2,25.2,1.01,0.61,37.7,nominal
TEL-36358-outbound,FL-US-36357,ZIP-US-015,2025-05-23T18:45:21,outbound,87.0,30.1,21.2,1.32,0.97,38.4,nominal
TEL-36358-recovery,FL-US-36357,ZIP-US-015,2025-05-23T18:49:15,recovery,75.3,31.3,22.0,0.84,0.82,38.5,nominal
TEL-36359-pickup,FL-US-36358,ZIP-US-015,2025-05-23T17:36:00,pickup,100,32.9,20.3,1.22,0.71,35.9,nominal
TEL-36359-outbound,FL-US-36358,ZIP-US-015,2025-05-23T17:40:45,outbound,77.7,30.8,23.5,1.07,0.72,36.2,nominal
TEL-36359-recovery,FL-US-36358,ZIP-US-015,2025-05-23T17:45:01,recovery,57.7,30.5,18.0,1.02,0.87,35.2,nominal
TEL-36360-pickup,FL-US-36359,ZIP-US-016,2025-05-23T19:12:00,pickup,100,31.3,18.9,0.91,0.9,37.6,nominal
TEL-36360-outbound,FL-US-36359,ZIP-US-016,2025-05-23T19:18:03,outbound,77.2,31.1,24.1,1.11,0.84,37.6,nominal
TEL-36360-recovery,FL-US-36359,ZIP-US-016,2025-05-23T19:23:29,recovery,56.7,32.7,19.2,1.06,0.85,37.3,nominal
TEL-36361-pickup,FL-US-36360,ZIP-US-010,2025-05-23T13:30:00,pickup,100,30.5,20.5,0.92,0.76,38.8,nominal
TEL-36361-outbound,FL-US-36360,ZIP-US-010,2025-05-23T13:34:57,outbound,83.5,30.0,27.4,0.88,1.22,37.9,nominal
TEL-36361-recovery,FL-US-36360,ZIP-US-010,2025-05-23T13:39:24,recovery,68.7,31.2,24.2,1.01,0.81,37.0,nominal
TEL-36362-pickup,FL-US-36361,ZIP-US-010,2025-05-23T16:22:00,pickup,100,32.6,17.3,1.09,0.94,36.3,nominal
TEL-36362-outbound,FL-US-36361,ZIP-US-010,2025-05-23T16:28:06,outbound,76.2,32.6,17.1,0.83,0.5,37.4,nominal
TEL-36362-recovery,FL-US-36361,ZIP-US-010,2025-05-23T16:33:35,recovery,54.8,30.2,13.0,1.1,0.96,37.5,nominal
TEL-36363-pickup,FL-US-36362,ZIP-US-016,2025-05-23T19:51:00,pickup,100,30.6,22.2,1.06,0.65,37.2,nominal
TEL-36363-outbound,FL-US-36362,ZIP-US-016,2025-05-23T19:55:45,outbound,81.9,29.5,23.6,1.02,0.5,36.6,nominal
TEL-36363-recovery,FL-US-36362,ZIP-US-016,2025-05-23T20:00:01,recovery,65.6,28.6,20.4,0.82,0.67,37.3,nominal
TEL-36364-pickup,FL-US-36363,ZIP-US-010,2025-05-23T11:49:00,pickup,100,32.5,12.0,1.02,0.61,36.4,nominal
