snapshot_date,drone_id,home_site,battery_capacity_pct,battery_cycle_count,cell_voltage_spread_mv,motor_vibration_mm_s,tether_descent_baseline_sec,maintenance_status
2025-04-25,ZIP-US-003,Northside_Fulfillment,94.7,175,20.2,0.83,38.9,operational
2025-04-25,ZIP-US-004,Northside_Fulfillment,95.3,178,23.5,0.95,36.4,operational
2025-04-25,ZIP-US-005,Northside_Fulfillment,95.6,181,20.0,0.95,35.5,operational
2025-04-25,ZIP-US-006,Northside_Fulfillment,94.8,184,20.4,0.89,37.0,operational
2025-04-25,ZIP-US-007,Northside_Fulfillment,95.7,187,24.6,1.06,37.0,operational
2025-04-25,ZIP-US-008,Northside_Fulfillment,94.9,190,14.3,1.23,35.6,operational
2025-04-25,ZIP-US-009,Central_Fulfillment,95.4,193,19.5,1.05,37.1,operational
2025-04-25,ZIP-US-010,Central_Fulfillment,96.5,196,13.5,1.08,36.9,operational
2025-04-25,ZIP-US-011,Central_Fulfillment,94.7,199,26.2,1.12,37.2,operational
2025-04-25,ZIP-US-012,Central_Fulfillment,95.8,202,23.0,1.01,37.2,operational
2025-04-25,ZIP-US-013,Central_Fulfillment,95.1,205,11.2,1.22,37.9,operational
2025-04-25,ZIP-US-014,Central_Fulfillment,94.8,208,23.7,0.95,37.1,operational
2025-04-25,ZIP-US-015,Central_Fulfillment,95.7,211,21.4,1.21,36.1,operational
2025-04-25,ZIP-US-016,Central_Fulfillment,94.9,214,22.2,1.04,36.0,operational
2025-04-25,ZIP-US-017,Eastside_Fulfillment,94.8,217,14.4,1.11,37.9,operational
2025-04-25,ZIP-US-018,Eastside_Fulfillment,95.0,220,22.5,0.84,36.4,operational
2025-04-25,ZIP-US-019,Eastside_Fulfillment,95.3,223,16.4,1.07,35.0,operational
2025-04-25,ZIP-US-020,Eastside_Fulfillment,95.1,226,21.2,1.01,35.5,operational
2025-04-25,ZIP-US-021,Eastside_Fulfillment,96.0,229,17.5,1.01,35.7,operational
2025-04-25,ZIP-US-022,Eastside_Fulfillment,95.1,232,23.8,0.83,36.9,operational
2025-04-25,ZIP-US-023,Eastside_Fulfillment,95.3,235,21.6,1.07,37.6,operational
2025-04-25,ZIP-US-024,Eastside_Fulfillment,95.1,238,16.3,1.03,37.4,operational
2025-04-26,ZIP-US-001,Northside_Fulfillment,95.8,170,21.7,0.9,36.5,operational
2025-04-26,ZIP-US-002,Northside_Fulfillment,94.8,173,20.3,1.19,37.6,operational
2025-04-26,ZIP-US-003,Northside_Fulfillment,95.4,176,19.0,0.91,37.5,operational
2025-04-26,ZIP-US-004,Northside_Fulfillment,95.4,179,19.0,0.86,38.3,operational
2025-04-26,ZIP-US-005,Northside_Fulfillment,95.7,182,17.3,1.12,37.7,operational
2025-04-26,ZIP-US-006,Northside_Fulfillment,94.8,185,24.6,1.0,36.9,operational
2025-04-26,ZIP-US-007,Northside_Fulfillment,95.0,188,15.9,0.98,38.4,operational
2025-04-26,ZIP-US-008,Northside_Fulfillment,95.2,191,18.1,0.95,36.9,operational
2025-04-26,ZIP-US-009,Central_Fulfillment,95.0,194,19.5,0.88,38.6,operational
2025-04-26,ZIP-US-010,Central_Fulfillment,94.5,197,24.6,1.22,38.4,operational
2025-04-26,ZIP-US-011,Central_Fulfillment,95.5,200,13.6,0.76,36.3,operational
2025-04-26,ZIP-US-012,Central_Fulfillment,95.2,203,16.0,0.94,37.7,operational
2025-04-26,ZIP-US-013,Central_Fulfillment,95.1,206,16.9,0.87,38.0,operational
2025-04-26,ZIP-US-014,Central_Fulfillment,95.3,209,20.4,1.3,36.1,operational
2025-04-26,ZIP-US-015,Central_Fulfillment,95.3,212,21.7,0.8,37.3,operational
2025-04-26,ZIP-US-016,Central_Fulfillment,95.0,215,25.1,0.98,37.9,operational
2025-04-26,ZIP-US-017,Eastside_Fulfillment,95.3,218,18.5,1.07,35.6,operational
2025-04-26,ZIP-US-018,Eastside_Fulfillment,95.4,221,17.7,0.88,38.2,operational
2025-04-26,ZIP-US-019,Eastside_Fulfillment,95.2,224,20.2,1.07,38.9,operational
2025-04-26,ZIP-US-020,Eastside_Fulfillment,95.2,227,17.8,1.04,36.7,operational
2025-04-26,ZIP-US-021,Eastside_Fulfillment,95.4,230,24.8,1.08,37.6,operational
2025-04-26,ZIP-US-022,Eastside_Fulfillment,94.9,233,29.2,0.9,36.5,operational
2025-04-26,ZIP-US-023,Eastside_Fulfillment,94.9,236,22.6,0.88,35.0,operational
2025-04-26,ZIP-US-024,Eastside_Fulfillment,95.5,239,21.7,1.29,37.7,operational
2025-04-27,ZIP-US-001,Northside_Fulfillment,95.4,172,24.9,0.89,39.0,operational
2025-04-27,ZIP-US-002,Northside_Fulfillment,94.9,175,22.2,0.98,35.6,operational
2025-04-27,ZIP-US-003,Northside_Fulfillment,94.9,178,24.5,0.82,37.1,operational
2025-04-27,ZIP-US-004,Northside_Fulfillment,95.3,181,13.2,0.94,37.9,operational
2025-04-27,ZIP-US-005,Northside_Fulfillment,95.9,184,22.4,0.79,37.1,operational
2025-04-27,ZIP-US-006,Northside_Fulfillment,94.5,187,20.2,1.12,36.7,operational
2025-04-27,ZIP-US-007,Northside_Fulfillment,95.2,190,20.9,0.85,36.3,operational
2025-04-27,ZIP-US-008,Northside_Fulfillment,95.4,193,22.9,0.84,36.0,operational
2025-04-27,ZIP-US-009,Central_Fulfillment,95.3,196,25.1,0.94,35.5,operational
2025-04-27,ZIP-US-010,Central_Fulfillment,95.0,199,15.2,0.92,38.7,operational
2025-04-27,ZIP-US-011,Central_Fulfillment,95.0,202,23.0,0.91,36.8,operational
2025-04-27,ZIP-US-012,Central_Fulfillment,94.8,205,23.4,0.99,38.0,operational
2025-04-27,ZIP-US-013,Central_Fulfillment,95.1,208,21.9,1.19,38.8,operational
2025-04-27,ZIP-US-014,Central_Fulfillment,95.1,211,20.9,0.79,36.5,operational
2025-04-27,ZIP-US-015,Central_Fulfillment,95.2,214,21.9,1.07,37.1,operational
2025-04-27,ZIP-US-016,Central_Fulfillment,95.5,217,21.0,0.7,36.3,operational
2025-04-27,ZIP-US-017,Eastside_Fulfillment,94.9,220,17.6,1.17,38.3,operational
2025-04-27,ZIP-US-018,Eastside_Fulfillment,94.6,223,18.4,0.95,37.0,operational
2025-04-27,ZIP-US-019,Eastside_Fulfillment,95.9,226,23.1,1.16,37.3,operational
2025-04-27,ZIP-US-020,Eastside_Fulfillment,95.1,229,15.3,0.9,36.8,operational
2025-04-27,ZIP-US-021,Eastside_Fulfillment,95.4,232,14.4,1.12,39.5,operational
2025-04-27,ZIP-US-022,Eastside_Fulfillment,95.1,235,21.4,1.05,36.3,operational
2025-04-27,ZIP-US-023,Eastside_Fulfillment,95.0,238,23.8,1.21,37.1,operational
2025-04-27,ZIP-US-024,Eastside_Fulfillment,94.8,241,22.5,1.11,35.9,operational
2025-04-28,ZIP-US-001,Northside_Fulfillment,95.5,173,23.0,0.78,36.6,operational
2025-04-28,ZIP-US-002,Northside_Fulfillment,95.4,176,24.3,0.84,36.3,operational
2025-04-28,ZIP-US-003,Northside_Fulfillment,95.4,179,18.0,1.16,36.0,operational
2025-04-28,ZIP-US-004,Northside_Fulfillment,95.2,182,12.0,1.0,39.7,operational
2025-04-28,ZIP-US-005,Northside_Fulfillment,94.8,185,16.5,1.05,38.4,operational
2025-04-28,ZIP-US-006,Northside_Fulfillment,95.5,188,21.5,0.88,37.0,operational
2025-04-28,ZIP-US-007,Northside_Fulfillment,95.8,191,15.7,0.79,36.9,operational
2025-04-28,ZIP-US-008,Northside_Fulfillment,95.3,194,23.0,1.2,36.7,operational
2025-04-28,ZIP-US-009,Central_Fulfillment,95.3,197,15.5,1.17,37.7,operational
2025-04-28,ZIP-US-010,Central_Fulfillment,95.2,200,15.2,0.94,35.9,operational
2025-04-28,ZIP-US-011,Central_Fulfillment,95.4,203,17.2,0.99,35.1,operational
2025-04-28,ZIP-US-012,Central_Fulfillment,94.7,206,25.3,0.89,37.4,operational
2025-04-28,ZIP-US-013,Central_Fulfillment,95.1,209,17.6,0.85,37.4,operational
2025-04-28,ZIP-US-014,Central_Fulfillment,94.8,212,23.7,1.09,37.3,operational
2025-04-28,ZIP-US-015,Central_Fulfillment,95.3,215,25.3,1.22,38.4,operational
2025-04-28,ZIP-US-016,Central_Fulfillment,95.4,218,23.0,0.73,36.4,operational
2025-04-28,ZIP-US-017,Eastside_Fulfillment,95.1,221,22.7,1.0,37.1,operational
2025-04-28,ZIP-US-018,Eastside_Fulfillment,94.9,224,28.5,1.23,35.7,operational
2025-04-28,ZIP-US-019,Eastside_Fulfillment,96.0,227,23.4,1.08,38.0,operational
2025-04-28,ZIP-US-020,Eastside_Fulfillment,95.4,230,27.1,0.97,36.1,operational
2025-04-28,ZIP-US-021,Eastside_Fulfillment,94.9,233,22.1,1.05,34.5,operational
2025-04-28,ZIP-US-022,Eastside_Fulfillment,95.0,236,15.1,1.31,37.6,operational
2025-04-28,ZIP-US-023,Eastside_Fulfillment,95.4,239,23.9,0.89,38.8,operational
2025-04-28,ZIP-US-024,Eastside_Fulfillment,94.6,242,21.3,1.05,38.5,operational
2025-04-29,ZIP-US-001,Northside_Fulfillment,95.1,175,6.7,1.09,38.2,operational
2025-04-29,ZIP-US-002,Northside_Fulfillment,94.2,178,21.5,0.99,37.9,operational
2025-04-29,ZIP-US-003,Northside_Fulfillment,95.1,181,19.9,1.01,36.9,operational
2025-04-29,ZIP-US-004,Northside_Fulfillment,95.4,184,17.3,1.25,37.9,operational
2025-04-29,ZIP-US-005,Northside_Fulfillment,95.0,187,21.6,0.97,37.4,operational
2025-04-29,ZIP-US-006,Northside_Fulfillment,94.9,190,22.9,1.18,37.8,operational
2025-04-29,ZIP-US-007,Northside_Fulfillment,95.0,193,14.2,0.93,37.3,operational
2025-04-29,ZIP-US-008,Northside_Fulfillment,95.9,196,20.5,1.16,37.2,operational
2025-04-29,ZIP-US-009,Central_Fulfillment,95.3,199,18.4,1.2,36.2,operational
2025-04-29,ZIP-US-010,Central_Fulfillment,95.3,202,23.3,0.99,37.7,operational
2025-04-29,ZIP-US-011,Central_Fulfillment,94.6,205,13.4,1.16,37.8,operational
2025-04-29,ZIP-US-012,Central_Fulfillment,94.9,208,23.7,1.01,38.7,operational
2025-04-29,ZIP-US-013,Central_Fulfillment,94.8,211,20.7,0.77,35.8,operational
2025-04-29,ZIP-US-014,Central_Fulfillment,95.4,214,28.9,0.88,36.3,operational
2025-04-29,ZIP-US-015,Central_Fulfillment,95.0,217,14.9,1.04,35.3,operational
2025-04-29,ZIP-US-016,Central_Fulfillment,95.4,220,21.6,0.94,37.4,operational
2025-04-29,ZIP-US-017,Eastside_Fulfillment,95.4,223,13.0,0.95,38.0,operational
2025-04-29,ZIP-US-018,Eastside_Fulfillment,95.3,226,20.1,1.06,38.2,operational
2025-04-29,ZIP-US-019,Eastside_Fulfillment,94.6,229,24.6,1.04,38.1,operational
2025-04-29,ZIP-US-020,Eastside_Fulfillment,95.0,232,19.9,0.99,37.3,operational
2025-04-29,ZIP-US-021,Eastside_Fulfillment,95.6,235,21.5,0.74,36.9,operational
2025-04-29,ZIP-US-022,Eastside_Fulfillment,94.8,238,20.3,1.17,37.9,operational
2025-04-29,ZIP-US-023,Eastside_Fulfillment,95.2,241,20.1,0.94,38.4,operational
2025-04-29,ZIP-US-024,Eastside_Fulfillment,95.1,244,21.9,0.77,37.4,operational
2025-04-30,ZIP-US-001,Northside_Fulfillment,95.7,176,22.0,1.07,36.8,operational
2025-04-30,ZIP-US-002,Northside_Fulfillment,94.9,179,22.3,0.7,36.8,operational
2025-04-30,ZIP-US-003,Northside_Fulfillment,95.4,182,14.3,0.84,37.5,operational
2025-04-30,ZIP-US-004,Northside_Fulfillment,95.1,185,22.0,0.83,37.5,operational
2025-04-30,ZIP-US-005,Northside_Fulfillment,95.0,188,11.1,1.12,37.2,operational
2025-04-30,ZIP-US-006,Northside_Fulfillment,94.8,191,27.2,1.07,37.9,operational
2025-04-30,ZIP-US-007,Northside_Fulfillment,95.3,194,20.3,1.18,37.4,operational
2025-04-30,ZIP-US-008,Northside_Fulfillment,94.9,197,18.8,1.0,37.9,operational
2025-04-30,ZIP-US-009,Central_Fulfillment,94.4,200,18.6,1.12,37.7,operational
2025-04-30,ZIP-US-010,Central_Fulfillment,94.5,203,19.6,0.89,36.0,operational
2025-04-30,ZIP-US-011,Central_Fulfillment,95.6,206,13.4,1.21,36.0,operational
2025-04-30,ZIP-US-012,Central_Fulfillment,94.6,209,19.1,0.92,35.6,operational
2025-04-30,ZIP-US-013,Central_Fulfillment,95.2,212,13.2,0.95,37.9,operational
2025-04-30,ZIP-US-014,Central_Fulfillment,93.9,215,19.9,1.04,35.8,operational
2025-04-30,ZIP-US-015,Central_Fulfillment,94.8,218,14.9,1.23,37.4,operational
2025-04-30,ZIP-US-016,Central_Fulfillment,94.9,221,15.7,1.18,38.5,operational
2025-04-30,ZIP-US-017,Eastside_Fulfillment,95.2,224,18.7,0.84,37.3,operational
2025-04-30,ZIP-US-018,Eastside_Fulfillment,94.9,227,19.7,0.97,35.8,operational
2025-04-30,ZIP-US-019,Eastside_Fulfillment,95.7,230,15.6,0.92,37.0,operational
2025-04-30,ZIP-US-020,Eastside_Fulfillment,94.8,233,24.6,1.17,38.3,operational
2025-04-30,ZIP-US-021,Eastside_Fulfillment,95.3,236,22.3,1.0,37.4,operational
2025-04-30,ZIP-US-022,Eastside_Fulfillment,94.7,239,11.1,0.87,36.6,operational
2025-04-30,ZIP-US-023,Eastside_Fulfillment,95.4,242,18.9,1.38,38.0,operational
2025-04-30,ZIP-US-024,Eastside_Fulfillment,95.0,245,20.3,1.11,37.8,operational
2025-05-01,ZIP-US-001,Northside_Fulfillment,95.5,178,18.0,1.04,38.3,operational
2025-05-01,ZIP-US-002,Northside_Fulfillment,94.3,181,17.2,0.89,37.0,operational
2025-05-01,ZIP-US-003,Northside_Fulfillment,94.9,184,23.3,0.82,37.5,operational
2025-05-01,ZIP-US-004,Northside_Fulfillment,94.9,187,26.1,1.01,36.9,operational
2025-05-01,ZIP-US-005,Northside_Fulfillment,94.5,190,21.1,1.01,38.8,operational
2025-05-01,ZIP-US-006,Northside_Fulfillment,95.0,193,28.6,0.84,38.0,operational
2025-05-01,ZIP-US-007,Northside_Fulfillment,95.2,196,15.2,0.95,38.7,operational
2025-05-01,ZIP-US-008,Northside_Fulfillment,94.9,199,24.6,0.78,36.7,operational
2025-05-01,ZIP-US-009,Central_Fulfillment,95.6,202,18.7,1.03,36.3,operational
2025-05-01,ZIP-US-010,Central_Fulfillment,95.6,205,22.0,1.03,37.2,operational
2025-05-01,ZIP-US-011,Central_Fulfillment,95.6,208,18.0,1.19,37.1,operational
2025-05-01,ZIP-US-012,Central_Fulfillment,95.1,211,15.5,0.8,36.9,operational
2025-05-01,ZIP-US-013,Central_Fulfillment,94.7,214,18.0,0.97,37.2,operational
2025-05-01,ZIP-US-014,Central_Fulfillment,95.1,217,19.0,0.74,37.3,operational
2025-05-01,ZIP-US-015,Central_Fulfillment,94.8,220,15.6,1.08,36.5,operational
2025-05-01,ZIP-US-016,Central_Fulfillment,94.6,223,26.8,0.98,35.7,operational
2025-05-01,ZIP-US-017,Eastside_Fulfillment,95.4,226,19.1,1.01,36.7,operational
2025-05-01,ZIP-US-018,Eastside_Fulfillment,95.1,229,19.6,1.18,36.5,operational
2025-05-01,ZIP-US-019,Eastside_Fulfillment,95.0,232,21.7,1.26,36.9,operational
2025-05-01,ZIP-US-020,Eastside_Fulfillment,94.2,235,22.9,0.82,38.5,operational
2025-05-01,ZIP-US-021,Eastside_Fulfillment,95.4,238,23.1,1.06,36.8,operational
2025-05-01,ZIP-US-022,Eastside_Fulfillment,95.5,241,16.7,0.96,36.5,operational
2025-05-01,ZIP-US-023,Eastside_Fulfillment,95.3,244,22.3,0.59,37.2,operational
2025-05-01,ZIP-US-024,Eastside_Fulfillment,95.4,247,11.6,0.89,36.5,operational
2025-05-02,ZIP-US-001,Northside_Fulfillment,95.2,179,22.3,1.03,38.1,operational
2025-05-02,ZIP-US-002,Northside_Fulfillment,94.7,182,15.9,1.12,37.8,operational
2025-05-02,ZIP-US-003,Northside_Fulfillment,95.4,185,29.5,0.97,37.3,operational
2025-05-02,ZIP-US-004,Northside_Fulfillment,95.1,188,15.8,1.13,36.2,operational
2025-05-02,ZIP-US-005,Northside_Fulfillment,94.6,191,20.4,0.86,36.6,operational
2025-05-02,ZIP-US-006,Northside_Fulfillment,94.2,194,17.8,1.07,38.1,operational
2025-05-02,ZIP-US-007,Northside_Fulfillment,95.0,197,18.3,0.99,35.8,operational
2025-05-02,ZIP-US-008,Northside_Fulfillment,94.6,200,14.7,1.14,35.1,operational
2025-05-02,ZIP-US-009,Central_Fulfillment,94.7,203,19.7,1.02,38.2,operational
2025-05-02,ZIP-US-010,Central_Fulfillment,95.1,206,16.3,1.09,36.9,operational
2025-05-02,ZIP-US-011,Central_Fulfillment,94.8,209,20.7,0.72,36.8,operational
2025-05-02,ZIP-US-012,Central_Fulfillment,94.7,212,13.6,1.02,37.0,operational
2025-05-02,ZIP-US-013,Central_Fulfillment,95.2,215,10.7,1.09,36.3,operational
2025-05-02,ZIP-US-014,Central_Fulfillment,95.1,218,19.3,1.02,37.4,operational
2025-05-02,ZIP-US-015,Central_Fulfillment,94.5,221,20.6,1.26,36.7,operational
2025-05-02,ZIP-US-016,Central_Fulfillment,95.6,224,23.0,1.01,37.4,operational
2025-05-02,ZIP-US-017,Eastside_Fulfillment,94.9,227,21.3,1.06,36.6,operational
2025-05-02,ZIP-US-018,Eastside_Fulfillment,94.9,230,25.3,0.94,37.2,operational
2025-05-02,ZIP-US-019,Eastside_Fulfillment,95.0,233,21.4,1.36,36.9,operational
2025-05-02,ZIP-US-020,Eastside_Fulfillment,94.8,236,21.2,1.3,35.7,operational
2025-05-02,ZIP-US-021,Eastside_Fulfillment,94.8,239,20.5,1.14,37.1,operational
2025-05-02,ZIP-US-022,Eastside_Fulfillment,94.8,242,24.6,1.08,38.4,operational
2025-05-02,ZIP-US-023,Eastside_Fulfillment,94.2,245,21.0,1.16,36.6,operational
2025-05-02,ZIP-US-024,Eastside_Fulfillment,95.0,248,19.2,0.95,37.1,operational
2025-05-03,ZIP-US-001,Northside_Fulfillment,95.4,181,27.3,1.17,37.6,operational
2025-05-03,ZIP-US-002,Northside_Fulfillment,94.7,184,17.1,1.0,36.1,operational
2025-05-03,ZIP-US-003,Northside_Fulfillment,95.0,187,20.5,0.87,37.3,operational
2025-05-03,ZIP-US-004,Northside_Fulfillment,95.4,190,15.0,0.99,36.8,operational
2025-05-03,ZIP-US-005,Northside_Fulfillment,95.3,193,20.8,0.68,36.6,operational
2025-05-03,ZIP-US-006,Northside_Fulfillment,95.4,196,19.7,0.95,37.2,operational
2025-05-03,ZIP-US-007,Northside_Fulfillment,95.2,199,25.3,0.91,40.2,operational
2025-05-03,ZIP-US-008,Northside_Fulfillment,94.9,202,26.5,1.13,36.1,operational
2025-05-03,ZIP-US-009,Central_Fulfillment,95.2,205,16.9,0.94,36.1,operational
2025-05-03,ZIP-US-010,Central_Fulfillment,95.0,208,18.1,0.98,38.0,operational
2025-05-03,ZIP-US-011,Central_Fulfillment,94.6,211,22.1,0.92,37.4,operational
2025-05-03,ZIP-US-012,Central_Fulfillment,95.1,214,18.1,1.1,36.2,operational
2025-05-03,ZIP-US-013,Central_Fulfillment,95.4,217,18.9,1.25,35.7,operational
2025-05-03,ZIP-US-014,Central_Fulfillment,95.3,220,19.5,0.95,38.0,operational
2025-05-03,ZIP-US-015,Central_Fulfillment,95.3,223,16.4,1.17,37.8,operational
2025-05-03,ZIP-US-016,Central_Fulfillment,95.3,226,23.6,0.87,37.2,operational
2025-05-03,ZIP-US-017,Eastside_Fulfillment,95.5,229,25.7,1.06,36.9,operational
2025-05-03,ZIP-US-018,Eastside_Fulfillment,95.2,232,24.9,1.03,37.9,operational
2025-05-03,ZIP-US-019,Eastside_Fulfillment,95.1,235,19.8,0.87,36.1,operational
2025-05-03,ZIP-US-020,Eastside_Fulfillment,94.7,238,19.4,0.81,36.1,operational
2025-05-03,ZIP-US-021,Eastside_Fulfillment,94.9,241,24.7,0.88,35.8,operational
2025-05-03,ZIP-US-022,Eastside_Fulfillment,95.4,244,12.2,0.98,36.6,operational
2025-05-03,ZIP-US-023,Eastside_Fulfillment,94.6,247,17.3,1.01,36.0,operational
2025-05-03,ZIP-US-024,Eastside_Fulfillment,94.9,250,19.2,0.68,35.7,operational
2025-05-04,ZIP-US-001,Northside_Fulfillment,95.3,182,18.7,1.24,36.9,operational
2025-05-04,ZIP-US-002,Northside_Fulfillment,95.0,185,27.2,0.81,36.4,operational
2025-05-04,ZIP-US-003,Northside_Fulfillment,95.5,188,15.3,1.01,36.9,operational
2025-05-04,ZIP-US-004,Northside_Fulfillment,94.8,191,19.0,0.84,36.9,operational
2025-05-04,ZIP-US-005,Northside_Fulfillment,95.0,194,18.0,1.08,37.4,operational
2025-05-04,ZIP-US-006,Northside_Fulfillment,94.8,197,19.6,1.13,37.5,operational
2025-05-04,ZIP-US-007,Northside_Fulfillment,95.3,200,18.8,1.15,35.1,operational
2025-05-04,ZIP-US-008,Northside_Fulfillment,95.2,203,14.3,1.05,37.6,operational
2025-05-04,ZIP-US-009,Central_Fulfillment,94.6,206,15.4,1.08,37.3,operational
2025-05-04,ZIP-US-010,Central_Fulfillment,95.5,209,15.6,0.95,38.5,operational
2025-05-04,ZIP-US-011,Central_Fulfillment,95.0,212,18.7,0.84,36.1,operational
2025-05-04,ZIP-US-012,Central_Fulfillment,94.6,215,21.8,1.01,36.3,operational
2025-05-04,ZIP-US-013,Central_Fulfillment,95.3,218,23.6,0.98,38.4,operational
2025-05-04,ZIP-US-014,Central_Fulfillment,95.3,221,27.9,1.09,38.2,operational
2025-05-04,ZIP-US-015,Central_Fulfillment,94.6,224,15.0,0.86,37.1,operational
2025-05-04,ZIP-US-016,Central_Fulfillment,95.0,227,18.3,0.95,35.9,operational
2025-05-04,ZIP-US-017,Eastside_Fulfillment,94.7,230,16.8,0.8,36.2,operational
2025-05-04,ZIP-US-018,Eastside_Fulfillment,95.0,233,12.6,0.93,37.2,operational
2025-05-04,ZIP-US-019,Eastside_Fulfillment,94.0,236,15.8,0.93,38.9,operational
2025-05-04,ZIP-US-020,Eastside_Fulfillment,95.1,239,22.3,1.12,36.7,operational
2025-05-04,ZIP-US-021,Eastside_Fulfillment,95.3,242,18.4,1.14,35.9,operational
2025-05-04,ZIP-US-022,Eastside_Fulfillment,94.9,245,20.5,0.94,37.7,operational
2025-05-04,ZIP-US-023,Eastside_Fulfillment,94.9,248,18.1,1.07,36.3,operational
2025-05-04,ZIP-US-024,Eastside_Fulfillment,94.9,251,15.8,0.97,36.8,operational
2025-05-05,ZIP-US-001,Northside_Fulfillment,94.9,184,15.8,1.16,38.1,operational
2025-05-05,ZIP-US-002,Northside_Fulfillment,94.9,187,27.1,1.24,37.1,operational
2025-05-05,ZIP-US-003,Northside_Fulfillment,95.4,190,20.4,0.91,38.4,operational
2025-05-05,ZIP-US-004,Northside_Fulfillment,94.6,193,15.7,1.17,37.3,operational
2025-05-05,ZIP-US-005,Northside_Fulfillment,95.3,196,16.9,1.04,37.5,operational
2025-05-05,ZIP-US-006,Northside_Fulfillment,94.4,199,24.1,1.12,35.9,operational
2025-05-05,ZIP-US-007,Northside_Fulfillment,94.6,202,11.0,0.74,37.5,operational
2025-05-05,ZIP-US-008,Northside_Fulfillment,95.0,205,20.3,1.01,37.8,operational
2025-05-05,ZIP-US-009,Central_Fulfillment,94.8,208,24.7,0.71,36.3,operational
2025-05-05,ZIP-US-010,Central_Fulfillment,95.2,211,21.2,0.86,37.7,operational
2025-05-05,ZIP-US-011,Central_Fulfillment,95.2,214,27.0,0.89,37.5,operational
2025-05-05,ZIP-US-012,Central_Fulfillment,94.6,217,19.3,1.01,37.0,operational
2025-05-05,ZIP-US-013,Central_Fulfillment,94.2,220,19.7,1.02,37.4,operational
2025-05-05,ZIP-US-014,Central_Fulfillment,94.8,223,18.4,0.93,37.3,operational
2025-05-05,ZIP-US-015,Central_Fulfillment,95.6,226,20.0,1.0,37.1,operational
2025-05-05,ZIP-US-016,Central_Fulfillment,95.1,229,19.2,1.06,36.4,operational
2025-05-05,ZIP-US-017,Eastside_Fulfillment,95.1,232,17.8,0.99,36.3,operational
2025-05-05,ZIP-US-018,Eastside_Fulfillment,95.0,235,19.8,0.68,38.4,operational
2025-05-05,ZIP-US-019,Eastside_Fulfillment,95.8,238,16.4,0.86,37.6,operational
2025-05-05,ZIP-US-020,Eastside_Fulfillment,95.0,241,19.1,1.22,40.2,operational
2025-05-05,ZIP-US-021,Eastside_Fulfillment,94.8,244,25.7,0.92,37.4,operational
2025-05-05,ZIP-US-022,Eastside_Fulfillment,95.4,247,20.5,1.26,38.8,operational
2025-05-05,ZIP-US-023,Eastside_Fulfillment,95.2,250,21.8,0.83,36.4,operational
2025-05-05,ZIP-US-024,Eastside_Fulfillment,94.8,253,18.3,1.11,35.9,operational
2025-05-06,ZIP-US-001,Northside_Fulfillment,95.1,185,18.4,0.88,36.1,operational
2025-05-06,ZIP-US-002,Northside_Fulfillment,94.9,188,23.1,0.97,37.1,operational
2025-05-06,ZIP-US-003,Northside_Fulfillment,95.5,191,18.4,0.88,35.8,operational
2025-05-06,ZIP-US-004,Northside_Fulfillment,94.6,194,21.9,1.21,35.8,operational
2025-05-06,ZIP-US-005,Northside_Fulfillment,95.4,197,24.2,0.85,37.7,operational
2025-05-06,ZIP-US-006,Northside_Fulfillment,94.7,200,23.6,0.98,36.1,operational
2025-05-06,ZIP-US-007,Northside_Fulfillment,95.5,203,21.9,0.95,35.2,operational
2025-05-06,ZIP-US-008,Northside_Fulfillment,94.4,206,16.0,1.2,37.8,operational
2025-05-06,ZIP-US-009,Central_Fulfillment,95.1,209,16.3,1.16,37.1,operational
2025-05-06,ZIP-US-010,Central_Fulfillment,94.6,212,23.1,1.0,37.5,operational
2025-05-06,ZIP-US-011,Central_Fulfillment,95.1,215,16.9,1.03,36.8,operational
2025-05-06,ZIP-US-012,Central_Fulfillment,95.0,218,17.6,1.0,35.6,operational
2025-05-06,ZIP-US-013,Central_Fulfillment,95.3,221,20.6,0.86,36.3,operational
2025-05-06,ZIP-US-014,Central_Fulfillment,95.1,224,15.6,0.9,38.1,operational
2025-05-06,ZIP-US-015,Central_Fulfillment,95.3,227,18.2,1.03,36.7,operational
2025-05-06,ZIP-US-016,Central_Fulfillment,95.1,230,14.6,1.03,37.2,operational
2025-05-06,ZIP-US-017,Eastside_Fulfillment,95.0,233,23.8,0.91,38.3,operational
2025-05-06,ZIP-US-018,Eastside_Fulfillment,94.8,236,24.3,0.86,38.3,operational
2025-05-06,ZIP-US-019,Eastside_Fulfillment,95.2,239,19.9,0.83,36.1,operational
2025-05-06,ZIP-US-020,Eastside_Fulfillment,94.9,242,28.3,0.81,36.0,operational
2025-05-06,ZIP-US-021,Eastside_Fulfillment,95.5,245,12.2,0.97,35.1,operational
2025-05-06,ZIP-US-022,Eastside_Fulfillment,94.3,248,16.5,0.79,38.7,operational
2025-05-06,ZIP-US-023,Eastside_Fulfillment,94.9,251,18.2,1.08,34.7,operational
2025-05-06,ZIP-US-024,Eastside_Fulfillment,94.3,254,26.2,1.03,38.4,operational
2025-05-07,ZIP-US-001,Northside_Fulfillment,94.8,187,17.8,1.04,36.1,operational
2025-05-07,ZIP-US-002,Northside_Fulfillment,94.8,190,20.7,1.3,37.7,operational
2025-05-07,ZIP-US-003,Northside_Fulfillment,94.7,193,26.6,0.79,35.3,operational
2025-05-07,ZIP-US-004,Northside_Fulfillment,95.0,196,16.2,1.14,36.8,operational
