order_id,requested_at,merchant_id,merchant_name,merchant_category,fulfillment_site,delivery_zone,item_count,payload_weight_kg,service_level,promised_minutes,order_status
ORD-US-35419,2025-05-15T08:30:00,M-012,Tech Stop,retail,Eastside_Fulfillment,Lakeside,4,1.64,standard,55,fulfilled
ORD-US-35420,2025-05-15T16:50:00,M-011,Wellness Pharmacy,pharmacy,Eastside_Fulfillment,Lakeside,3,1.63,priority,35,fulfilled
ORD-US-35421,2025-05-15T12:45:00,M-009,Daily Mart,grocery,Eastside_Fulfillment,Harbor Point,4,0.75,standard,55,fulfilled
ORD-US-35422,2025-05-15T12:05:00,M-012,Tech Stop,retail,Eastside_Fulfillment,Lakeside,1,0.81,standard,55,fulfilled
ORD-US-35423,2025-05-15T19:20:00,M-010,Burger District,prepared_food,Eastside_Fulfillment,Lakeside,5,1.26,time_sensitive,25,fulfilled
ORD-US-35424,2025-05-15T08:05:00,M-012,Tech Stop,retail,Eastside_Fulfillment,East Ridge,5,0.86,standard,55,fulfilled
ORD-US-35425,2025-05-15T15:20:00,M-010,Burger District,prepared_food,Eastside_Fulfillment,Meadowview,5,0.26,standard,55,fulfilled
ORD-US-35426,2025-05-15T13:35:00,M-011,Wellness Pharmacy,pharmacy,Eastside_Fulfillment,Meadowview,1,0.61,standard,55,fulfilled
ORD-US-35427,2025-05-15T10:40:00,M-009,Daily Mart,grocery,Eastside_Fulfillment,Harbor Point,4,1.6,priority,35,fulfilled
ORD-US-35428,2025-05-15T09:10:00,M-012,Tech Stop,retail,Eastside_Fulfillment,Harbor Point,3,1.45,priority,35,fulfilled
ORD-US-35429,2025-05-15T12:35:00,M-010,Burger District,prepared_food,Eastside_Fulfillment,Meadowview,4,0.96,standard,55,fulfilled
ORD-US-35430,2025-05-15T11:00:00,M-011,Wellness Pharmacy,pharmacy,Eastside_Fulfillment,East Ridge,5,0.36,priority,35,fulfilled
ORD-US-35431,2025-05-15T11:55:00,M-011,Wellness Pharmacy,pharmacy,Eastside_Fulfillment,Harbor Point,2,0.94,standard,55,fulfilled
ORD-US-35432,2025-05-15T08:40:00,M-011,Wellness Pharmacy,pharmacy,Eastside_Fulfillment,East Ridge,2,1.34,standard,55,fulfilled
ORD-US-35433,2025-05-15T12:10:00,M-009,Daily Mart,grocery,Eastside_Fulfillment,Meadowview,3,1.44,standard,55,fulfilled
ORD-US-35434,2025-05-15T16:45:00,M-009,Daily Mart,grocery,Eastside_Fulfillment,Meadowview,3,0.62,priority,35,fulfilled
ORD-US-35435,2025-05-15T15:40:00,M-009,Daily Mart,grocery,Eastside_Fulfillment,Meadowview,1,0.75,time_sensitive,25,fulfilled
ORD-US-35436,2025-05-15T16:00:00,M-012,Tech Stop,retail,Eastside_Fulfillment,Harbor Point,2,1.59,standard,55,fulfilled
ORD-US-35437,2025-05-15T16:40:00,M-010,Burger District,prepared_food,Eastside_Fulfillment,Harbor Point,3,0.25,priority,35,fulfilled
ORD-US-35438,2025-05-15T09:45:00,M-012,Tech Stop,retail,Eastside_Fulfillment,East Ridge,4,1.59,standard,55,fulfilled
ORD-US-35439,2025-05-15T13:40:00,M-010,Burger District,prepared_food,Eastside_Fulfillment,Lakeside,3,1.48,standard,55,fulfilled
ORD-US-35440,2025-05-15T15:30:00,M-012,Tech Stop,retail,Eastside_Fulfillment,Meadowview,3,0.76,priority,35,fulfilled
ORD-US-35441,2025-05-15T14:20:00,M-012,Tech Stop,retail,Eastside_Fulfillment,Meadowview,4,1.41,standard,55,fulfilled
ORD-US-35442,2025-05-15T14:10:00,M-010,Burger District,prepared_food,Eastside_Fulfillment,Meadowview,1,0.51,standard,55,fulfilled
ORD-US-35443,2025-05-15T08:10:00,M-010,Burger District,prepared_food,Eastside_Fulfillment,Meadowview,4,1.45,priority,35,fulfilled
ORD-US-35444,2025-05-15T18:25:00,M-009,Daily Mart,grocery,Eastside_Fulfillment,Harbor Point,1,0.71,standard,55,fulfilled
ORD-US-35445,2025-05-15T16:30:00,M-010,Burger District,prepared_food,Eastside_Fulfillment,East Ridge,2,1.46,standard,55,fulfilled
ORD-US-35446,2025-05-15T19:35:00,M-010,Burger District,prepared_food,Eastside_Fulfillment,Lakeside,2,0.36,priority,35,fulfilled
ORD-US-35447,2025-05-15T08:40:00,M-010,Burger District,prepared_food,Eastside_Fulfillment,East Ridge,3,0.91,standard,55,fulfilled
ORD-US-35448,2025-05-15T13:50:00,M-012,Tech Stop,retail,Eastside_Fulfillment,Lakeside,3,0.4,standard,55,fulfilled
ORD-US-35449,2025-05-15T11:20:00,M-010,Burger District,prepared_food,Eastside_Fulfillment,Harbor Point,2,1.56,standard,55,fulfilled
ORD-US-35450,2025-05-15T17:55:00,M-012,Tech Stop,retail,Eastside_Fulfillment,Meadowview,2,0.55,priority,35,fulfilled
ORD-US-35451,2025-05-15T12:35:00,M-012,Tech Stop,retail,Eastside_Fulfillment,East Ridge,1,0.24,priority,35,fulfilled
ORD-US-35452,2025-05-15T20:20:00,M-009,Daily Mart,grocery,Eastside_Fulfillment,Harbor Point,1,1.36,standard,55,fulfilled
ORD-US-35453,2025-05-16T09:55:00,M-004,QuickCare Pharmacy,pharmacy,Northside_Fulfillment,North Hills,3,1.08,priority,35,fulfilled
ORD-US-35454,2025-05-16T14:30:00,M-002,Crisp & Co.,prepared_food,Northside_Fulfillment,Cedar Park,5,0.35,standard,55,fulfilled
ORD-US-35455,2025-05-16T14:35:00,M-001,Green Basket Market,grocery,Northside_Fulfillment,Cedar Park,4,0.19,priority,35,fulfilled
ORD-US-35456,2025-05-16T13:50:00,M-004,QuickCare Pharmacy,pharmacy,Northside_Fulfillment,Brookfield,2,1.53,time_sensitive,25,fulfilled
ORD-US-35457,2025-05-16T11:50:00,M-003,Pasta Garden,prepared_food,Northside_Fulfillment,Maplewood,2,1.38,standard,55,fulfilled
ORD-US-35458,2025-05-16T13:45:00,M-004,QuickCare Pharmacy,pharmacy,Northside_Fulfillment,Brookfield,2,0.21,time_sensitive,25,fulfilled
ORD-US-35459,2025-05-16T10:00:00,M-002,Crisp & Co.,prepared_food,Northside_Fulfillment,Cedar Park,2,0.35,priority,35,fulfilled
ORD-US-35460,2025-05-16T08:10:00,M-001,Green Basket Market,grocery,Northside_Fulfillment,Maplewood,2,0.8,priority,35,fulfilled
ORD-US-35461,2025-05-16T16:45:00,M-004,QuickCare Pharmacy,pharmacy,Northside_Fulfillment,Cedar Park,2,1.58,standard,55,fulfilled
ORD-US-35462,2025-05-16T15:35:00,M-001,Green Basket Market,grocery,Northside_Fulfillment,Brookfield,1,1.03,standard,55,fulfilled
ORD-US-35463,2025-05-16T19:25:00,M-003,Pasta Garden,prepared_food,Northside_Fulfillment,Maplewood,3,1.18,time_sensitive,25,fulfilled
ORD-US-35464,2025-05-16T15:10:00,M-003,Pasta Garden,prepared_food,Northside_Fulfillment,Maplewood,2,1.5,standard,55,fulfilled
ORD-US-35465,2025-05-16T18:05:00,M-001,Green Basket Market,grocery,Northside_Fulfillment,Maplewood,2,1.51,priority,35,fulfilled
ORD-US-35466,2025-05-16T14:55:00,M-003,Pasta Garden,prepared_food,Northside_Fulfillment,Maplewood,2,1.56,priority,35,fulfilled
ORD-US-35467,2025-05-16T19:50:00,M-003,Pasta Garden,prepared_food,Northside_Fulfillment,Cedar Park,2,0.38,priority,35,fulfilled
ORD-US-35468,2025-05-16T16:05:00,M-004,QuickCare Pharmacy,pharmacy,Northside_Fulfillment,Brookfield,3,0.68,priority,35,fulfilled
ORD-US-35469,2025-05-16T14:50:00,M-003,Pasta Garden,prepared_food,Northside_Fulfillment,North Hills,4,0.25,standard,55,fulfilled
ORD-US-35470,2025-05-16T08:25:00,M-001,Green Basket Market,grocery,Northside_Fulfillment,North Hills,2,1.38,standard,55,fulfilled
ORD-US-35471,2025-05-16T12:55:00,M-004,QuickCare Pharmacy,pharmacy,Northside_Fulfillment,North Hills,5,0.7,standard,55,fulfilled
ORD-US-35472,2025-05-16T17:40:00,M-001,Green Basket Market,grocery,Northside_Fulfillment,Cedar Park,4,0.48,standard,55,fulfilled
ORD-US-35473,2025-05-16T16:30:00,M-003,Pasta Garden,prepared_food,Northside_Fulfillment,North Hills,2,1.61,standard,55,fulfilled
ORD-US-35474,2025-05-16T11:55:00,M-002,Crisp & Co.,prepared_food,Northside_Fulfillment,Cedar Park,3,0.49,standard,55,fulfilled
ORD-US-35475,2025-05-16T10:55:00,M-004,QuickCare Pharmacy,pharmacy,Northside_Fulfillment,Maplewood,4,0.25,standard,55,fulfilled
ORD-US-35476,2025-05-16T14:20:00,M-003,Pasta Garden,prepared_food,Northside_Fulfillment,Brookfield,1,0.28,standard,55,fulfilled
ORD-US-35477,2025-05-16T08:40:00,M-001,Green Basket Market,grocery,Northside_Fulfillment,Brookfield,3,0.78,time_sensitive,25,fulfilled
ORD-US-35478,2025-05-16T08:35:00,M-003,Pasta Garden,prepared_food,Northside_Fulfillment,Cedar Park,3,0.33,standard,55,fulfilled
ORD-US-35479,2025-05-16T14:20:00,M-004,QuickCare Pharmacy,pharmacy,Northside_Fulfillment,North Hills,3,0.89,standard,55,fulfilled
ORD-US-35480,2025-05-16T16:35:00,M-004,QuickCare Pharmacy,pharmacy,Northside_Fulfillment,Cedar Park,5,1.61,priority,35,fulfilled
ORD-US-35481,2025-05-16T15:15:00,M-003,Pasta Garden,prepared_food,Northside_Fulfillment,Maplewood,1,1.29,standard,55,fulfilled
ORD-US-35482,2025-05-16T12:05:00,M-002,Crisp & Co.,prepared_food,Northside_Fulfillment,Brookfield,3,0.78,time_sensitive,25,fulfilled
ORD-US-35483,2025-05-16T16:15:00,M-001,Green Basket Market,grocery,Northside_Fulfillment,Cedar Park,4,0.86,standard,55,fulfilled
ORD-US-35484,2025-05-16T08:20:00,M-002,Crisp & Co.,prepared_food,Northside_Fulfillment,Cedar Park,1,0.35,standard,55,fulfilled
ORD-US-35485,2025-05-16T15:35:00,M-003,Pasta Garden,prepared_food,Northside_Fulfillment,North Hills,2,0.16,priority,35,fulfilled
ORD-US-35486,2025-05-16T18:55:00,M-001,Green Basket Market,grocery,Northside_Fulfillment,Brookfield,2,1.01,priority,35,fulfilled
ORD-US-35487,2025-05-16T10:50:00,M-004,QuickCare Pharmacy,pharmacy,Northside_Fulfillment,Brookfield,2,1.3,priority,35,fulfilled
ORD-US-35488,2025-05-16T19:50:00,M-004,QuickCare Pharmacy,pharmacy,Northside_Fulfillment,Maplewood,4,1.15,priority,35,fulfilled
ORD-US-35489,2025-05-16T20:15:00,M-004,QuickCare Pharmacy,pharmacy,Northside_Fulfillment,North Hills,4,1.04,priority,35,fulfilled
ORD-US-35490,2025-05-16T16:25:00,M-004,QuickCare Pharmacy,pharmacy,Northside_Fulfillment,Cedar Park,4,0.99,standard,55,fulfilled
ORD-US-35491,2025-05-16T18:30:00,M-001,Green Basket Market,grocery,Northside_Fulfillment,North Hills,4,0.33,time_sensitive,25,fulfilled
ORD-US-35492,2025-05-16T10:15:00,M-001,Green Basket Market,grocery,Northside_Fulfillment,Cedar Park,4,0.86,time_sensitive,25,fulfilled
ORD-US-35493,2025-05-16T20:25:00,M-003,Pasta Garden,prepared_food,Northside_Fulfillment,North Hills,3,0.64,priority,35,fulfilled
ORD-US-35494,2025-05-16T13:15:00,M-008,Noodle House,prepared_food,Central_Fulfillment,Westgate,4,1.64,standard,55,fulfilled
ORD-US-35495,2025-05-16T18:40:00,M-006,Fresh Roots Grocery,grocery,Central_Fulfillment,Downtown,3,0.3,standard,55,fulfilled
ORD-US-35496,2025-05-16T08:40:00,M-005,Corner Table,prepared_food,Central_Fulfillment,South Park,1,0.93,priority,35,fulfilled
ORD-US-35497,2025-05-16T12:40:00,M-007,Home & Handy,retail,Central_Fulfillment,Riverside,1,1.54,priority,35,fulfilled
ORD-US-35498,2025-05-16T09:10:00,M-005,Corner Table,prepared_food,Central_Fulfillment,Riverside,1,1.17,priority,35,fulfilled
ORD-US-35499,2025-05-16T13:15:00,M-006,Fresh Roots Grocery,grocery,Central_Fulfillment,Westgate,1,0.62,standard,55,fulfilled
ORD-US-35500,2025-05-16T08:00:00,M-007,Home & Handy,retail,Central_Fulfillment,Riverside,5,1.55,priority,35,fulfilled
ORD-US-35501,2025-05-16T14:25:00,M-005,Corner Table,prepared_food,Central_Fulfillment,Westgate,5,0.8,priority,35,fulfilled
ORD-US-35502,2025-05-16T16:55:00,M-007,Home & Handy,retail,Central_Fulfillment,Downtown,5,0.44,standard,55,fulfilled
ORD-US-35503,2025-05-16T16:00:00,M-008,Noodle House,prepared_food,Central_Fulfillment,Westgate,1,0.53,priority,35,fulfilled
ORD-US-35504,2025-05-16T09:00:00,M-007,Home & Handy,retail,Central_Fulfillment,Downtown,1,0.21,standard,55,fulfilled
ORD-US-35505,2025-05-16T08:05:00,M-005,Corner Table,prepared_food,Central_Fulfillment,Downtown,3,1.24,priority,35,fulfilled
ORD-US-35506,2025-05-16T17:20:00,M-005,Corner Table,prepared_food,Central_Fulfillment,Westgate,2,1.38,standard,55,fulfilled
ORD-US-35507,2025-05-16T12:40:00,M-007,Home & Handy,retail,Central_Fulfillment,Riverside,2,0.95,standard,55,fulfilled
ORD-US-35508,2025-05-16T15:05:00,M-005,Corner Table,prepared_food,Central_Fulfillment,South Park,4,1.22,standard,55,fulfilled
ORD-US-35509,2025-05-16T18:25:00,M-008,Noodle House,prepared_food,Central_Fulfillment,Riverside,5,1.04,time_sensitive,25,fulfilled
ORD-US-35510,2025-05-16T10:45:00,M-005,Corner Table,prepared_food,Central_Fulfillment,Riverside,5,1.38,standard,55,fulfilled
ORD-US-35511,2025-05-16T17:20:00,M-005,Corner Table,prepared_food,Central_Fulfillment,South Park,5,0.39,standard,55,fulfilled
ORD-US-35512,2025-05-16T08:30:00,M-005,Corner Table,prepared_food,Central_Fulfillment,South Park,4,1.4,priority,35,fulfilled
ORD-US-35513,2025-05-16T16:00:00,M-007,Home & Handy,retail,Central_Fulfillment,Westgate,3,1.6,priority,35,fulfilled
ORD-US-35514,2025-05-16T19:30:00,M-007,Home & Handy,retail,Central_Fulfillment,Westgate,3,1.09,standard,55,fulfilled
ORD-US-35515,2025-05-16T17:20:00,M-008,Noodle House,prepared_food,Central_Fulfillment,Downtown,5,0.2,standard,55,fulfilled
ORD-US-35516,2025-05-16T13:35:00,M-005,Corner Table,prepared_food,Central_Fulfillment,Riverside,3,1.43,priority,35,fulfilled
ORD-US-35517,2025-05-16T20:05:00,M-005,Corner Table,prepared_food,Central_Fulfillment,Riverside,3,1.1,standard,55,fulfilled
ORD-US-35518,2025-05-16T19:25:00,M-006,Fresh Roots Grocery,grocery,Central_Fulfillment,South Park,1,0.93,standard,55,fulfilled
ORD-US-35519,2025-05-16T19:15:00,M-007,Home & Handy,retail,Central_Fulfillment,Downtown,2,1.14,standard,55,fulfilled
ORD-US-35520,2025-05-16T15:50:00,M-007,Home & Handy,retail,Central_Fulfillment,South Park,3,0.49,standard,55,fulfilled
ORD-US-35521,2025-05-16T15:55:00,M-005,Corner Table,prepared_food,Central_Fulfillment,South Park,5,1.48,standard,55,fulfilled
ORD-US-35522,2025-05-16T16:55:00,M-005,Corner Table,prepared_food,Central_Fulfillment,Downtown,5,0.48,standard,55,fulfilled
ORD-US-35523,2025-05-16T19:30:00,M-005,Corner Table,prepared_food,Central_Fulfillment,Westgate,1,0.35,standard,55,fulfilled
ORD-US-35524,2025-05-16T11:20:00,M-006,Fresh Roots Grocery,grocery,Central_Fulfillment,South Park,5,0.84,time_sensitive,25,fulfilled
ORD-US-35525,2025-05-16T12:10:00,M-006,Fresh Roots Grocery,grocery,Central_Fulfillment,South Park,4,1.09,standard,55,fulfilled
ORD-US-35526,2025-05-16T12:00:00,M-008,Noodle House,prepared_food,Central_Fulfillment,Riverside,4,0.22,standard,55,fulfilled
ORD-US-35527,2025-05-16T15:50:00,M-007,Home & Handy,retail,Central_Fulfillment,Riverside,4,0.2,standard,55,fulfilled
ORD-US-35528,2025-05-16T20:00:00,M-007,Home & Handy,retail,Central_Fulfillment,Downtown,1,1.51,standard,55,fulfilled
ORD-US-35529,2025-05-16T15:40:00,M-006,Fresh Roots Grocery,grocery,Central_Fulfillment,Riverside,3,1.54,priority,35,fulfilled
ORD-US-35530,2025-05-16T10:25:00,M-007,Home & Handy,retail,Central_Fulfillment,South Park,3,0.93,priority,35,fulfilled
ORD-US-35531,2025-05-16T08:30:00,M-007,Home & Handy,retail,Central_Fulfillment,Riverside,5,0.45,standard,55,fulfilled
ORD-US-35532,2025-05-16T08:45:00,M-010,Burger District,prepared_food,Eastside_Fulfillment,Meadowview,3,0.63,time_sensitive,25,fulfilled
ORD-US-35533,2025-05-16T09:20:00,M-009,Daily Mart,grocery,Eastside_Fulfillment,Harbor Point,4,0.66,standard,55,fulfilled
ORD-US-35534,2025-05-16T18:55:00,M-012,Tech Stop,retail,Eastside_Fulfillment,Meadowview,2,0.29,standard,55,fulfilled
ORD-US-35535,2025-05-16T17:40:00,M-011,Wellness Pharmacy,pharmacy,Eastside_Fulfillment,Harbor Point,1,1.25,priority,35,fulfilled
ORD-US-35536,2025-05-16T12:20:00,M-010,Burger District,prepared_food,Eastside_Fulfillment,Harbor Point,1,0.61,priority,35,fulfilled
ORD-US-35537,2025-05-16T19:45:00,M-009,Daily Mart,grocery,Eastside_Fulfillment,Lakeside,2,0.76,priority,35,fulfilled
ORD-US-35538,2025-05-16T10:40:00,M-011,Wellness Pharmacy,pharmacy,Eastside_Fulfillment,East Ridge,5,1.62,standard,55,fulfilled
ORD-US-35539,2025-05-16T16:20:00,M-012,Tech Stop,retail,Eastside_Fulfillment,Lakeside,1,1.53,standard,55,fulfilled
ORD-US-35540,2025-05-16T16:55:00,M-009,Daily Mart,grocery,Eastside_Fulfillment,Harbor Point,1,0.86,standard,55,fulfilled
ORD-US-35541,2025-05-16T10:00:00,M-012,Tech Stop,retail,Eastside_Fulfillment,Harbor Point,2,1.42,priority,35,fulfilled
ORD-US-35542,2025-05-16T13:20:00,M-010,Burger District,prepared_food,Eastside_Fulfillment,Lakeside,3,1.04,standard,55,fulfilled
ORD-US-35543,2025-05-16T16:25:00,M-009,Daily Mart,grocery,Eastside_Fulfillment,East Ridge,2,0.59,standard,55,fulfilled
ORD-US-35544,2025-05-16T19:40:00,M-012,Tech Stop,retail,Eastside_Fulfillment,Harbor Point,5,0.45,priority,35,fulfilled
ORD-US-35545,2025-05-16T09:30:00,M-012,Tech Stop,retail,Eastside_Fulfillment,Lakeside,4,0.3,standard,55,fulfilled
ORD-US-35546,2025-05-16T17:20:00,M-010,Burger District,prepared_food,Eastside_Fulfillment,East Ridge,2,1.33,standard,55,fulfilled
ORD-US-35547,2025-05-16T18:10:00,M-012,Tech Stop,retail,Eastside_Fulfillment,Lakeside,3,1.09,time_sensitive,25,fulfilled
ORD-US-35548,2025-05-16T19:50:00,M-009,Daily Mart,grocery,Eastside_Fulfillment,Lakeside,4,0.96,priority,35,fulfilled
ORD-US-35549,2025-05-16T13:40:00,M-011,Wellness Pharmacy,pharmacy,Eastside_Fulfillment,Meadowview,3,0.99,standard,55,fulfilled
ORD-US-35550,2025-05-16T16:00:00,M-010,Burger District,prepared_food,Eastside_Fulfillment,Lakeside,4,1.22,standard,55,fulfilled
ORD-US-35551,2025-05-16T18:45:00,M-009,Daily Mart,grocery,Eastside_Fulfillment,East Ridge,3,0.96,time_sensitive,25,fulfilled
ORD-US-35552,2025-05-16T08:25:00,M-010,Burger District,prepared_food,Eastside_Fulfillment,Lakeside,2,0.94,priority,35,fulfilled
ORD-US-35553,2025-05-16T19:55:00,M-009,Daily Mart,grocery,Eastside_Fulfillment,Harbor Point,1,0.87,time_sensitive,25,fulfilled
ORD-US-35554,2025-05-16T09:45:00,M-012,Tech Stop,retail,Eastside_Fulfillment,Lakeside,5,1.5,standard,55,fulfilled
ORD-US-35555,2025-05-16T15:40:00,M-012,Tech Stop,retail,Eastside_Fulfillment,East Ridge,3,0.31,standard,55,fulfilled
ORD-US-35556,2025-05-16T18:40:00,M-009,Daily Mart,grocery,Eastside_Fulfillment,Lakeside,1,0.35,standard,55,fulfilled
ORD-US-35557,2025-05-16T11:05:00,M-010,Burger District,prepared_food,Eastside_Fulfillment,Meadowview,3,1.55,priority,35,fulfilled
ORD-US-35558,2025-05-16T12:15:00,M-012,Tech Stop,retail,Eastside_Fulfillment,East Ridge,2,0.26,priority,35,fulfilled
ORD-US-35559,2025-05-16T10:00:00,M-011,Wellness Pharmacy,pharmacy,Eastside_Fulfillment,Lakeside,4,0.26,standard,55,fulfilled
ORD-US-35560,2025-05-16T19:30:00,M-011,Wellness Pharmacy,pharmacy,Eastside_Fulfillment,Lakeside,4,0.19,standard,55,fulfilled
ORD-US-35561,2025-05-16T08:40:00,M-010,Burger District,prepared_food,Eastside_Fulfillment,Harbor Point,3,1.39,standard,55,fulfilled
ORD-US-35562,2025-05-16T18:20:00,M-011,Wellness Pharmacy,pharmacy,Eastside_Fulfillment,Meadowview,5,1.46,priority,35,fulfilled
ORD-US-35563,2025-05-16T18:05:00,M-010,Burger District,prepared_food,Eastside_Fulfillment,Lakeside,5,0.48,priority,35,fulfilled
ORD-US-35564,2025-05-16T09:05:00,M-010,Burger District,prepared_food,Eastside_Fulfillment,Harbor Point,4,0.69,standard,55,fulfilled
ORD-US-35565,2025-05-16T10:50:00,M-009,Daily Mart,grocery,Eastside_Fulfillment,Harbor Point,3,0.27,standard,55,fulfilled
ORD-US-35566,2025-05-16T13:00:00,M-012,Tech Stop,retail,Eastside_Fulfillment,Harbor Point,2,1.29,standard,55,fulfilled
ORD-US-35567,2025-05-16T16:05:00,M-009,Daily Mart,grocery,Eastside_Fulfillment,East Ridge,5,0.26,standard,55,fulfilled
ORD-US-35568,2025-05-17T11:00:00,M-001,Green Basket Market,grocery,Northside_Fulfillment,North Hills,4,0.22,standard,55,fulfilled
ORD-US-35569,2025-05-17T14:15:00,M-001,Green Basket Market,grocery,Northside_Fulfillment,Cedar Park,5,0.66,standard,55,fulfilled
ORD-US-35570,2025-05-17T18:35:00,M-002,Crisp & Co.,prepared_food,Northside_Fulfillment,Maplewood,1,1.14,priority,35,fulfilled
ORD-US-35571,2025-05-17T14:25:00,M-002,Crisp & Co.,prepared_food,Northside_Fulfillment,Cedar Park,4,0.16,standard,55,fulfilled
ORD-US-35572,2025-05-17T14:15:00,M-001,Green Basket Market,grocery,Northside_Fulfillment,Brookfield,3,0.48,standard,55,fulfilled
ORD-US-35573,2025-05-17T08:40:00,M-004,QuickCare Pharmacy,pharmacy,Northside_Fulfillment,Cedar Park,1,0.93,standard,55,fulfilled
ORD-US-35574,2025-05-17T13:50:00,M-002,Crisp & Co.,prepared_food,Northside_Fulfillment,Cedar Park,3,1.26,priority,35,fulfilled
ORD-US-35575,2025-05-17T08:50:00,M-004,QuickCare Pharmacy,pharmacy,Northside_Fulfillment,Cedar Park,4,0.19,standard,55,fulfilled
ORD-US-35576,2025-05-17T20:10:00,M-001,Green Basket Market,grocery,Northside_Fulfillment,North Hills,4,0.88,standard,55,fulfilled
ORD-US-35577,2025-05-17T08:30:00,M-001,Green Basket Market,grocery,Northside_Fulfillment,Brookfield,5,0.62,priority,35,fulfilled
ORD-US-35578,2025-05-17T14:40:00,M-003,Pasta Garden,prepared_food,Northside_Fulfillment,Cedar Park,5,0.27,priority,35,fulfilled
ORD-US-35579,2025-05-17T08:10:00,M-003,Pasta Garden,prepared_food,Northside_Fulfillment,North Hills,4,0.87,standard,55,fulfilled
ORD-US-35580,2025-05-17T16:00:00,M-003,Pasta Garden,prepared_food,Northside_Fulfillment,Brookfield,5,1.11,standard,55,fulfilled
ORD-US-35581,2025-05-17T19:25:00,M-002,Crisp & Co.,prepared_food,Northside_Fulfillment,Maplewood,4,0.82,time_sensitive,25,fulfilled
ORD-US-35582,2025-05-17T11:00:00,M-001,Green Basket Market,grocery,Northside_Fulfillment,Maplewood,4,1.18,priority,35,fulfilled
ORD-US-35583,2025-05-17T17:40:00,M-004,QuickCare Pharmacy,pharmacy,Northside_Fulfillment,North Hills,2,0.35,standard,55,fulfilled
ORD-US-35584,2025-05-17T11:40:00,M-004,QuickCare Pharmacy,pharmacy,Northside_Fulfillment,Brookfield,5,1.15,standard,55,fulfilled
ORD-US-35585,2025-05-17T19:25:00,M-004,QuickCare Pharmacy,pharmacy,Northside_Fulfillment,Cedar Park,4,0.53,standard,55,fulfilled
ORD-US-35586,2025-05-17T20:35:00,M-004,QuickCare Pharmacy,pharmacy,Northside_Fulfillment,Brookfield,5,1.31,priority,35,fulfilled
ORD-US-35587,2025-05-17T15:45:00,M-003,Pasta Garden,prepared_food,Northside_Fulfillment,Cedar Park,5,1.56,standard,55,fulfilled
ORD-US-35588,2025-05-17T11:20:00,M-002,Crisp & Co.,prepared_food,Northside_Fulfillment,Brookfield,3,1.26,standard,55,fulfilled
ORD-US-35589,2025-05-17T13:00:00,M-001,Green Basket Market,grocery,Northside_Fulfillment,Maplewood,4,0.44,priority,35,fulfilled
ORD-US-35590,2025-05-17T20:45:00,M-001,Green Basket Market,grocery,Northside_Fulfillment,Cedar Park,5,0.53,standard,55,fulfilled
ORD-US-35591,2025-05-17T15:35:00,M-002,Crisp & Co.,prepared_food,Northside_Fulfillment,Cedar Park,4,0.23,standard,55,fulfilled
ORD-US-35592,2025-05-17T15:05:00,M-004,QuickCare Pharmacy,pharmacy,Northside_Fulfillment,Cedar Park,2,0.31,standard,55,fulfilled
ORD-US-35593,2025-05-17T10:00:00,M-003,Pasta Garden,prepared_food,Northside_Fulfillment,Maplewood,2,0.53,standard,55,fulfilled
ORD-US-35594,2025-05-17T13:05:00,M-001,Green Basket Market,grocery,Northside_Fulfillment,Maplewood,4,0.92,standard,55,fulfilled
ORD-US-35595,2025-05-17T14:40:00,M-002,Crisp & Co.,prepared_food,Northside_Fulfillment,Cedar Park,3,0.98,priority,35,fulfilled
ORD-US-35596,2025-05-17T16:10:00,M-004,QuickCare Pharmacy,pharmacy,Northside_Fulfillment,Cedar Park,5,0.51,standard,55,fulfilled
ORD-US-35597,2025-05-17T20:40:00,M-002,Crisp & Co.,prepared_food,Northside_Fulfillment,Brookfield,2,1.46,standard,55,fulfilled
ORD-US-35598,2025-05-17T19:05:00,M-002,Crisp & Co.,prepared_food,Northside_Fulfillment,North Hills,5,1.44,standard,55,fulfilled
ORD-US-35599,2025-05-17T08:50:00,M-004,QuickCare Pharmacy,pharmacy,Northside_Fulfillment,North Hills,5,0.55,standard,55,fulfilled
ORD-US-35600,2025-05-17T18:30:00,M-003,Pasta Garden,prepared_food,Northside_Fulfillment,Maplewood,1,0.28,standard,55,fulfilled
ORD-US-35601,2025-05-17T11:25:00,M-002,Crisp & Co.,prepared_food,Northside_Fulfillment,Maplewood,2,0.22,standard,55,fulfilled
ORD-US-35602,2025-05-17T18:00:00,M-002,Crisp & Co.,prepared_food,Northside_Fulfillment,North Hills,4,0.72,standard,55,fulfilled
ORD-US-35603,2025-05-17T13:45:00,M-001,Green Basket Market,grocery,Northside_Fulfillment,North Hills,1,0.27,standard,55,fulfilled
ORD-US-35604,2025-05-17T10:50:00,M-004,QuickCare Pharmacy,pharmacy,Northside_Fulfillment,Cedar Park,5,1.41,standard,55,fulfilled
ORD-US-35605,2025-05-17T17:00:00,M-002,Crisp & Co.,prepared_food,Northside_Fulfillment,North Hills,2,0.28,standard,55,fulfilled
ORD-US-35606,2025-05-17T11:30:00,M-001,Green Basket Market,grocery,Northside_Fulfillment,Cedar Park,1,1.46,priority,35,fulfilled
ORD-US-35607,2025-05-17T09:15:00,M-001,Green Basket Market,grocery,Northside_Fulfillment,Maplewood,3,1.4,priority,35,fulfilled
