flight_id,drone_id,drone_model,date,launch_time,recovery_time,hub,destination,distance_one_way_km,payload_type,payload_item,payload_weight_kg,urgency,cruise_speed_kph,cruise_altitude_m,flight_duration_min,battery_start_pct,battery_end_pct,battery_consumption_pct,wind_speed_kph,wind_gust_kph,visibility_km,status,anomaly_flag,operator_notes
FL-16034,ZIP-014,Zip_Mk4_standardized_fixed_wing,2025-02-14,2025-02-14T06:55:00,2025-02-14T07:40:12,Nest_Beta,Gisagara_Clinic,29.4,medication,antiretroviral_supply,1.05,routine,104.0,109.2,45.2,97,53.0,44.0,8.7,14.8,14.1,completed,none,
FL-16035,ZIP-009,Zip_Mk4_standardized_fixed_wing,2025-02-14,2025-02-14T15:55:00,2025-02-14T16:55:24,Nest_Beta,Kamonyi_Health_Center,44.6,medication,antiretroviral_supply,1.05,urgent,100.2,108.2,60.4,99,35.4,63.6,15.4,22.9,14.0,completed,none,
FL-16036,ZIP-014,Zip_Mk4_standardized_fixed_wing,2025-02-14,2025-02-14T11:10:00,2025-02-14T12:00:12,Nest_Beta,Huye_District_Hospital,36.4,blood_product,O_negative_whole_blood,1.35,scheduled,101.7,110.8,50.2,99,41.2,57.8,14.8,18.1,14.4,completed,none,
FL-16037,ZIP-015,Zip_Mk4_standardized_fixed_wing,2025-02-14,2025-02-14T09:35:00,2025-02-14T10:35:12,Nest_Beta,Nyanza_District_Hospital,41.7,medication,insulin_cold_chain,0.65,routine,99.3,100.7,60.2,99,43.7,55.3,6.4,15.7,15.7,completed,none,
FL-16038,ZIP-010,Zip_Mk4_standardized_fixed_wing,2025-02-14,2025-02-14T09:05:00,2025-02-14T09:58:42,Nest_Beta,Huye_District_Hospital,36.4,supplies,diagnostic_test_kits,0.9,routine,104.2,107.6,53.7,96,43.2,52.8,6.4,15.7,15.7,completed,none,
FL-16039,ZIP-018,Zip_Mk4_standardized_fixed_wing,2025-02-14,2025-02-14T06:30:00,2025-02-14T07:19:00,Nest_Gamma,Rubavu_Clinic,31.8,supplies,diagnostic_test_kits,0.9,scheduled,105.1,102.8,49.0,97,50.5,46.5,2.5,11.0,16.2,completed,none,
FL-16040,ZIP-017,Zip_Mk4_standardized_fixed_wing,2025-02-14,2025-02-14T15:55:00,2025-02-14T16:42:00,Nest_Gamma,Rubavu_Clinic,31.8,blood_product,O_negative_whole_blood,1.35,routine,101.8,104.2,47.0,98,49.4,48.6,11.0,20.4,15.7,completed,none,
FL-16041,ZIP-021,Zip_Mk4_standardized_fixed_wing,2025-02-14,2025-02-14T11:35:00,2025-02-14T12:34:24,Nest_Gamma,Nyabihu_Clinic,42.5,vaccine,routine_vaccines,0.75,routine,105.1,114.7,59.4,96,40.3,55.7,7.9,14.2,15.9,completed,none,
FL-16042,ZIP-017,Zip_Mk4_standardized_fixed_wing,2025-02-14,2025-02-14T17:15:00,2025-02-14T18:19:48,Nest_Gamma,Gakenke_Health_Post,48.7,blood_product,platelets_2_units,1.55,routine,100.6,114.2,64.8,96,33.5,62.5,15.4,23.8,13.4,completed,none,
FL-16043,ZIP-019,Zip_Mk4_standardized_fixed_wing,2025-02-14,2025-02-14T07:25:00,2025-02-14T08:23:18,Nest_Gamma,Nyabihu_Clinic,42.5,medication,antiretroviral_supply,1.05,routine,103.3,107.3,58.3,97,39.9,57.1,4.0,7.5,15.1,completed,none,
FL-16044,ZIP-022,Zip_Mk4_standardized_fixed_wing,2025-02-14,2025-02-14T08:30:00,2025-02-14T09:15:36,Nest_Gamma,Musanze_Clinic,30.1,supplies,diagnostic_test_kits,0.9,scheduled,97.5,103.0,45.6,97,45.4,51.6,13.7,23.1,15.8,completed,none,
FL-16045,ZIP-022,Zip_Mk4_standardized_fixed_wing,2025-02-14,2025-02-14T15:05:00,2025-02-14T15:52:06,Nest_Gamma,Rubavu_Clinic,31.8,blood_product,O_negative_whole_blood,1.35,routine,104.4,100.1,47.1,97,48.8,48.2,11.0,20.4,15.7,completed,none,
FL-16046,ZIP-022,Zip_Mk4_standardized_fixed_wing,2025-02-14,2025-02-14T14:10:00,2025-02-14T15:09:18,Nest_Gamma,Nyabihu_Clinic,42.5,blood_product,O_negative_whole_blood,1.35,routine,103.9,95.8,59.3,100,39.7,60.3,16.4,24.6,17.3,completed,none,
FL-16047,ZIP-019,Zip_Mk4_standardized_fixed_wing,2025-02-14,2025-02-14T13:00:00,2025-02-14T13:57:24,Nest_Gamma,Nyabihu_Clinic,42.5,supplies,diagnostic_test_kits,0.9,scheduled,101.6,111.4,57.4,98,38.4,59.6,15.3,24.8,14.8,completed,none,
FL-16048,ZIP-023,Zip_Mk4_standardized_fixed_wing,2025-02-14,2025-02-14T12:25:00,2025-02-14T13:09:30,Nest_Gamma,Musanze_Clinic,30.1,vaccine,routine_vaccines,0.75,urgent,103.5,100.4,44.5,99,48.2,50.8,10.2,17.1,17.3,completed,none,
FL-16049,ZIP-021,Zip_Mk4_standardized_fixed_wing,2025-02-14,2025-02-14T15:50:00,2025-02-14T16:33:48,Nest_Gamma,Musanze_Clinic,30.1,blood_product,platelets_2_units,1.55,scheduled,97.2,106.8,43.8,96,45.6,50.4,11.0,20.4,15.7,completed,none,
FL-16050,ZIP-019,Zip_Mk4_standardized_fixed_wing,2025-02-14,2025-02-14T12:40:00,2025-02-14T13:48:18,Nest_Gamma,Gakenke_Health_Post,48.7,medication,insulin_cold_chain,0.65,routine,100.8,111.5,68.3,97,33.3,63.7,10.2,17.1,17.3,completed,none,
FL-16051,ZIP-019,Zip_Mk4_standardized_fixed_wing,2025-02-14,2025-02-14T11:40:00,2025-02-14T12:26:24,Nest_Gamma,Rubavu_Clinic,31.8,medication,insulin_cold_chain,0.65,urgent,104.4,107.0,46.4,100,51.8,48.2,7.9,14.2,15.9,completed,none,
FL-16052,ZIP-019,Zip_Mk4_standardized_fixed_wing,2025-02-14,2025-02-14T08:50:00,2025-02-14T09:33:36,Nest_Gamma,Musanze_Clinic,30.1,vaccine,routine_vaccines,0.75,routine,102.3,112.8,43.6,97,48.0,49.0,13.7,23.1,15.8,completed,none,
FL-16053,ZIP-022,Zip_Mk4_standardized_fixed_wing,2025-02-14,2025-02-14T11:10:00,2025-02-14T11:55:36,Nest_Gamma,Rubavu_Clinic,31.8,vaccine,routine_vaccines,0.75,routine,103.6,104.8,45.6,99,50.2,48.8,7.9,14.2,15.9,completed,none,
FL-16054,ZIP-023,Zip_Mk4_standardized_fixed_wing,2025-02-14,2025-02-14T10:40:00,2025-02-14T11:23:42,Nest_Gamma,Rubavu_Clinic,31.8,medication,antiretroviral_supply,1.05,routine,106.1,96.6,43.7,99,49.8,49.2,4.4,10.5,16.0,completed,none,
FL-16055,ZIP-019,Zip_Mk4_standardized_fixed_wing,2025-02-14,2025-02-14T06:15:00,2025-02-14T07:10:12,Nest_Gamma,Nyabihu_Clinic,42.5,medication,antiretroviral_supply,1.05,urgent,100.7,99.7,55.2,96,38.3,57.7,2.5,11.0,16.2,completed,none,
FL-16056,ZIP-018,Zip_Mk4_standardized_fixed_wing,2025-02-14,2025-02-14T15:15:00,2025-02-14T16:20:24,Nest_Gamma,Gakenke_Health_Post,48.7,supplies,diagnostic_test_kits,0.9,scheduled,106.1,95.7,65.4,100,37.1,62.9,11.0,20.4,15.7,completed,none,
FL-16057,ZIP-017,Zip_Mk4_standardized_fixed_wing,2025-02-14,2025-02-14T17:45:00,2025-02-14T18:28:06,Nest_Gamma,Musanze_Clinic,30.1,blood_product,platelets_2_units,1.55,routine,102.3,98.6,43.1,96,44.7,51.3,15.4,23.8,13.4,completed,none,
FL-16058,ZIP-020,Zip_Mk4_standardized_fixed_wing,2025-02-14,2025-02-14T16:25:00,2025-02-14T17:23:36,Nest_Gamma,Nyabihu_Clinic,42.5,blood_product,O_negative_whole_blood,1.35,routine,100.5,112.1,58.6,98,37.8,60.2,16.3,23.7,14.4,completed,none,
FL-16059,ZIP-019,Zip_Mk4_standardized_fixed_wing,2025-02-14,2025-02-14T09:25:00,2025-02-14T10:10:00,Nest_Gamma,Rubavu_Clinic,31.8,medication,insulin_cold_chain,0.65,routine,100.4,101.7,45.0,99,51.4,47.6,9.3,13.3,15.5,completed,none,
FL-16060,ZIP-017,Zip_Mk4_standardized_fixed_wing,2025-02-14,2025-02-14T17:55:00,2025-02-14T18:40:24,Nest_Gamma,Musanze_Clinic,30.1,blood_product,O_negative_whole_blood,1.35,routine,104.8,100.4,45.4,97,46.9,50.1,15.4,23.8,13.4,completed,none,
FL-16061,ZIP-019,Zip_Mk4_standardized_fixed_wing,2025-02-14,2025-02-14T15:05:00,2025-02-14T15:48:36,Nest_Gamma,Musanze_Clinic,30.1,blood_product,O_negative_whole_blood,1.35,routine,101.0,107.2,43.6,99,48.8,50.2,11.0,20.4,15.7,completed,none,
FL-16062,ZIP-019,Zip_Mk4_standardized_fixed_wing,2025-02-14,2025-02-14T15:35:00,2025-02-14T16:20:54,Nest_Gamma,Rubavu_Clinic,31.8,blood_product,O_negative_whole_blood,1.35,scheduled,105.0,99.9,45.9,99,48.5,50.5,11.0,20.4,15.7,completed,none,
FL-16063,ZIP-020,Zip_Mk4_standardized_fixed_wing,2025-02-14,2025-02-14T09:15:00,2025-02-14T10:13:24,Nest_Gamma,Nyabihu_Clinic,42.5,medication,insulin_cold_chain,0.65,emergency,103.9,99.5,58.4,98,43.1,54.9,9.3,13.3,15.5,completed,none,
FL-16064,ZIP-017,Zip_Mk4_standardized_fixed_wing,2025-02-14,2025-02-14T13:55:00,2025-02-14T15:01:30,Nest_Gamma,Gakenke_Health_Post,48.7,medication,insulin_cold_chain,0.65,scheduled,103.4,112.9,66.5,97,35.5,61.5,15.3,24.8,14.8,completed,none,
FL-16065,ZIP-020,Zip_Mk4_standardized_fixed_wing,2025-02-14,2025-02-14T09:05:00,2025-02-14T10:06:42,Nest_Gamma,Nyabihu_Clinic,42.5,blood_product,platelets_2_units,1.55,routine,103.9,109.6,61.7,100,40.8,59.2,9.3,13.3,15.5,completed,none,
FL-16066,ZIP-017,Zip_Mk4_standardized_fixed_wing,2025-02-14,2025-02-14T13:10:00,2025-02-14T13:54:12,Nest_Gamma,Rubavu_Clinic,31.8,vaccine,routine_vaccines,0.75,routine,98.7,97.9,44.2,98,48.5,49.5,15.3,24.8,14.8,completed,none,
FL-16067,ZIP-019,Zip_Mk4_standardized_fixed_wing,2025-02-14,2025-02-14T10:05:00,2025-02-14T10:51:24,Nest_Gamma,Musanze_Clinic,30.1,medication,insulin_cold_chain,0.65,routine,105.4,101.9,46.4,97,49.6,47.4,4.4,10.5,16.0,completed_delayed,recovery_wire_missed,Operator event recorded; see incident corpus where applicable.
FL-16068,ZIP-023,Zip_Mk4_standardized_fixed_wing,2025-02-14,2025-02-14T15:50:00,2025-02-14T16:48:36,Nest_Gamma,Nyabihu_Clinic,42.5,supplies,diagnostic_test_kits,0.9,urgent,103.9,110.8,58.6,96,39.5,56.5,11.0,20.4,15.7,completed,none,
FL-16069,ZIP-029,Zip_Mk4_standardized_fixed_wing,2025-02-14,2025-02-14T07:00:00,2025-02-14T08:07:24,Nest_Delta,Gicumbi_Hospital,50.6,blood_product,O_negative_whole_blood,1.35,routine,102.1,114.0,67.4,98,36.0,62.0,12.1,18.6,16.0,completed,none,
FL-16070,ZIP-026,Zip_Mk4_standardized_fixed_wing,2025-02-14,2025-02-14T06:05:00,2025-02-14T06:51:42,Nest_Delta,Mageragere_Clinic,33.8,blood_product,O_negative_whole_blood,1.35,routine,102.2,104.8,46.7,97,45.1,51.9,6.5,10.1,15.4,completed,none,
FL-16071,ZIP-029,Zip_Mk4_standardized_fixed_wing,2025-02-14,2025-02-14T10:45:00,2025-02-14T11:40:18,Nest_Delta,Rulindo_Clinic,37.9,vaccine,routine_vaccines,0.75,scheduled,102.1,96.3,55.3,99,44.2,54.8,12.3,17.1,14.0,completed,none,
FL-16072,ZIP-029,Zip_Mk4_standardized_fixed_wing,2025-02-14,2025-02-14T09:35:00,2025-02-14T10:44:00,Nest_Delta,Gicumbi_Hospital,50.6,medication,insulin_cold_chain,0.65,urgent,104.6,110.6,69.0,99,34.9,64.1,13.2,22.3,14.7,completed,none,
FL-16073,ZIP-029,Zip_Mk4_standardized_fixed_wing,2025-02-14,2025-02-14T07:30:00,2025-02-14T08:16:42,Nest_Delta,Mageragere_Clinic,33.8,medication,antiretroviral_supply,1.05,scheduled,98.5,110.6,46.7,97,43.5,53.5,12.1,18.6,16.0,completed,none,
FL-16074,ZIP-028,Zip_Mk4_standardized_fixed_wing,2025-02-14,2025-02-14T14:30:00,2025-02-14T15:06:42,Nest_Delta,Kicukiro_Health_Center,23.1,supplies,diagnostic_test_kits,0.9,routine,102.0,95.8,36.7,96,52.8,43.2,11.6,16.9,15.3,completed,none,
FL-16075,ZIP-024,Zip_Mk4_standardized_fixed_wing,2025-02-14,2025-02-14T13:25:00,2025-02-14T14:14:48,Nest_Delta,Rulindo_Clinic,37.9,medication,antiretroviral_supply,1.05,scheduled,103.3,111.8,49.8,99,40.5,58.5,9.9,12.8,14.1,completed,none,
FL-16076,ZIP-028,Zip_Mk4_standardized_fixed_wing,2025-02-14,2025-02-14T08:25:00,2025-02-14T09:33:30,Nest_Delta,Gicumbi_Hospital,50.6,blood_product,O_negative_whole_blood,1.35,scheduled,101.5,98.4,68.5,99,34.9,64.1,6.3,12.2,15.9,completed,none,
FL-16077,ZIP-030,Zip_Mk4_standardized_fixed_wing,2025-02-14,2025-02-14T07:30:00,2025-02-14T08:04:18,Nest_Delta,Kicukiro_Health_Center,23.1,supplies,diagnostic_test_kits,0.9,routine,105.2,103.5,34.3,96,55.0,41.0,12.1,18.6,16.0,completed,none,
FL-16078,ZIP-029,Zip_Mk4_standardized_fixed_wing,2025-02-14,2025-02-14T18:10:00,2025-02-14T19:00:48,Nest_Delta,Mageragere_Clinic,33.8,vaccine,routine_vaccines,0.75,scheduled,100.0,106.4,50.8,99,43.7,55.3,19.6,29.1,13.9,completed,none,
FL-16079,ZIP-026,Zip_Mk4_standardized_fixed_wing,2025-02-14,2025-02-14T07:25:00,2025-02-14T08:16:00,Nest_Delta,Mageragere_Clinic,33.8,medication,insulin_cold_chain,0.65,urgent,102.0,97.1,51.0,96,45.3,50.7,12.1,18.6,16.0,completed,none,
FL-16080,ZIP-028,Zip_Mk4_standardized_fixed_wing,2025-02-14,2025-02-14T14:55:00,2025-02-14T15:29:24,Nest_Delta,Kicukiro_Health_Center,23.1,blood_product,O_negative_whole_blood,1.35,scheduled,99.7,105.7,34.4,99,55.7,43.3,11.6,16.9,15.3,completed,none,
FL-16081,ZIP-024,Zip_Mk4_standardized_fixed_wing,2025-02-14,2025-02-14T17:35:00,2025-02-14T18:23:48,Nest_Delta,Mageragere_Clinic,33.8,blood_product,O_negative_whole_blood,1.35,urgent,103.6,101.0,48.8,96,41.6,54.4,23.4,30.5,15.4,completed,none,
FL-16082,ZIP-026,Zip_Mk4_standardized_fixed_wing,2025-02-14,2025-02-14T10:05:00,2025-02-14T10:52:48,Nest_Delta,Mageragere_Clinic,33.8,medication,antiretroviral_supply,1.05,routine,103.5,110.5,47.8,96,44.5,51.5,12.3,17.1,14.0,completed,none,
FL-16083,ZIP-028,Zip_Mk4_standardized_fixed_wing,2025-02-14,2025-02-14T12:30:00,2025-02-14T13:38:36,Nest_Delta,Gicumbi_Hospital,50.6,medication,antiretroviral_supply,1.05,scheduled,102.0,108.4,68.6,98,32.4,65.6,14.7,22.8,16.1,completed,none,
FL-16084,ZIP-024,Zip_Mk4_standardized_fixed_wing,2025-02-14,2025-02-14T06:35:00,2025-02-14T07:32:12,Nest_Delta,Rulindo_Clinic,37.9,supplies,diagnostic_test_kits,0.9,scheduled,100.2,113.1,57.2,100,46.1,53.9,6.5,10.1,15.4,completed,none,
FL-16085,ZIP-028,Zip_Mk4_standardized_fixed_wing,2025-02-14,2025-02-14T17:35:00,2025-02-14T18:27:00,Nest_Delta,Mageragere_Clinic,33.8,vaccine,routine_vaccines,0.75,routine,100.5,114.1,52.0,97,43.7,53.3,23.4,30.5,15.4,completed,none,
FL-16086,ZIP-027,Zip_Mk4_standardized_fixed_wing,2025-02-14,2025-02-14T18:50:00,2025-02-14T19:26:36,Nest_Delta,Kicukiro_Health_Center,23.1,blood_product,platelets_2_units,1.55,urgent,100.1,112.4,36.6,98,46.6,51.4,19.6,29.1,13.9,completed,none,
FL-16087,ZIP-025,Zip_Mk4_standardized_fixed_wing,2025-02-14,2025-02-14T11:50:00,2025-02-14T12:28:36,Nest_Delta,Kicukiro_Health_Center,23.1,vaccine,routine_vaccines,0.75,urgent,101.7,111.9,38.6,97,53.3,43.7,8.6,18.3,16.1,completed,none,
FL-16088,ZIP-030,Zip_Mk4_standardized_fixed_wing,2025-02-14,2025-02-14T06:30:00,2025-02-14T07:06:54,Nest_Delta,Kicukiro_Health_Center,23.1,vaccine,routine_vaccines,0.75,scheduled,101.2,104.7,36.9,97,58.3,38.7,6.5,10.1,15.4,completed,none,
FL-16089,ZIP-027,Zip_Mk4_standardized_fixed_wing,2025-02-14,2025-02-14T13:30:00,2025-02-14T14:17:18,Nest_Delta,Mageragere_Clinic,33.8,medication,insulin_cold_chain,0.65,emergency,98.1,107.6,47.3,96,42.2,53.8,9.9,12.8,14.1,completed,none,
FL-16090,ZIP-024,Zip_Mk4_standardized_fixed_wing,2025-02-14,2025-02-14T15:10:00,2025-02-14T16:00:36,Nest_Delta,Mageragere_Clinic,33.8,medication,insulin_cold_chain,0.65,routine,106.2,108.3,50.6,98,45.7,52.3,16.6,25.7,14.3,completed,none,
FL-16091,ZIP-026,Zip_Mk4_standardized_fixed_wing,2025-02-14,2025-02-14T11:10:00,2025-02-14T12:03:00,Nest_Delta,Rulindo_Clinic,37.9,vaccine,routine_vaccines,0.75,urgent,101.7,114.1,53.0,97,41.9,55.1,8.6,18.3,16.1,completed,none,
FL-16092,ZIP-026,Zip_Mk4_standardized_fixed_wing,2025-02-14,2025-02-14T08:10:00,2025-02-14T09:15:48,Nest_Delta,Gicumbi_Hospital,50.6,supplies,diagnostic_test_kits,0.9,emergency,100.1,102.4,65.8,98,33.4,64.6,6.3,12.2,15.9,completed,none,
FL-16093,ZIP-029,Zip_Mk4_standardized_fixed_wing,2025-02-14,2025-02-14T09:45:00,2025-02-14T10:33:42,Nest_Delta,Mageragere_Clinic,33.8,medication,insulin_cold_chain,0.65,routine,101.5,110.9,48.7,98,47.2,50.8,13.2,22.3,14.7,completed,none,
FL-16094,ZIP-030,Zip_Mk4_standardized_fixed_wing,2025-02-14,2025-02-14T08:40:00,2025-02-14T09:18:48,Nest_Delta,Kicukiro_Health_Center,23.1,medication,antiretroviral_supply,1.05,urgent,100.7,100.6,38.8,97,56.5,40.5,6.3,12.2,15.9,completed,none,
FL-16095,ZIP-024,Zip_Mk4_standardized_fixed_wing,2025-02-14,2025-02-14T10:35:00,2025-02-14T11:25:12,Nest_Delta,Mageragere_Clinic,33.8,blood_product,platelets_2_units,1.55,emergency,101.4,112.7,50.2,100,52.0,48.0,12.3,17.1,14.0,completed,none,
FL-16096,ZIP-024,Zip_Mk4_standardized_fixed_wing,2025-02-14,2025-02-14T17:20:00,2025-02-14T17:59:06,Nest_Delta,Kicukiro_Health_Center,23.1,supplies,diagnostic_test_kits,0.9,scheduled,100.5,112.0,39.1,98,49.7,48.3,23.4,30.5,15.4,completed,none,
FL-16097,ZIP-024,Zip_Mk4_standardized_fixed_wing,2025-02-14,2025-02-14T15:35:00,2025-02-14T16:09:36,Nest_Delta,Kicukiro_Health_Center,23.1,medication,antiretroviral_supply,1.05,urgent,104.7,108.9,34.6,96,52.2,43.8,16.6,25.7,14.3,completed,none,
FL-16098,ZIP-024,Zip_Mk4_standardized_fixed_wing,2025-02-14,2025-02-14T18:35:00,2025-02-14T19:44:00,Nest_Delta,Gicumbi_Hospital,50.6,blood_product,O_negative_whole_blood,1.35,urgent,100.2,95.6,69.0,97,27.7,69.3,19.6,29.1,13.9,completed,none,
FL-16099,ZIP-028,Zip_Mk4_standardized_fixed_wing,2025-02-14,2025-02-14T17:40:00,2025-02-14T18:28:54,Nest_Delta,Mageragere_Clinic,33.8,medication,antiretroviral_supply,1.05,scheduled,102.3,100.6,48.9,96,38.5,57.5,23.4,30.5,15.4,completed_delayed,parachute_release_delay,Operator event recorded; see incident corpus where applicable.
FL-16100,ZIP-029,Zip_Mk4_standardized_fixed_wing,2025-02-14,2025-02-14T09:15:00,2025-02-14T10:21:42,Nest_Delta,Gicumbi_Hospital,50.6,blood_product,O_negative_whole_blood,1.35,urgent,103.4,103.7,66.7,98,32.1,65.9,13.2,22.3,14.7,completed,none,
FL-16101,ZIP-028,Zip_Mk4_standardized_fixed_wing,2025-02-14,2025-02-14T13:55:00,2025-02-14T14:28:06,Nest_Delta,Kicukiro_Health_Center,23.1,supplies,diagnostic_test_kits,0.9,routine,100.3,95.4,33.1,100,54.5,45.5,9.9,12.8,14.1,completed,none,
FL-16102,ZIP-029,Zip_Mk4_standardized_fixed_wing,2025-02-14,2025-02-14T13:25:00,2025-02-14T14:19:24,Nest_Delta,Rulindo_Clinic,37.9,medication,insulin_cold_chain,0.65,routine,102.4,105.1,54.4,96,42.9,53.1,9.9,12.8,14.1,completed,none,
FL-16103,ZIP-006,Zip_Mk4_standardized_fixed_wing,2025-02-15,2025-02-15T16:10:00,2025-02-15T17:27:54,Nest_Alpha,Ngoma_Health_Post,55.1,supplies,diagnostic_test_kits,0.9,routine,99.8,98.0,77.9,96,26.9,69.1,22.2,25.3,16.3,completed,none,
FL-16104,ZIP-005,Zip_Mk4_standardized_fixed_wing,2025-02-15,2025-02-15T18:55:00,2025-02-15T19:39:06,Nest_Alpha,Rwamagana_Clinic,28.5,vaccine,routine_vaccines,0.75,scheduled,102.6,114.0,44.1,98,51.3,46.7,17.2,22.4,15.0,completed,none,
FL-16105,ZIP-002,Zip_Mk4_standardized_fixed_wing,2025-02-15,2025-02-15T10:35:00,2025-02-15T11:48:30,Nest_Alpha,Ngoma_Health_Post,55.1,blood_product,O_negative_whole_blood,1.35,urgent,107.4,102.1,73.5,99,29.4,69.6,13.6,20.4,15.0,completed,none,
FL-16106,ZIP-008,Zip_Mk4_standardized_fixed_wing,2025-02-15,2025-02-15T11:55:00,2025-02-15T13:04:54,Nest_Alpha,Bugesera_Health_Post,52.3,blood_product,platelets_2_units,1.55,scheduled,101.7,110.1,69.9,100,34.4,65.6,9.0,14.3,13.6,completed,none,
FL-16107,ZIP-006,Zip_Mk4_standardized_fixed_wing,2025-02-15,2025-02-15T08:45:00,2025-02-15T09:56:00,Nest_Alpha,Bugesera_Health_Post,52.3,supplies,diagnostic_test_kits,0.9,routine,102.9,103.7,71.0,98,31.5,66.5,13.8,22.5,13.7,completed_delayed,recovery_wire_missed,Operator event recorded; see incident corpus where applicable.
FL-16108,ZIP-003,Zip_Mk4_standardized_fixed_wing,2025-02-15,2025-02-15T14:25:00,2025-02-15T15:32:00,Nest_Alpha,Kayonza_Clinic,47.8,medication,antiretroviral_supply,1.05,routine,101.4,95.3,67.0,99,37.0,62.0,16.9,21.2,14.1,completed,motor_vibration_warning,Motor 2 vibration above baseline.
FL-16109,ZIP-007,Zip_Mk4_standardized_fixed_wing,2025-02-15,2025-02-15T06:10:00,2025-02-15T07:20:30,Nest_Alpha,Ngoma_Health_Post,55.1,vaccine,routine_vaccines,0.75,scheduled,101.0,110.4,70.5,96,26.7,69.3,8.2,15.1,14.6,completed,none,
FL-16110,ZIP-008,Zip_Mk4_standardized_fixed_wing,2025-02-15,2025-02-15T09:30:00,2025-02-15T10:10:00,Nest_Alpha,Kigali_East_Clinic,26.5,blood_product,platelets_2_units,1.55,routine,102.8,103.4,40.0,98,49.4,48.6,7.3,10.3,13.2,completed,none,
FL-16111,ZIP-006,Zip_Mk4_standardized_fixed_wing,2025-02-15,2025-02-15T12:35:00,2025-02-15T13:17:30,Nest_Alpha,Rwamagana_Clinic,28.5,vaccine,routine_vaccines,0.75,routine,101.9,103.4,42.5,98,51.2,46.8,14.6,22.2,14.3,completed,none,
FL-16112,ZIP-002,Zip_Mk4_standardized_fixed_wing,2025-02-15,2025-02-15T16:35:00,2025-02-15T17:40:00,Nest_Alpha,Kayonza_Clinic,47.8,medication,insulin_cold_chain,0.65,emergency,103.2,109.3,65.0,98,28.9,69.1,22.2,25.3,16.3,completed,none,
FL-16113,ZIP-005,Zip_Mk4_standardized_fixed_wing,2025-02-15,2025-02-15T17:50:00,2025-02-15T18:39:36,Nest_Alpha,Kabuga_Health_Center,34.2,blood_product,platelets_2_units,1.55,routine,101.3,114.3,49.6,96,41.2,54.8,16.3,19.7,14.3,completed,none,
FL-16114,ZIP-003,Zip_Mk4_standardized_fixed_wing,2025-02-15,2025-02-15T13:40:00,2025-02-15T14:23:36,Nest_Alpha,Rwamagana_Clinic,28.5,medication,insulin_cold_chain,0.65,routine,99.0,100.9,43.6,97,47.6,49.4,13.5,18.4,13.4,completed,motor_vibration_warning,Motor 2 vibration above baseline.
FL-16115,ZIP-001,Zip_Mk4_standardized_fixed_wing,2025-02-15,2025-02-15T11:55:00,2025-02-15T12:44:06,Nest_Alpha,Kabuga_Health_Center,34.2,blood_product,platelets_2_units,1.55,routine,101.1,111.7,49.1,99,47.9,51.1,9.0,14.3,13.6,completed,none,
FL-16116,ZIP-004,Zip_Mk4_standardized_fixed_wing,2025-02-15,2025-02-15T08:05:00,2025-02-15T08:50:30,Nest_Alpha,Rwamagana_Clinic,28.5,medication,insulin_cold_chain,0.65,routine,100.7,109.6,45.5,100,55.5,44.5,13.8,22.5,13.7,completed,none,
FL-16117,ZIP-006,Zip_Mk4_standardized_fixed_wing,2025-02-15,2025-02-15T07:25:00,2025-02-15T08:30:18,Nest_Alpha,Kayonza_Clinic,47.8,supplies,diagnostic_test_kits,0.9,urgent,103.0,98.6,65.3,98,35.7,62.3,8.8,12.3,15.9,completed,none,
FL-16118,ZIP-007,Zip_Mk4_standardized_fixed_wing,2025-02-15,2025-02-15T07:00:00,2025-02-15T08:05:18,Nest_Alpha,Kayonza_Clinic,47.8,medication,antiretroviral_supply,1.05,routine,104.2,95.1,65.3,100,40.4,59.6,8.8,12.3,15.9,completed,none,
FL-16119,ZIP-004,Zip_Mk4_standardized_fixed_wing,2025-02-15,2025-02-15T18:50:00,2025-02-15T20:04:18,Nest_Alpha,Bugesera_Health_Post,52.3,medication,antiretroviral_supply,1.05,routine,101.2,102.6,74.3,100,29.6,70.4,17.2,22.4,15.0,completed,none,
FL-16120,ZIP-007,Zip_Mk4_standardized_fixed_wing,2025-02-15,2025-02-15T13:00:00,2025-02-15T14:14:00,Nest_Alpha,Ngoma_Health_Post,55.1,blood_product,O_negative_whole_blood,1.35,routine,102.8,102.1,74.0,98,27.8,70.2,13.5,18.4,13.4,completed,none,
FL-16121,ZIP-001,Zip_Mk4_standardized_fixed_wing,2025-02-15,2025-02-15T14:30:00,2025-02-15T15:34:36,Nest_Alpha,Kayonza_Clinic,47.8,vaccine,routine_vaccines,0.75,routine,102.3,105.0,64.6,96,38.6,57.4,16.9,21.2,14.1,completed,none,
FL-16122,ZIP-005,Zip_Mk4_standardized_fixed_wing,2025-02-15,2025-02-15T18:10:00,2025-02-15T19:15:48,Nest_Alpha,Kayonza_Clinic,47.8,medication,antiretroviral_supply,1.05,routine,98.2,110.5,65.8,96,30.3,65.7,17.2,22.4,15.0,completed,none,
FL-16123,ZIP-002,Zip_Mk4_standardized_fixed_wing,2025-02-15,2025-02-15T10:05:00,2025-02-15T11:17:12,Nest_Alpha,Bugesera_Health_Post,52.3,medication,insulin_cold_chain,0.65,emergency,102.0,100.8,72.2,99,34.6,64.4,13.6,20.4,15.0,completed,none,
