snapshot_date,drone_id,battery_pack_capacity_pct,battery_cycle_count,cell_voltage_spread_mv,motor_2_vibration_mm_s,motor_2_temperature_c,tether_descent_motor_current_a,parachute_release_test_ms,gps_module_health,maintenance_status
2025-02-16,ZIP-002,93.7,194,28.0,1.06,45.6,5.9,139.0,nominal,operational
2025-02-16,ZIP-003,94.3,197,15.2,2.51,46.3,5.53,81.0,nominal,monitoring
2025-02-16,ZIP-004,94.2,200,17.4,0.95,42.0,5.71,108.0,nominal,operational
2025-02-16,ZIP-005,98.8,203,16.5,1.12,44.7,5.62,132.0,nominal,operational
2025-02-16,ZIP-006,95.1,206,22.4,0.94,43.6,5.86,115.0,nominal,operational
2025-02-16,ZIP-007,93.8,209,19.9,0.89,41.9,6.33,118.0,nominal,operational
2025-02-16,ZIP-008,94.8,212,22.9,1.25,43.4,5.39,92.0,nominal,operational
2025-02-16,ZIP-009,93.7,215,30.6,1.14,46.6,5.99,147.0,nominal,operational
2025-02-16,ZIP-010,94.6,218,25.3,1.24,45.3,5.99,98.0,nominal,operational
2025-02-16,ZIP-011,94.3,221,21.1,1.32,45.9,6.27,125.0,nominal,operational
2025-02-16,ZIP-012,94.5,224,10.0,1.26,43.9,5.59,101.0,nominal,operational
2025-02-16,ZIP-013,94.7,227,24.4,1.34,43.2,5.77,123.0,nominal,operational
2025-02-16,ZIP-014,94.6,230,25.0,1.1,44.6,5.52,146.0,nominal,operational
2025-02-16,ZIP-015,94.8,233,21.9,0.81,43.2,5.86,104.0,nominal,operational
2025-02-16,ZIP-016,94.9,236,16.7,1.0,45.7,5.79,158.0,nominal,operational
2025-02-16,ZIP-017,94.2,239,21.2,0.92,44.9,5.39,111.0,nominal,operational
2025-02-16,ZIP-018,93.7,242,16.9,1.22,44.4,5.72,124.0,nominal,operational
2025-02-16,ZIP-019,94.6,245,19.7,1.04,44.6,5.71,128.0,nominal,operational
2025-02-16,ZIP-020,94.5,248,9.2,1.0,41.8,5.4,141.0,nominal,operational
2025-02-16,ZIP-021,94.3,251,20.6,0.92,43.6,5.85,111.0,nominal,operational
2025-02-16,ZIP-022,94.0,254,24.4,1.24,42.3,5.98,104.0,nominal,operational
2025-02-16,ZIP-023,94.5,257,8.1,0.95,44.6,5.8,141.0,nominal,operational
2025-02-16,ZIP-024,94.6,260,21.5,1.31,44.2,6.07,129.0,nominal,operational
2025-02-16,ZIP-025,94.0,263,16.2,1.14,44.1,6.05,144.0,nominal,operational
2025-02-16,ZIP-026,94.5,266,22.1,1.01,44.7,6.12,122.0,nominal,operational
2025-02-16,ZIP-027,94.5,269,18.6,1.25,45.5,5.64,133.0,nominal,operational
2025-02-16,ZIP-028,95.1,272,20.8,1.11,43.6,5.8,119.0,nominal,operational
2025-02-16,ZIP-029,94.2,275,25.9,0.95,44.4,5.85,103.0,nominal,operational
2025-02-16,ZIP-030,94.7,188,20.0,0.8,43.2,5.74,110.0,nominal,operational
2025-02-17,ZIP-001,94.6,192,19.4,1.29,43.7,6.08,103.0,nominal,operational
2025-02-17,ZIP-002,94.8,195,15.8,1.03,44.6,5.98,148.0,nominal,operational
2025-02-17,ZIP-003,95.1,198,21.7,2.63,48.3,5.79,142.0,nominal,monitoring
2025-02-17,ZIP-004,94.6,201,17.8,1.0,44.5,6.22,97.0,nominal,operational
2025-02-17,ZIP-005,98.7,204,19.8,0.91,43.8,6.08,109.0,nominal,operational
2025-02-17,ZIP-006,94.7,207,17.3,1.11,44.1,5.92,86.0,nominal,operational
2025-02-17,ZIP-007,94.6,210,19.4,0.73,44.3,5.76,159.0,nominal,operational
2025-02-17,ZIP-008,93.8,213,23.4,1.34,45.3,5.83,95.0,nominal,operational
2025-02-17,ZIP-009,94.0,216,24.4,1.19,44.7,5.85,113.0,nominal,operational
2025-02-17,ZIP-010,94.6,219,17.8,1.19,44.0,5.54,106.0,nominal,operational
2025-02-17,ZIP-011,94.7,222,10.5,1.13,44.1,6.11,107.0,nominal,operational
2025-02-17,ZIP-012,93.8,225,20.0,1.1,44.6,5.5,124.0,nominal,operational
2025-02-17,ZIP-013,94.1,228,29.0,0.94,43.5,6.29,107.0,nominal,operational
2025-02-17,ZIP-014,95.2,231,12.5,1.18,43.7,5.54,124.0,nominal,operational
2025-02-17,ZIP-015,94.1,234,18.9,1.03,45.0,5.8,116.0,nominal,operational
2025-02-17,ZIP-016,93.8,237,19.6,1.27,44.0,5.84,90.0,nominal,operational
2025-02-17,ZIP-017,94.7,240,23.0,0.99,43.3,5.71,131.0,nominal,operational
2025-02-17,ZIP-018,94.0,243,25.7,1.11,43.8,5.63,122.0,nominal,operational
2025-02-17,ZIP-019,94.0,246,13.8,1.08,43.1,6.25,115.0,nominal,operational
2025-02-17,ZIP-020,94.9,249,14.8,0.89,43.9,5.78,91.0,nominal,operational
2025-02-17,ZIP-021,94.8,252,20.9,0.91,42.6,5.72,115.0,nominal,operational
2025-02-17,ZIP-022,94.3,255,21.9,0.91,46.8,5.53,94.0,nominal,operational
2025-02-17,ZIP-023,93.8,258,20.7,1.09,43.5,6.2,129.0,nominal,operational
2025-02-17,ZIP-024,94.4,261,15.2,0.92,45.6,5.88,106.0,nominal,operational
2025-02-17,ZIP-025,94.0,264,30.4,0.86,44.1,5.72,114.0,nominal,operational
2025-02-17,ZIP-026,94.9,267,8.4,1.31,44.6,6.32,125.0,nominal,operational
2025-02-17,ZIP-027,94.5,270,22.3,1.06,45.1,5.98,136.0,nominal,operational
2025-02-17,ZIP-028,94.4,273,12.5,1.0,44.3,5.99,113.0,nominal,operational
2025-02-17,ZIP-029,94.1,276,27.9,1.01,42.8,5.89,95.0,nominal,operational
2025-02-17,ZIP-030,94.8,189,16.3,1.38,45.8,6.02,100.0,nominal,operational
2025-02-18,ZIP-001,94.7,194,22.1,1.11,44.7,5.6,109.0,nominal,operational
2025-02-18,ZIP-002,94.1,197,18.1,1.17,42.4,5.82,87.0,nominal,operational
2025-02-18,ZIP-003,94.7,200,28.0,3.08,50.0,6.12,95.0,nominal,grounded
2025-02-18,ZIP-004,94.4,203,13.2,0.97,43.7,5.77,129.0,nominal,operational
2025-02-18,ZIP-005,98.8,206,19.8,1.13,46.4,6.24,140.0,nominal,operational
2025-02-18,ZIP-006,94.3,209,15.2,1.11,44.6,5.76,120.0,nominal,operational
2025-02-18,ZIP-007,94.2,212,26.7,1.18,46.0,6.0,93.0,nominal,operational
2025-02-18,ZIP-008,94.5,215,12.3,0.76,42.0,5.85,127.0,nominal,operational
2025-02-18,ZIP-009,94.4,218,22.5,1.06,44.9,5.4,132.0,nominal,operational
2025-02-18,ZIP-010,94.1,221,23.2,0.9,43.5,6.05,125.0,nominal,operational
2025-02-18,ZIP-011,94.6,224,21.1,1.0,45.5,5.72,127.0,nominal,operational
2025-02-18,ZIP-012,93.9,227,20.8,0.97,42.4,5.56,139.0,nominal,operational
2025-02-18,ZIP-013,94.5,230,24.2,1.23,44.3,5.82,121.0,nominal,operational
2025-02-18,ZIP-014,93.9,233,23.6,0.98,44.1,5.95,105.0,nominal,operational
2025-02-18,ZIP-015,94.4,236,19.8,1.14,42.1,5.68,126.0,nominal,operational
2025-02-18,ZIP-016,94.4,239,29.5,1.23,43.3,5.73,96.0,nominal,operational
2025-02-18,ZIP-017,94.7,242,16.7,0.83,42.9,5.68,122.0,nominal,operational
2025-02-18,ZIP-018,94.0,245,24.0,1.09,43.5,5.74,111.0,nominal,operational
2025-02-18,ZIP-019,94.7,248,11.0,1.03,44.0,5.8,110.0,nominal,operational
2025-02-18,ZIP-020,94.6,251,9.4,1.35,46.3,6.1,119.0,nominal,operational
2025-02-18,ZIP-021,94.3,254,18.2,1.21,43.6,5.92,163.0,nominal,operational
2025-02-18,ZIP-022,94.6,257,15.4,0.89,41.7,5.88,111.0,nominal,operational
2025-02-18,ZIP-023,94.3,260,20.6,0.9,42.3,5.97,132.0,nominal,operational
2025-02-18,ZIP-024,93.2,263,12.7,1.02,43.7,6.0,111.0,nominal,operational
2025-02-18,ZIP-025,93.8,266,24.6,1.3,46.0,5.93,127.0,nominal,operational
2025-02-18,ZIP-026,94.3,269,24.0,0.83,45.4,6.01,125.0,nominal,operational
2025-02-18,ZIP-027,94.3,272,25.3,1.15,45.9,5.79,142.0,nominal,operational
2025-02-18,ZIP-028,94.7,275,16.2,0.87,45.7,5.69,108.0,nominal,operational
2025-02-18,ZIP-029,94.0,278,29.1,0.82,42.3,5.45,99.0,nominal,operational
2025-02-18,ZIP-030,94.0,191,16.4,1.09,45.4,5.89,145.0,nominal,operational
2025-02-19,ZIP-001,94.3,196,23.4,1.06,45.4,6.1,110.0,nominal,operational
2025-02-19,ZIP-002,94.0,199,8,0.93,44.3,6.09,91.0,nominal,operational
2025-02-19,ZIP-003,94.8,202,20.7,3.57,51.3,5.76,130.0,nominal,grounded
2025-02-19,ZIP-004,93.8,205,21.4,0.93,44.0,5.71,154.0,nominal,operational
2025-02-19,ZIP-005,98.9,208,20.0,0.99,45.0,5.97,146.0,nominal,operational
2025-02-19,ZIP-006,94.6,211,19.4,1.01,43.8,5.44,110.0,nominal,operational
2025-02-19,ZIP-007,94.3,214,14.0,1.2,44.3,6.06,124.0,nominal,operational
2025-02-19,ZIP-008,94.6,217,15.6,0.8,41.8,5.75,122.0,nominal,operational
2025-02-19,ZIP-009,94.0,220,11.6,1.05,44.6,6.16,145.0,nominal,operational
2025-02-19,ZIP-010,95.1,223,23.6,1.03,43.4,5.85,125.0,nominal,operational
2025-02-19,ZIP-011,94.0,226,11.4,1.21,47.2,5.95,110.0,nominal,operational
2025-02-19,ZIP-012,93.9,229,22.6,1.09,45.5,5.98,116.0,nominal,operational
2025-02-19,ZIP-013,94.5,232,34.7,1.27,45.5,5.41,159.0,nominal,operational
2025-02-19,ZIP-014,94.1,235,26.4,0.75,44.1,5.99,90.0,nominal,operational
2025-02-19,ZIP-015,94.7,238,18.3,1.12,46.4,5.72,135.0,nominal,operational
2025-02-19,ZIP-016,94.4,241,13.9,0.99,44.7,5.59,141.0,nominal,operational
2025-02-19,ZIP-017,94.5,244,30.2,0.71,40.9,5.78,129.0,nominal,operational
2025-02-19,ZIP-018,94.8,247,22.2,1.2,46.6,5.93,130.0,nominal,operational
2025-02-19,ZIP-019,94.7,250,21.3,1.04,41.9,6.07,116.0,nominal,operational
2025-02-19,ZIP-020,94.2,253,22.2,0.95,43.3,5.84,157.0,nominal,operational
2025-02-19,ZIP-021,94.6,256,17.5,0.89,43.7,5.59,105.0,nominal,operational
2025-02-19,ZIP-022,94.7,259,15.9,0.77,43.8,5.7,137.0,nominal,operational
2025-02-19,ZIP-023,94.1,262,24.3,1.12,43.2,5.51,138.0,nominal,operational
2025-02-19,ZIP-024,93.7,265,16.1,1.06,45.6,5.95,101.0,nominal,operational
2025-02-19,ZIP-025,94.2,268,26.7,1.28,47.3,5.97,126.0,nominal,operational
2025-02-19,ZIP-026,94.9,271,15.0,0.96,43.1,5.82,124.0,nominal,operational
2025-02-19,ZIP-027,94.2,274,19.3,1.02,43.9,5.61,127.0,nominal,operational
2025-02-19,ZIP-028,94.1,277,17.0,1.11,43.5,5.54,87.0,nominal,operational
2025-02-19,ZIP-029,94.9,280,16.9,1.01,44.8,5.85,111.0,nominal,operational
2025-02-19,ZIP-030,93.8,193,13.7,1.26,44.0,6.14,119.0,nominal,operational
2025-02-20,ZIP-001,93.9,198,26.3,1.13,45.5,5.84,129.0,nominal,operational
2025-02-20,ZIP-002,93.3,201,20.1,1.27,45.4,6.17,148.0,nominal,operational
2025-02-20,ZIP-003,93.4,204,16.1,0.95,45.3,5.68,68.0,nominal,grounded
2025-02-20,ZIP-004,93.8,207,19.3,0.98,44.2,5.9,90.0,nominal,operational
2025-02-20,ZIP-005,99.1,210,16.9,1.06,44.8,5.52,124.0,nominal,operational
2025-02-20,ZIP-006,94.4,213,12.4,0.88,44.0,5.73,103.0,nominal,operational
2025-02-20,ZIP-007,93.7,216,25.5,1.21,44.6,5.81,136.0,nominal,operational
2025-02-20,ZIP-008,93.9,219,19.5,0.89,41.9,5.34,127.0,nominal,operational
2025-02-20,ZIP-009,94.4,222,26.2,0.86,43.3,5.56,131.0,nominal,operational
2025-02-20,ZIP-010,93.8,225,15.2,0.94,45.2,5.85,68.0,nominal,operational
2025-02-20,ZIP-011,94.7,228,13.5,1.06,45.3,6.19,120.0,nominal,operational
2025-02-20,ZIP-012,94.6,231,20.1,1.25,43.7,5.49,116.0,nominal,operational
2025-02-20,ZIP-013,94.3,234,26.9,1.16,44.9,5.68,129.0,nominal,operational
2025-02-20,ZIP-014,94.1,237,21.5,1.04,43.4,5.69,122.0,nominal,operational
2025-02-20,ZIP-015,94.0,240,17.2,1.13,45.3,5.97,110.0,nominal,operational
2025-02-20,ZIP-016,93.6,243,33.4,1.12,43.4,5.61,93.0,nominal,operational
2025-02-20,ZIP-017,94.4,246,23.1,1.02,44.4,5.86,105.0,nominal,operational
2025-02-20,ZIP-018,94.6,249,20.8,0.93,42.6,5.59,118.0,nominal,operational
2025-02-20,ZIP-019,94.0,252,17.0,0.98,43.0,5.73,140.0,nominal,operational
2025-02-20,ZIP-020,93.8,255,20.9,0.92,43.6,6.01,127.0,nominal,operational
2025-02-20,ZIP-021,93.6,258,24.2,1.02,44.8,5.05,97.0,nominal,operational
2025-02-20,ZIP-022,94.9,261,22.4,1.01,42.7,6.16,85.0,nominal,operational
2025-02-20,ZIP-023,94.0,264,18.9,1.24,45.2,5.89,104.0,nominal,operational
2025-02-20,ZIP-024,93.9,267,22.9,1.01,45.4,6.06,106.0,nominal,operational
2025-02-20,ZIP-025,94.3,270,14.6,1.25,43.3,5.97,118.0,nominal,operational
2025-02-20,ZIP-026,94.5,273,21.3,1.07,43.7,5.98,104.0,nominal,operational
2025-02-20,ZIP-027,94.2,276,23.6,1.12,42.5,5.62,127.0,nominal,operational
2025-02-20,ZIP-028,94.2,279,19.0,0.97,42.5,6.0,145.0,nominal,operational
2025-02-20,ZIP-029,94.7,282,16.3,0.88,43.1,6.09,101.0,nominal,operational
2025-02-20,ZIP-030,94.4,195,19.0,1.07,47.2,6.02,121.0,nominal,operational
2025-02-21,ZIP-001,94.3,199,25.1,0.97,45.5,5.93,131.0,nominal,operational
2025-02-21,ZIP-002,94.4,202,17.7,1.29,46.3,5.82,76.0,nominal,operational
2025-02-21,ZIP-003,94.6,205,20.5,1.15,43.0,5.34,162.0,nominal,grounded
2025-02-21,ZIP-004,94.1,208,24.5,0.97,44.9,5.9,137.0,nominal,operational
2025-02-21,ZIP-005,98.9,211,18.3,0.99,44.3,5.78,93.0,nominal,operational
2025-02-21,ZIP-006,94.3,214,23.1,1.06,43.8,5.56,126.0,nominal,operational
2025-02-21,ZIP-007,94.3,217,25.3,0.75,42.9,6.04,134.0,nominal,operational
2025-02-21,ZIP-008,94.1,220,12.7,1.11,43.9,6.2,111.0,nominal,operational
2025-02-21,ZIP-009,94.5,223,9.0,1.07,43.1,5.66,108.0,nominal,operational
2025-02-21,ZIP-010,94.4,226,21.7,1.16,41.3,5.88,135.0,nominal,operational
2025-02-21,ZIP-011,94.4,229,25.5,1.07,44.8,5.57,124.0,nominal,operational
2025-02-21,ZIP-012,94.5,232,23.7,0.82,45.8,5.74,102.0,nominal,operational
2025-02-21,ZIP-013,93.5,235,15.6,0.88,42.6,6.03,112.0,nominal,operational
2025-02-21,ZIP-014,94.6,238,16.5,0.9,44.2,5.66,80.0,nominal,operational
2025-02-21,ZIP-015,95.2,241,8,1.2,43.0,5.53,88.0,nominal,operational
2025-02-21,ZIP-016,94.4,244,9.1,0.94,43.7,6.01,120.0,nominal,operational
2025-02-21,ZIP-017,94.2,247,24.9,0.74,43.9,5.97,102.0,nominal,operational
2025-02-21,ZIP-018,94.5,250,12.1,1.17,45.2,5.83,138.0,nominal,operational
2025-02-21,ZIP-019,94.5,253,29.8,0.94,42.5,5.7,110.0,nominal,operational
2025-02-21,ZIP-020,94.6,256,17.7,0.75,43.7,5.68,121.0,nominal,operational
2025-02-21,ZIP-021,93.7,259,21.1,1.07,45.6,5.51,144.0,nominal,operational
2025-02-21,ZIP-022,94.9,262,26.2,1.41,44.6,5.81,70.0,nominal,operational
2025-02-21,ZIP-023,93.8,265,21.7,1.06,44.0,5.6,119.0,nominal,operational
2025-02-21,ZIP-024,94.5,268,15.9,0.8,44.3,5.97,97.0,nominal,operational
2025-02-21,ZIP-025,94.6,271,20.0,1.2,43.0,5.87,124.0,nominal,operational
2025-02-21,ZIP-026,93.9,274,27.8,1.31,45.0,5.98,133.0,nominal,operational
2025-02-21,ZIP-027,94.9,277,15.2,0.93,44.0,5.93,134.0,nominal,operational
2025-02-21,ZIP-028,94.4,280,17.5,1.37,44.3,5.63,141.0,nominal,operational
2025-02-21,ZIP-029,93.2,283,18.8,1.0,45.6,6.18,120.0,nominal,operational
2025-02-21,ZIP-030,94.1,196,22.2,1.0,42.3,5.58,102.0,nominal,operational
2025-02-22,ZIP-001,94.8,201,16.6,0.87,43.0,5.62,115.0,nominal,operational
2025-02-22,ZIP-002,93.9,204,19.6,1.13,44.3,5.78,135.0,nominal,operational
2025-02-22,ZIP-003,93.9,207,22.8,1.17,45.7,5.85,106.0,nominal,grounded
2025-02-22,ZIP-004,94.4,210,11.9,0.77,43.6,5.64,97.0,nominal,operational
2025-02-22,ZIP-005,98.9,213,19.7,1.29,44.7,5.62,112.0,nominal,operational
2025-02-22,ZIP-006,94.3,216,23.3,0.84,46.3,5.87,112.0,nominal,operational
2025-02-22,ZIP-007,94.8,219,13.4,1.17,44.6,6.09,120.0,nominal,operational
2025-02-22,ZIP-008,94.5,222,32.0,1.13,45.2,6.19,115.0,nominal,operational
2025-02-22,ZIP-009,94.1,225,21.3,1.19,45.1,5.49,123.0,nominal,operational
2025-02-22,ZIP-010,93.8,228,15.1,1.2,46.3,5.82,89.0,nominal,operational
2025-02-22,ZIP-011,94.5,231,20.5,0.91,44.9,5.87,103.0,nominal,operational
2025-02-22,ZIP-012,93.7,234,25.1,1.14,43.3,5.9,147.0,nominal,operational
2025-02-22,ZIP-013,93.9,237,23.6,1.32,44.9,5.82,107.0,nominal,operational
2025-02-22,ZIP-014,94.1,240,22.1,0.93,43.7,6.07,144.0,nominal,operational
2025-02-22,ZIP-015,94.0,243,23.1,0.87,43.4,5.79,132.0,nominal,operational
2025-02-22,ZIP-016,93.8,246,18.2,1.25,44.7,6.09,93.0,nominal,operational
2025-02-22,ZIP-017,94.2,249,23.4,1.08,45.6,6.13,107.0,nominal,operational
2025-02-22,ZIP-018,94.2,252,23.8,1.17,45.4,5.31,96.0,nominal,operational
2025-02-22,ZIP-019,94.2,255,20.9,1.05,43.8,5.91,118.0,nominal,operational
2025-02-22,ZIP-020,94.1,258,18.9,1.05,43.9,5.78,103.0,nominal,operational
2025-02-22,ZIP-021,93.8,261,30.9,0.98,43.7,5.52,126.0,nominal,operational
2025-02-22,ZIP-022,94.1,264,18.3,0.85,40.8,5.88,133.0,nominal,operational
2025-02-22,ZIP-023,94.0,267,28.1,1.41,45.9,5.48,129.0,nominal,operational
2025-02-22,ZIP-024,93.4,270,19.3,0.82,42.2,5.66,116.0,nominal,operational
2025-02-22,ZIP-025,93.6,273,20.9,1.05,42.0,5.49,128.0,nominal,operational
2025-02-22,ZIP-026,94.2,276,22.5,1.1,44.8,5.84,99.0,nominal,operational
2025-02-22,ZIP-027,94.0,279,17.1,0.87,44.6,5.88,100.0,nominal,operational
2025-02-22,ZIP-028,94.5,282,23.8,1.12,43.6,6.0,112.0,nominal,operational
2025-02-22,ZIP-029,94.5,285,9.7,1.22,44.9,5.93,110.0,nominal,operational
2025-02-22,ZIP-030,94.0,198,19.7,0.94,42.9,5.85,137.0,nominal,operational
2025-02-23,ZIP-001,94.7,203,21.5,1.09,45.4,6.0,118.0,nominal,operational
2025-02-23,ZIP-002,94.0,206,20.2,1.29,45.0,5.7,114.0,nominal,operational
2025-02-23,ZIP-003,93.7,209,22.4,0.8,41.7,5.43,129.0,nominal,grounded
2025-02-23,ZIP-004,94.3,212,26.8,1.25,43.8,5.59,111.0,nominal,operational
2025-02-23,ZIP-005,99.2,215,16.2,0.95,44.8,5.49,91.0,nominal,operational
2025-02-23,ZIP-006,93.8,218,19.3,0.89,44.1,5.57,118.0,nominal,operational
2025-02-23,ZIP-007,94.2,221,25.6,1.25,45.4,6.04,119.0,nominal,operational
2025-02-23,ZIP-008,94.4,224,18.7,1.0,44.3,5.55,143.0,nominal,operational
2025-02-23,ZIP-009,94.5,227,24.0,0.89,44.2,5.86,99.0,nominal,operational
2025-02-23,ZIP-010,94.7,230,15.3,1.13,43.5,5.83,147.0,nominal,operational
2025-02-23,ZIP-011,93.8,233,19.6,1.0,44.2,5.85,134.0,nominal,operational
2025-02-23,ZIP-012,94.3,236,17.5,1.05,44.4,5.89,138.0,nominal,operational
2025-02-23,ZIP-013,94.2,239,17.7,0.92,43.4,5.76,130.0,nominal,operational
2025-02-23,ZIP-014,93.8,242,21.8,1.15,45.0,5.74,111.0,nominal,operational
2025-02-23,ZIP-015,94.6,245,15.4,0.86,43.9,5.98,115.0,nominal,operational
2025-02-23,ZIP-016,94.7,248,15.0,1.22,44.3,5.99,106.0,nominal,operational
2025-02-23,ZIP-017,93.9,251,26.8,1.05,45.5,6.21,109.0,nominal,operational
2025-02-23,ZIP-018,95.1,254,26.0,1.59,45.6,6.16,76.0,nominal,operational
2025-02-23,ZIP-019,93.6,257,24.5,1.06,43.5,5.96,96.0,nominal,operational
2025-02-23,ZIP-020,94.4,260,10.2,0.97,44.1,5.73,117.0,nominal,operational
2025-02-23,ZIP-021,93.8,263,16.6,0.87,43.8,5.71,124.0,nominal,operational
2025-02-23,ZIP-022,94.3,266,24.3,1.15,46.2,5.88,122.0,nominal,operational
2025-02-23,ZIP-023,93.9,269,18.8,1.02,44.7,5.74,134.0,nominal,operational
2025-02-23,ZIP-024,94.0,272,16.2,1.16,45.3,5.88,126.0,nominal,operational
2025-02-23,ZIP-025,95.3,275,18.2,1.03,43.3,5.78,115.0,nominal,operational
2025-02-23,ZIP-026,94.0,278,10.8,1.12,44.5,5.73,123.0,nominal,operational
2025-02-23,ZIP-027,94.4,281,22.5,0.98,42.8,5.7,120.0,nominal,operational
2025-02-23,ZIP-028,93.9,284,15.2,1.03,44.4,5.37,131.0,nominal,operational
2025-02-23,ZIP-029,93.8,287,28.7,0.82,44.2,5.83,124.0,nominal,operational
2025-02-23,ZIP-030,94.8,200,19.3,1.08,42.5,5.74,118.0,nominal,operational
2025-02-24,ZIP-001,93.9,204,22.5,1.12,44.6,5.95,152.0,nominal,operational
2025-02-24,ZIP-002,93.3,207,11.8,1.12,43.2,5.47,109.0,nominal,operational
2025-02-24,ZIP-003,94.5,210,21.5,0.75,43.7,5.77,149.0,nominal,operational
2025-02-24,ZIP-004,93.3,213,26.8,0.98,44.7,5.71,110.0,nominal,operational
2025-02-24,ZIP-005,98.9,216,19.7,1.34,44.9,5.85,131.0,nominal,operational
2025-02-24,ZIP-006,93.9,219,22.1,1.23,45.1,5.77,131.0,nominal,operational
2025-02-24,ZIP-007,94.4,222,21.7,1.09,43.3,5.63,131.0,nominal,operational
2025-02-24,ZIP-008,94.6,225,15.8,1.21,46.2,6.14,110.0,nominal,operational
2025-02-24,ZIP-009,93.9,228,12.7,1.06,44.8,5.7,119.0,nominal,operational
2025-02-24,ZIP-010,94.2,231,12.2,1.16,43.9,5.76,95.0,nominal,operational
2025-02-24,ZIP-011,94.6,234,22.1,1.24,43.3,6.14,127.0,nominal,operational
2025-02-24,ZIP-012,94.6,237,22.7,0.95,45.2,6.0,122.0,nominal,operational
2025-02-24,ZIP-013,93.6,240,22.8,0.97,43.5,5.85,118.0,nominal,operational
2025-02-24,ZIP-014,94.1,243,19.2,1.0,42.9,5.64,149.0,nominal,operational
2025-02-24,ZIP-015,93.9,246,9.2,0.95,42.3,5.87,135.0,nominal,operational
2025-02-24,ZIP-016,94.1,249,21.2,0.93,43.9,5.82,116.0,nominal,operational
2025-02-24,ZIP-017,94.0,252,17.4,1.1,44.8,5.93,123.0,nominal,operational
2025-02-24,ZIP-018,94.4,255,21.1,1.19,43.9,5.8,120.0,nominal,operational
2025-02-24,ZIP-019,94.4,258,8.8,1.04,45.6,5.83,162.0,nominal,operational
2025-02-24,ZIP-020,94.6,261,14.7,0.97,42.4,5.41,136.0,nominal,operational
2025-02-24,ZIP-021,94.3,264,20.0,0.99,43.5,5.24,124.0,nominal,operational
2025-02-24,ZIP-022,94.7,267,22.0,1.17,45.5,5.46,103.0,nominal,operational
2025-02-24,ZIP-023,93.8,270,20.3,1.15,43.9,5.74,117.0,nominal,operational
2025-02-24,ZIP-024,93.6,273,19.9,1.08,46.9,5.78,98.0,nominal,operational
2025-02-24,ZIP-025,94.3,276,17.1,0.96,43.2,6.0,85.0,nominal,operational
2025-02-24,ZIP-026,94.3,279,14.2,1.1,45.4,6.18,97.0,nominal,operational
2025-02-24,ZIP-027,94.7,282,14.4,1.05,45.1,5.61,156.0,nominal,operational
2025-02-24,ZIP-028,94.4,285,19.2,0.83,43.8,5.73,152.0,nominal,operational
2025-02-24,ZIP-029,93.9,288,26.6,1.22,45.1,5.42,109.0,nominal,operational
2025-02-24,ZIP-030,94.6,201,19.0,0.94,42.9,6.19,113.0,nominal,operational
2025-02-25,ZIP-001,94.6,206,29.9,1.12,45.3,5.49,133.0,nominal,operational
2025-02-25,ZIP-002,94.5,209,20.2,1.04,43.5,5.5,116.0,nominal,operational
2025-02-25,ZIP-003,93.5,212,19.4,1.08,44.4,6.06,131.0,nominal,operational
2025-02-25,ZIP-004,93.6,215,17.9,1.15,44.3,5.49,129.0,nominal,operational
2025-02-25,ZIP-005,99.1,218,16.1,0.87,43.7,6.16,105.0,nominal,operational
2025-02-25,ZIP-006,94.4,221,19.9,0.98,42.7,6.01,106.0,nominal,operational
2025-02-25,ZIP-007,94.0,224,10.3,0.83,43.8,5.84,156.0,nominal,operational
2025-02-25,ZIP-008,94.3,227,18.6,1.15,46.7,6.04,137.0,nominal,operational
2025-02-25,ZIP-009,93.4,230,20.9,0.92,44.5,6.3,115.0,nominal,operational
2025-02-25,ZIP-010,94.1,233,16.4,0.97,43.8,5.62,115.0,nominal,operational
2025-02-25,ZIP-011,93.8,236,21.2,0.96,45.9,6.11,87.0,nominal,operational
2025-02-25,ZIP-012,94.0,239,25.9,1.14,45.4,6.05,133.0,nominal,operational
2025-02-25,ZIP-013,94.1,242,22.6,1.09,45.1,5.35,131.0,nominal,operational
2025-02-25,ZIP-014,93.5,245,32.5,0.91,44.9,5.98,118.0,nominal,operational
2025-02-25,ZIP-015,94.5,248,27.9,0.81,42.8,5.78,115.0,nominal,operational
2025-02-25,ZIP-016,94.6,251,20.4,1.08,45.4,5.93,127.0,nominal,operational
2025-02-25,ZIP-017,94.3,254,17.1,1.2,44.7,5.75,139.0,nominal,operational
2025-02-25,ZIP-018,93.9,257,19.4,1.15,42.3,5.96,146.0,nominal,operational
2025-02-25,ZIP-019,93.6,260,16.0,0.96,42.9,5.69,116.0,nominal,operational
2025-02-25,ZIP-020,93.3,263,30.1,0.73,41.8,5.88,133.0,nominal,operational
2025-02-25,ZIP-021,94.4,266,8.2,1.42,45.9,5.37,143.0,nominal,operational
2025-02-25,ZIP-022,94.1,269,19.8,0.9,43.3,5.84,108.0,nominal,operational
2025-02-25,ZIP-023,94.2,272,22.3,1.06,44.7,6.0,133.0,nominal,operational
2025-02-25,ZIP-024,93.9,275,18.6,1.17,45.3,5.12,132.0,nominal,operational
2025-02-25,ZIP-025,94.0,278,16.2,1.27,46.4,6.22,152.0,nominal,operational
2025-02-25,ZIP-026,94.6,281,24.1,0.94,42.9,6.15,85.0,nominal,operational
