order_id,requested_at,flight_id,origin_hub,destination,clinical_category,urgency,requested_item,payload_weight_kg,service_level_minutes,order_status
ORD-06284,2025-02-16T16:52:00,FL-16283,Nest_Beta,Kamonyi_Health_Center,supplies,urgent,diagnostic_test_kits,0.9,30,fulfilled
ORD-06285,2025-02-16T14:56:00,FL-16284,Nest_Beta,Huye_District_Hospital,medication,routine,insulin_cold_chain,0.65,180,fulfilled
ORD-06286,2025-02-16T15:38:00,FL-16285,Nest_Beta,Nyanza_District_Hospital,vaccine,scheduled,routine_vaccines,0.75,180,fulfilled
ORD-06287,2025-02-16T11:32:00,FL-16286,Nest_Beta,Nyanza_District_Hospital,vaccine,scheduled,routine_vaccines,0.75,180,fulfilled
ORD-06288,2025-02-16T09:43:00,FL-16287,Nest_Beta,Gisagara_Clinic,medication,scheduled,antiretroviral_supply,1.05,180,fulfilled
ORD-06289,2025-02-16T07:44:00,FL-16288,Nest_Beta,Gisagara_Clinic,blood_product,routine,O_negative_whole_blood,1.35,180,fulfilled
ORD-06290,2025-02-16T06:10:00,FL-16289,Nest_Beta,Kamonyi_Health_Center,medication,routine,antiretroviral_supply,1.05,180,fulfilled
ORD-06291,2025-02-16T05:58:00,FL-16290,Nest_Beta,Nyanza_District_Hospital,blood_product,scheduled,O_negative_whole_blood,1.35,180,fulfilled
ORD-06292,2025-02-16T08:29:00,FL-16291,Nest_Beta,Kamonyi_Health_Center,supplies,routine,diagnostic_test_kits,0.9,180,fulfilled
ORD-06293,2025-02-16T08:28:00,FL-16292,Nest_Beta,Kamonyi_Health_Center,medication,routine,antiretroviral_supply,1.05,180,fulfilled
ORD-06294,2025-02-16T11:22:00,FL-16293,Nest_Beta,Kamonyi_Health_Center,blood_product,routine,platelets_2_units,1.55,180,fulfilled
ORD-06295,2025-02-16T07:05:00,FL-16294,Nest_Beta,Nyanza_District_Hospital,blood_product,routine,O_negative_whole_blood,1.35,180,fulfilled
ORD-06296,2025-02-16T11:20:00,FL-16295,Nest_Beta,Gisagara_Clinic,supplies,routine,diagnostic_test_kits,0.9,180,fulfilled
ORD-06297,2025-02-16T06:16:00,FL-16296,Nest_Beta,Gisagara_Clinic,medication,routine,insulin_cold_chain,0.65,180,fulfilled
ORD-06298,2025-02-16T14:00:00,FL-16297,Nest_Beta,Huye_District_Hospital,blood_product,emergency,platelets_2_units,1.55,30,fulfilled
ORD-06299,2025-02-16T05:12:00,FL-16298,Nest_Beta,Nyanza_District_Hospital,blood_product,urgent,O_negative_whole_blood,1.35,30,fulfilled
ORD-06300,2025-02-16T09:25:00,FL-16299,Nest_Beta,Gisagara_Clinic,blood_product,scheduled,platelets_2_units,1.55,180,fulfilled
ORD-06301,2025-02-16T16:51:00,FL-16300,Nest_Beta,Huye_District_Hospital,medication,emergency,insulin_cold_chain,0.65,30,fulfilled
ORD-06302,2025-02-16T10:46:00,FL-16301,Nest_Beta,Gisagara_Clinic,blood_product,routine,platelets_2_units,1.55,180,fulfilled
ORD-06303,2025-02-16T08:31:00,FL-16302,Nest_Beta,Kamonyi_Health_Center,blood_product,emergency,platelets_2_units,1.55,30,fulfilled
ORD-06304,2025-02-16T10:35:00,FL-16303,Nest_Gamma,Gakenke_Health_Post,blood_product,scheduled,O_negative_whole_blood,1.35,180,fulfilled
ORD-06305,2025-02-16T16:30:00,FL-16304,Nest_Gamma,Rubavu_Clinic,medication,routine,antiretroviral_supply,1.05,180,fulfilled
ORD-06306,2025-02-16T17:13:00,FL-16305,Nest_Gamma,Gakenke_Health_Post,medication,routine,antiretroviral_supply,1.05,180,fulfilled
ORD-06307,2025-02-16T05:46:00,FL-16306,Nest_Gamma,Gakenke_Health_Post,blood_product,emergency,O_negative_whole_blood,1.35,30,fulfilled
ORD-06308,2025-02-16T09:24:00,FL-16307,Nest_Gamma,Nyabihu_Clinic,medication,routine,insulin_cold_chain,0.65,180,fulfilled
ORD-06309,2025-02-16T07:06:00,FL-16308,Nest_Gamma,Nyabihu_Clinic,medication,routine,insulin_cold_chain,0.65,180,fulfilled
ORD-06310,2025-02-16T06:55:00,FL-16309,Nest_Gamma,Nyabihu_Clinic,supplies,scheduled,diagnostic_test_kits,0.9,180,fulfilled
ORD-06311,2025-02-16T13:54:00,FL-16310,Nest_Gamma,Nyabihu_Clinic,vaccine,scheduled,routine_vaccines,0.75,180,fulfilled
ORD-06312,2025-02-16T05:43:00,FL-16311,Nest_Gamma,Musanze_Clinic,blood_product,routine,O_negative_whole_blood,1.35,180,fulfilled
ORD-06313,2025-02-16T15:58:00,FL-16312,Nest_Gamma,Rubavu_Clinic,medication,routine,insulin_cold_chain,0.65,180,fulfilled
ORD-06314,2025-02-16T04:10:00,FL-16313,Nest_Gamma,Musanze_Clinic,medication,scheduled,antiretroviral_supply,1.05,180,fulfilled
ORD-06315,2025-02-16T05:04:00,FL-16314,Nest_Gamma,Musanze_Clinic,blood_product,routine,platelets_2_units,1.55,180,fulfilled
ORD-06316,2025-02-16T10:49:00,FL-16315,Nest_Gamma,Musanze_Clinic,blood_product,routine,O_negative_whole_blood,1.35,180,fulfilled
ORD-06317,2025-02-16T10:09:00,FL-16316,Nest_Gamma,Musanze_Clinic,blood_product,routine,platelets_2_units,1.55,180,fulfilled
ORD-06318,2025-02-16T16:22:00,FL-16317,Nest_Gamma,Nyabihu_Clinic,medication,scheduled,insulin_cold_chain,0.65,180,fulfilled
ORD-06319,2025-02-16T08:11:00,FL-16318,Nest_Gamma,Musanze_Clinic,medication,scheduled,antiretroviral_supply,1.05,180,fulfilled
ORD-06320,2025-02-16T04:26:00,FL-16319,Nest_Gamma,Musanze_Clinic,blood_product,routine,platelets_2_units,1.55,180,fulfilled
ORD-06321,2025-02-16T09:46:00,FL-16320,Nest_Gamma,Nyabihu_Clinic,blood_product,routine,O_negative_whole_blood,1.35,180,fulfilled
ORD-06322,2025-02-16T15:33:00,FL-16321,Nest_Gamma,Musanze_Clinic,vaccine,scheduled,routine_vaccines,0.75,180,fulfilled
ORD-06323,2025-02-16T04:28:00,FL-16322,Nest_Gamma,Rubavu_Clinic,medication,urgent,insulin_cold_chain,0.65,30,fulfilled
ORD-06324,2025-02-16T08:21:00,FL-16323,Nest_Gamma,Musanze_Clinic,vaccine,routine,routine_vaccines,0.75,180,fulfilled
ORD-06325,2025-02-16T14:53:00,FL-16324,Nest_Gamma,Nyabihu_Clinic,supplies,scheduled,diagnostic_test_kits,0.9,180,fulfilled
ORD-06326,2025-02-16T06:35:00,FL-16325,Nest_Gamma,Musanze_Clinic,supplies,urgent,diagnostic_test_kits,0.9,30,fulfilled
ORD-06327,2025-02-16T07:28:00,FL-16326,Nest_Gamma,Gakenke_Health_Post,blood_product,routine,O_negative_whole_blood,1.35,180,fulfilled
ORD-06328,2025-02-16T16:18:00,FL-16327,Nest_Gamma,Rubavu_Clinic,blood_product,routine,O_negative_whole_blood,1.35,180,fulfilled
ORD-06329,2025-02-16T12:50:00,FL-16328,Nest_Gamma,Nyabihu_Clinic,blood_product,urgent,platelets_2_units,1.55,30,fulfilled
ORD-06330,2025-02-16T15:23:00,FL-16329,Nest_Gamma,Rubavu_Clinic,blood_product,routine,platelets_2_units,1.55,180,fulfilled
ORD-06331,2025-02-16T10:17:00,FL-16330,Nest_Gamma,Musanze_Clinic,medication,routine,antiretroviral_supply,1.05,180,fulfilled
ORD-06332,2025-02-16T08:59:00,FL-16331,Nest_Gamma,Rubavu_Clinic,blood_product,scheduled,O_negative_whole_blood,1.35,180,fulfilled
ORD-06333,2025-02-16T09:18:00,FL-16332,Nest_Gamma,Rubavu_Clinic,vaccine,routine,routine_vaccines,0.75,180,fulfilled
ORD-06334,2025-02-16T11:29:00,FL-16333,Nest_Gamma,Rubavu_Clinic,supplies,routine,diagnostic_test_kits,0.9,180,fulfilled
ORD-06335,2025-02-16T08:50:00,FL-16334,Nest_Gamma,Nyabihu_Clinic,medication,urgent,insulin_cold_chain,0.65,30,fulfilled
ORD-06336,2025-02-16T17:37:00,FL-16335,Nest_Gamma,Musanze_Clinic,medication,routine,antiretroviral_supply,1.05,180,fulfilled
ORD-06337,2025-02-16T04:41:00,FL-16336,Nest_Gamma,Nyabihu_Clinic,medication,urgent,insulin_cold_chain,0.65,30,fulfilled
ORD-06338,2025-02-16T05:57:00,FL-16337,Nest_Gamma,Rubavu_Clinic,medication,emergency,antiretroviral_supply,1.05,30,fulfilled
ORD-06339,2025-02-16T15:37:00,FL-16338,Nest_Delta,Mageragere_Clinic,supplies,routine,diagnostic_test_kits,0.9,180,fulfilled
ORD-06340,2025-02-16T15:10:00,FL-16339,Nest_Delta,Mageragere_Clinic,vaccine,routine,routine_vaccines,0.75,180,fulfilled
ORD-06341,2025-02-16T14:04:00,FL-16340,Nest_Delta,Mageragere_Clinic,medication,routine,insulin_cold_chain,0.65,180,fulfilled
ORD-06342,2025-02-16T07:31:00,FL-16341,Nest_Delta,Mageragere_Clinic,vaccine,urgent,routine_vaccines,0.75,30,fulfilled
ORD-06343,2025-02-16T05:47:00,FL-16342,Nest_Delta,Gicumbi_Hospital,blood_product,urgent,O_negative_whole_blood,1.35,30,fulfilled
ORD-06344,2025-02-16T12:02:00,FL-16343,Nest_Delta,Gicumbi_Hospital,medication,routine,antiretroviral_supply,1.05,180,fulfilled
ORD-06345,2025-02-16T05:57:00,FL-16344,Nest_Delta,Mageragere_Clinic,medication,routine,insulin_cold_chain,0.65,180,fulfilled
ORD-06346,2025-02-16T12:07:00,FL-16345,Nest_Delta,Mageragere_Clinic,medication,urgent,antiretroviral_supply,1.05,30,fulfilled
ORD-06347,2025-02-16T08:10:00,FL-16346,Nest_Delta,Gicumbi_Hospital,medication,routine,antiretroviral_supply,1.05,180,fulfilled
ORD-06348,2025-02-16T16:01:00,FL-16347,Nest_Delta,Rulindo_Clinic,medication,scheduled,insulin_cold_chain,0.65,180,fulfilled
ORD-06349,2025-02-16T06:11:00,FL-16348,Nest_Delta,Kicukiro_Health_Center,blood_product,urgent,platelets_2_units,1.55,30,fulfilled
ORD-06350,2025-02-16T10:19:00,FL-16349,Nest_Delta,Mageragere_Clinic,vaccine,scheduled,routine_vaccines,0.75,180,fulfilled
ORD-06351,2025-02-16T06:25:00,FL-16350,Nest_Delta,Rulindo_Clinic,vaccine,urgent,routine_vaccines,0.75,30,fulfilled
ORD-06352,2025-02-16T17:05:00,FL-16351,Nest_Delta,Gicumbi_Hospital,blood_product,scheduled,O_negative_whole_blood,1.35,180,fulfilled
ORD-06353,2025-02-16T07:52:00,FL-16352,Nest_Delta,Gicumbi_Hospital,medication,scheduled,insulin_cold_chain,0.65,180,fulfilled
ORD-06354,2025-02-16T06:43:00,FL-16353,Nest_Delta,Rulindo_Clinic,blood_product,scheduled,O_negative_whole_blood,1.35,180,fulfilled
ORD-06355,2025-02-16T08:12:00,FL-16354,Nest_Delta,Mageragere_Clinic,supplies,routine,diagnostic_test_kits,0.9,180,fulfilled
ORD-06356,2025-02-16T05:11:00,FL-16355,Nest_Delta,Gicumbi_Hospital,blood_product,scheduled,O_negative_whole_blood,1.35,180,fulfilled
ORD-06357,2025-02-16T13:06:00,FL-16356,Nest_Delta,Mageragere_Clinic,medication,routine,insulin_cold_chain,0.65,180,fulfilled
ORD-06358,2025-02-16T12:01:00,FL-16357,Nest_Delta,Kicukiro_Health_Center,vaccine,routine,routine_vaccines,0.75,180,fulfilled
ORD-06359,2025-02-16T08:01:00,FL-16358,Nest_Delta,Gicumbi_Hospital,blood_product,urgent,O_negative_whole_blood,1.35,30,fulfilled
ORD-06360,2025-02-16T10:42:00,FL-16359,Nest_Delta,Rulindo_Clinic,supplies,routine,diagnostic_test_kits,0.9,180,fulfilled
ORD-06361,2025-02-16T05:06:00,FL-16360,Nest_Delta,Kicukiro_Health_Center,supplies,scheduled,diagnostic_test_kits,0.9,180,fulfilled
ORD-06362,2025-02-16T05:09:00,FL-16361,Nest_Delta,Kicukiro_Health_Center,vaccine,urgent,routine_vaccines,0.75,30,fulfilled
ORD-06363,2025-02-16T06:57:00,FL-16362,Nest_Delta,Mageragere_Clinic,vaccine,urgent,routine_vaccines,0.75,30,fulfilled
ORD-06364,2025-02-16T13:39:00,FL-16363,Nest_Delta,Rulindo_Clinic,blood_product,scheduled,platelets_2_units,1.55,180,fulfilled
ORD-06365,2025-02-16T12:34:00,FL-16364,Nest_Delta,Kicukiro_Health_Center,vaccine,urgent,routine_vaccines,0.75,30,fulfilled
ORD-06366,2025-02-16T11:54:00,FL-16365,Nest_Delta,Rulindo_Clinic,medication,urgent,antiretroviral_supply,1.05,30,fulfilled
ORD-06367,2025-02-16T08:11:00,FL-16366,Nest_Delta,Mageragere_Clinic,blood_product,scheduled,O_negative_whole_blood,1.35,180,fulfilled
ORD-06368,2025-02-16T03:50:00,FL-16367,Nest_Delta,Kicukiro_Health_Center,blood_product,scheduled,platelets_2_units,1.55,180,fulfilled
ORD-06369,2025-02-17T12:27:00,FL-16368,Nest_Alpha,Ngoma_Health_Post,supplies,scheduled,diagnostic_test_kits,0.9,180,fulfilled
ORD-06370,2025-02-17T15:08:00,FL-16369,Nest_Alpha,Kayonza_Clinic,blood_product,routine,O_negative_whole_blood,1.35,180,fulfilled
ORD-06371,2025-02-17T17:26:00,FL-16370,Nest_Alpha,Kayonza_Clinic,vaccine,routine,routine_vaccines,0.75,180,fulfilled
ORD-06372,2025-02-17T06:06:00,FL-16371,Nest_Alpha,Bugesera_Health_Post,blood_product,routine,O_negative_whole_blood,1.35,180,fulfilled
ORD-06373,2025-02-17T09:48:00,FL-16372,Nest_Alpha,Kigali_East_Clinic,blood_product,routine,platelets_2_units,1.55,180,fulfilled
ORD-06374,2025-02-17T13:56:00,FL-16373,Nest_Alpha,Kigali_East_Clinic,vaccine,routine,routine_vaccines,0.75,180,fulfilled
ORD-06375,2025-02-17T11:54:00,FL-16374,Nest_Alpha,Kayonza_Clinic,medication,scheduled,antiretroviral_supply,1.05,180,fulfilled
ORD-06376,2025-02-17T09:06:00,FL-16375,Nest_Alpha,Kayonza_Clinic,supplies,routine,diagnostic_test_kits,0.9,180,fulfilled
ORD-06377,2025-02-17T09:00:00,FL-16376,Nest_Alpha,Rwamagana_Clinic,supplies,urgent,diagnostic_test_kits,0.9,30,fulfilled
ORD-06378,2025-02-17T04:11:00,FL-16377,Nest_Alpha,Ngoma_Health_Post,blood_product,routine,O_negative_whole_blood,1.35,180,fulfilled
ORD-06379,2025-02-17T12:53:00,FL-16378,Nest_Alpha,Kigali_East_Clinic,medication,scheduled,antiretroviral_supply,1.05,180,fulfilled
ORD-06380,2025-02-17T05:11:00,FL-16379,Nest_Alpha,Kayonza_Clinic,medication,scheduled,antiretroviral_supply,1.05,180,fulfilled
ORD-06381,2025-02-17T10:12:00,FL-16380,Nest_Alpha,Kigali_East_Clinic,vaccine,routine,routine_vaccines,0.75,180,fulfilled
ORD-06382,2025-02-17T12:51:00,FL-16381,Nest_Alpha,Bugesera_Health_Post,medication,scheduled,antiretroviral_supply,1.05,180,fulfilled
ORD-06383,2025-02-17T09:48:00,FL-16382,Nest_Alpha,Kabuga_Health_Center,medication,routine,antiretroviral_supply,1.05,180,fulfilled
ORD-06384,2025-02-17T06:15:00,FL-16383,Nest_Alpha,Ngoma_Health_Post,vaccine,urgent,routine_vaccines,0.75,30,fulfilled
ORD-06385,2025-02-17T16:40:00,FL-16384,Nest_Alpha,Kabuga_Health_Center,vaccine,scheduled,routine_vaccines,0.75,180,fulfilled
ORD-06386,2025-02-17T15:58:00,FL-16385,Nest_Alpha,Bugesera_Health_Post,supplies,scheduled,diagnostic_test_kits,0.9,180,fulfilled
ORD-06387,2025-02-17T08:02:00,FL-16386,Nest_Alpha,Rwamagana_Clinic,supplies,scheduled,diagnostic_test_kits,0.9,180,fulfilled
ORD-06388,2025-02-17T16:23:00,FL-16387,Nest_Alpha,Ngoma_Health_Post,medication,urgent,antiretroviral_supply,1.05,30,fulfilled
ORD-06389,2025-02-17T06:17:00,FL-16388,Nest_Alpha,Kigali_East_Clinic,medication,urgent,insulin_cold_chain,0.65,30,fulfilled
ORD-06390,2025-02-17T14:32:00,FL-16389,Nest_Alpha,Ngoma_Health_Post,supplies,scheduled,diagnostic_test_kits,0.9,180,fulfilled
ORD-06391,2025-02-17T06:56:00,FL-16390,Nest_Alpha,Rwamagana_Clinic,medication,routine,antiretroviral_supply,1.05,180,fulfilled
ORD-06392,2025-02-17T04:58:00,FL-16391,Nest_Alpha,Bugesera_Health_Post,blood_product,routine,O_negative_whole_blood,1.35,180,fulfilled
ORD-06393,2025-02-17T06:04:00,FL-16392,Nest_Alpha,Kayonza_Clinic,vaccine,scheduled,routine_vaccines,0.75,180,fulfilled
ORD-06394,2025-02-17T09:02:00,FL-16393,Nest_Alpha,Rwamagana_Clinic,supplies,urgent,diagnostic_test_kits,0.9,30,fulfilled
ORD-06395,2025-02-17T17:03:00,FL-16394,Nest_Alpha,Bugesera_Health_Post,blood_product,routine,platelets_2_units,1.55,180,fulfilled
ORD-06396,2025-02-17T12:11:00,FL-16395,Nest_Alpha,Ngoma_Health_Post,vaccine,scheduled,routine_vaccines,0.75,180,fulfilled
ORD-06397,2025-02-17T05:56:00,FL-16396,Nest_Alpha,Rwamagana_Clinic,medication,scheduled,insulin_cold_chain,0.65,180,fulfilled
ORD-06398,2025-02-17T09:36:00,FL-16397,Nest_Alpha,Kayonza_Clinic,blood_product,routine,platelets_2_units,1.55,180,fulfilled
ORD-06399,2025-02-17T09:24:00,FL-16398,Nest_Alpha,Kigali_East_Clinic,supplies,scheduled,diagnostic_test_kits,0.9,180,fulfilled
ORD-06400,2025-02-17T13:01:00,FL-16399,Nest_Alpha,Bugesera_Health_Post,medication,routine,insulin_cold_chain,0.65,180,fulfilled
ORD-06401,2025-02-17T08:38:00,FL-16400,Nest_Alpha,Kabuga_Health_Center,medication,routine,antiretroviral_supply,1.05,180,reassigned_or_delayed
ORD-06402,2025-02-17T09:59:00,FL-16401,Nest_Alpha,Bugesera_Health_Post,vaccine,urgent,routine_vaccines,0.75,30,fulfilled
ORD-06403,2025-02-17T05:43:00,FL-16402,Nest_Alpha,Kabuga_Health_Center,vaccine,routine,routine_vaccines,0.75,180,fulfilled
ORD-06404,2025-02-17T14:33:00,FL-16403,Nest_Alpha,Kigali_East_Clinic,vaccine,routine,routine_vaccines,0.75,180,fulfilled
ORD-06405,2025-02-17T15:42:00,FL-16404,Nest_Alpha,Kabuga_Health_Center,blood_product,routine,O_negative_whole_blood,1.35,180,fulfilled
ORD-06406,2025-02-17T05:52:00,FL-16405,Nest_Alpha,Bugesera_Health_Post,medication,routine,insulin_cold_chain,0.65,180,fulfilled
ORD-06407,2025-02-17T12:19:00,FL-16406,Nest_Beta,Kamonyi_Health_Center,blood_product,routine,platelets_2_units,1.55,180,fulfilled
ORD-06408,2025-02-17T11:27:00,FL-16407,Nest_Beta,Kamonyi_Health_Center,medication,routine,antiretroviral_supply,1.05,180,fulfilled
ORD-06409,2025-02-17T09:45:00,FL-16408,Nest_Beta,Huye_District_Hospital,blood_product,scheduled,platelets_2_units,1.55,180,fulfilled
ORD-06410,2025-02-17T10:37:00,FL-16409,Nest_Beta,Kamonyi_Health_Center,medication,urgent,insulin_cold_chain,0.65,30,fulfilled
ORD-06411,2025-02-17T16:06:00,FL-16410,Nest_Beta,Kamonyi_Health_Center,blood_product,scheduled,platelets_2_units,1.55,180,fulfilled
ORD-06412,2025-02-17T06:12:00,FL-16411,Nest_Beta,Kamonyi_Health_Center,supplies,routine,diagnostic_test_kits,0.9,180,fulfilled
ORD-06413,2025-02-17T16:25:00,FL-16412,Nest_Beta,Nyanza_District_Hospital,medication,routine,antiretroviral_supply,1.05,180,fulfilled
ORD-06414,2025-02-17T10:16:00,FL-16413,Nest_Beta,Kamonyi_Health_Center,blood_product,scheduled,O_negative_whole_blood,1.35,180,fulfilled
ORD-06415,2025-02-17T12:40:00,FL-16414,Nest_Beta,Huye_District_Hospital,medication,urgent,antiretroviral_supply,1.05,30,fulfilled
ORD-06416,2025-02-17T10:46:00,FL-16415,Nest_Beta,Huye_District_Hospital,vaccine,routine,routine_vaccines,0.75,180,fulfilled
ORD-06417,2025-02-17T12:52:00,FL-16416,Nest_Beta,Gisagara_Clinic,medication,scheduled,insulin_cold_chain,0.65,180,fulfilled
ORD-06418,2025-02-17T14:15:00,FL-16417,Nest_Beta,Huye_District_Hospital,vaccine,routine,routine_vaccines,0.75,180,fulfilled
ORD-06419,2025-02-17T11:26:00,FL-16418,Nest_Beta,Kamonyi_Health_Center,medication,scheduled,antiretroviral_supply,1.05,180,fulfilled
ORD-06420,2025-02-17T11:01:00,FL-16419,Nest_Beta,Nyanza_District_Hospital,blood_product,routine,O_negative_whole_blood,1.35,180,fulfilled
ORD-06421,2025-02-17T16:23:00,FL-16420,Nest_Beta,Gisagara_Clinic,supplies,routine,diagnostic_test_kits,0.9,180,fulfilled
ORD-06422,2025-02-17T14:58:00,FL-16421,Nest_Beta,Huye_District_Hospital,blood_product,emergency,O_negative_whole_blood,1.35,30,fulfilled
ORD-06423,2025-02-17T11:53:00,FL-16422,Nest_Beta,Nyanza_District_Hospital,medication,scheduled,insulin_cold_chain,0.65,180,fulfilled
ORD-06424,2025-02-17T16:15:00,FL-16423,Nest_Beta,Gisagara_Clinic,blood_product,routine,platelets_2_units,1.55,180,fulfilled
ORD-06425,2025-02-17T15:35:00,FL-16424,Nest_Beta,Gisagara_Clinic,blood_product,scheduled,platelets_2_units,1.55,180,fulfilled
ORD-06426,2025-02-17T09:02:00,FL-16425,Nest_Beta,Kamonyi_Health_Center,blood_product,routine,platelets_2_units,1.55,180,fulfilled
ORD-06427,2025-02-17T06:59:00,FL-16426,Nest_Beta,Huye_District_Hospital,supplies,emergency,diagnostic_test_kits,0.9,30,fulfilled
ORD-06428,2025-02-17T11:12:00,FL-16427,Nest_Beta,Nyanza_District_Hospital,vaccine,scheduled,routine_vaccines,0.75,180,fulfilled
ORD-06429,2025-02-17T08:33:00,FL-16428,Nest_Beta,Gisagara_Clinic,medication,routine,antiretroviral_supply,1.05,180,fulfilled
ORD-06430,2025-02-17T11:58:00,FL-16429,Nest_Beta,Huye_District_Hospital,blood_product,urgent,platelets_2_units,1.55,30,fulfilled
ORD-06431,2025-02-17T06:19:00,FL-16430,Nest_Beta,Huye_District_Hospital,vaccine,urgent,routine_vaccines,0.75,30,fulfilled
ORD-06432,2025-02-17T06:44:00,FL-16431,Nest_Beta,Huye_District_Hospital,supplies,routine,diagnostic_test_kits,0.9,180,fulfilled
ORD-06433,2025-02-17T04:58:00,FL-16432,Nest_Beta,Huye_District_Hospital,medication,routine,antiretroviral_supply,1.05,180,fulfilled
ORD-06434,2025-02-17T16:59:00,FL-16433,Nest_Beta,Nyanza_District_Hospital,blood_product,emergency,O_negative_whole_blood,1.35,30,fulfilled
ORD-06435,2025-02-17T10:07:00,FL-16434,Nest_Beta,Gisagara_Clinic,blood_product,scheduled,platelets_2_units,1.55,180,fulfilled
ORD-06436,2025-02-17T10:29:00,FL-16435,Nest_Beta,Huye_District_Hospital,medication,urgent,antiretroviral_supply,1.05,30,fulfilled
ORD-06437,2025-02-17T13:16:00,FL-16436,Nest_Gamma,Rubavu_Clinic,blood_product,scheduled,platelets_2_units,1.55,180,fulfilled
ORD-06438,2025-02-17T08:54:00,FL-16437,Nest_Gamma,Rubavu_Clinic,medication,scheduled,insulin_cold_chain,0.65,180,fulfilled
ORD-06439,2025-02-17T04:40:00,FL-16438,Nest_Gamma,Gakenke_Health_Post,blood_product,scheduled,platelets_2_units,1.55,180,fulfilled
ORD-06440,2025-02-17T14:56:00,FL-16439,Nest_Gamma,Musanze_Clinic,medication,routine,antiretroviral_supply,1.05,180,fulfilled
ORD-06441,2025-02-17T08:21:00,FL-16440,Nest_Gamma,Musanze_Clinic,medication,emergency,antiretroviral_supply,1.05,30,fulfilled
ORD-06442,2025-02-17T11:36:00,FL-16441,Nest_Gamma,Gakenke_Health_Post,supplies,scheduled,diagnostic_test_kits,0.9,180,fulfilled
ORD-06443,2025-02-17T17:17:00,FL-16442,Nest_Gamma,Musanze_Clinic,blood_product,routine,platelets_2_units,1.55,180,fulfilled
ORD-06444,2025-02-17T11:49:00,FL-16443,Nest_Gamma,Nyabihu_Clinic,supplies,routine,diagnostic_test_kits,0.9,180,fulfilled
ORD-06445,2025-02-17T05:39:00,FL-16444,Nest_Gamma,Rubavu_Clinic,vaccine,routine,routine_vaccines,0.75,180,fulfilled
ORD-06446,2025-02-17T08:17:00,FL-16445,Nest_Gamma,Rubavu_Clinic,medication,scheduled,antiretroviral_supply,1.05,180,fulfilled
ORD-06447,2025-02-17T09:03:00,FL-16446,Nest_Gamma,Musanze_Clinic,blood_product,routine,O_negative_whole_blood,1.35,180,fulfilled
ORD-06448,2025-02-17T14:37:00,FL-16447,Nest_Gamma,Rubavu_Clinic,medication,routine,antiretroviral_supply,1.05,180,fulfilled
ORD-06449,2025-02-17T16:44:00,FL-16448,Nest_Gamma,Musanze_Clinic,blood_product,routine,platelets_2_units,1.55,180,fulfilled
ORD-06450,2025-02-17T14:03:00,FL-16449,Nest_Gamma,Musanze_Clinic,blood_product,routine,platelets_2_units,1.55,180,fulfilled
ORD-06451,2025-02-17T08:03:00,FL-16450,Nest_Gamma,Rubavu_Clinic,medication,scheduled,insulin_cold_chain,0.65,180,fulfilled
ORD-06452,2025-02-17T15:55:00,FL-16451,Nest_Gamma,Rubavu_Clinic,blood_product,routine,O_negative_whole_blood,1.35,180,fulfilled
ORD-06453,2025-02-17T05:00:00,FL-16452,Nest_Gamma,Nyabihu_Clinic,blood_product,routine,platelets_2_units,1.55,180,fulfilled
ORD-06454,2025-02-17T08:52:00,FL-16453,Nest_Gamma,Rubavu_Clinic,blood_product,routine,O_negative_whole_blood,1.35,180,fulfilled
ORD-06455,2025-02-17T14:34:00,FL-16454,Nest_Gamma,Gakenke_Health_Post,medication,routine,insulin_cold_chain,0.65,180,fulfilled
ORD-06456,2025-02-17T07:38:00,FL-16455,Nest_Gamma,Rubavu_Clinic,vaccine,routine,routine_vaccines,0.75,180,fulfilled
ORD-06457,2025-02-17T10:59:00,FL-16456,Nest_Gamma,Nyabihu_Clinic,blood_product,scheduled,platelets_2_units,1.55,180,fulfilled
ORD-06458,2025-02-17T12:13:00,FL-16457,Nest_Gamma,Musanze_Clinic,blood_product,emergency,O_negative_whole_blood,1.35,30,fulfilled
ORD-06459,2025-02-17T11:14:00,FL-16458,Nest_Gamma,Rubavu_Clinic,supplies,routine,diagnostic_test_kits,0.9,180,fulfilled
ORD-06460,2025-02-17T17:46:00,FL-16459,Nest_Gamma,Musanze_Clinic,blood_product,emergency,O_negative_whole_blood,1.35,30,fulfilled
ORD-06461,2025-02-17T05:16:00,FL-16460,Nest_Gamma,Gakenke_Health_Post,blood_product,routine,O_negative_whole_blood,1.35,180,fulfilled
ORD-06462,2025-02-17T06:04:00,FL-16461,Nest_Gamma,Musanze_Clinic,blood_product,routine,platelets_2_units,1.55,180,fulfilled
ORD-06463,2025-02-17T17:19:00,FL-16462,Nest_Gamma,Nyabihu_Clinic,supplies,routine,diagnostic_test_kits,0.9,180,fulfilled
ORD-06464,2025-02-17T05:47:00,FL-16463,Nest_Gamma,Rubavu_Clinic,medication,routine,insulin_cold_chain,0.65,180,fulfilled
ORD-06465,2025-02-17T06:30:00,FL-16464,Nest_Gamma,Nyabihu_Clinic,supplies,scheduled,diagnostic_test_kits,0.9,180,fulfilled
ORD-06466,2025-02-17T17:19:00,FL-16465,Nest_Gamma,Gakenke_Health_Post,medication,scheduled,antiretroviral_supply,1.05,180,fulfilled
